project_id	geoname_id	usd	precision_code	location_type_code	latitude	longitude
P081255	1909731	100000000	1	ADM3	29.81378	106.74352
P081297	2415031	7000000	1	PPL	11.03333	-14.2
P081297	2416404	7000000	1	PPL	10.73333	-12.06667
P081297	2420212	7000000	2	STM	10.5	-12.96667
P081297	2420477	7000000	6	PCLI	10.83333	-10.66667
P081297	2420938	7000000	1	PPL	11.9	-12.3
P081297	2421185	7000000	2	STM	10.21667	-14
P081297	2422228	7000000	1	PPL	11.43333	-11.35
P081297	2422633	7000000	1	PPL	10.61667	-12.18333
P081297	2422923	7000000	3	ADM2	11.08333	-14.41667
P081297	7669266	7000000	1	PPL	11.2167	-12.2
P081297	7669271	7000000	1	PPL	11.8	-12.2167
P081297	7669274	7000000	1	PPL	10.53347	-12.14916
P081297	7669276	7000000	1	PPL	11.1333	-13.0833
P081297	7669278	7000000	1	PPL	10.49	-13
P081297	7669279	7000000	1	PPL	11.0667	-13
P081348	1783562	150000000	1	PPL	34.82278	112.435
P081348	1784665	150000000	1	ADM3	32.79	114.72111
P081348	1784779	150000000	1	ADM3	34.13278	115.30528
P081348	1786014	150000000	1	ADM3	35.05333	113.9475
P081348	1786415	150000000	1	ADM3	34.47361	112.07611
P081348	1786421	150000000	1	PPL	34.51083	112.16222
P081348	1786672	150000000	1	ADM3	34.74753	111.88136
P081348	1787336	150000000	1	PPL	31.85	115.65
P081348	1788212	150000000	1	ADM3	32.40389	114.86528
P081348	1788388	150000000	1	ADM3	33.39056	113.9175
P081348	1788521	150000000	1	ADM3	32.5825	112.36611
P081348	1788570	150000000	1	ADM3	35.31611	113.92667
P081348	1789216	150000000	1	ADM3	32.80639	114.94778
P081348	1789623	150000000	1	ADM3	33.09167	111.38972
P081348	1789729	150000000	1	ADM3	34.26028	116.16139
P081348	1790596	150000000	1	ADM3	33.30361	114.87417
P081348	1791609	150000000	1	ADM3	34.38944	114.29139
P081348	1791610	150000000	1	PPL	34.41361	114.18722
P081348	1792540	150000000	1	ADM3	34.46306	114.47778
P081348	1792541	150000000	1	PPL	34.47722	114.45833
P081348	1793888	150000000	1	ADM3	34.41639	115.02889
P081348	1793894	150000000	1	ADM3	33.19694	113.88444
P081348	1793967	150000000	1	ADM3	34.08	112.05972
P081348	1795552	150000000	1	ADM3	32.98972	112.94722
P081348	1795610	150000000	1	ADM3	33.31722	115.20333
P081348	1795920	150000000	1	ADM3	34.69278	111.39861
P081348	1797036	150000000	1	ADM3	32.97	114.28389
P081348	1797335	150000000	1	ADM3	32.73889	113.93417
P081348	1797437	150000000	1	ADM3	34.51722	114.75861
P081348	1799475	150000000	1	ADM3	33.24361	111.84333
P081348	1800521	150000000	1	PPL	32.45861	114.04861
P081348	1800685	150000000	1	ADM3	34.94833	112.79694
P081348	1800717	150000000	1	ADM3	34.8475	112.49972
P081348	1801736	150000000	1	ADM3	33.78722	112.785
P081348	1801844	150000000	1	ADM3	32.0525	114.39806
P081348	1804474	150000000	1	ADM3	34.8775	114.96583
P081348	1804877	150000000	1	ADM3	34.74833	114.45528
P081348	1805959	150000000	1	ADM3	34.02444	113.19667
P081348	1807551	150000000	1	ADM3	32.13806	115.14611
P081348	1811265	150000000	1	PPL	35.02917	114.41306
P081348	1812991	150000000	1	ADM3	32.74778	112.03556
P081348	1816962	150000000	1	ADM3	33.91194	113.03
P081436	3397154	49300000	1	PPL	-9.41167	-40.49861
P081436	3450554	49300000	1	PPLA	-12.97111	-38.51083
P081436	3460949	49300000	1	PPL	-14.78556	-39.28028
P081436	3461408	49300000	1	PPL	-14.79364	-39.03949
P081436	3468893	49300000	1	PPL	-14.20361	-41.66528
P081436	3470583	49300000	1	PPL	-12.15278	-44.99
P081436	6320840	49300000	3	ADM2	-12.23366	-39.06563
P081436	6321074	49300000	3	ADM2	-17.3131	-39.92573
P081484	2395170	50000000	6	PCLI	9.5	2.25
P081505	248816	38000000	8	PCLI	31	36
P081505	250092	38000000	4	ADM1	31.83333	36.83333
P081505	250439	38000000	4	ADM1	31.58369	36.33335
P081505	7874162	38000000	1	RDJCT	31.79495	35.92067
P081505	7874163	38000000	1	RDJCT	31.90242	36.07766
P081505	7874177	38000000	1	RDJCT	32.01911	36.07722
P081505	7874178	38000000	1	RDJCT	32.02718	36.0699
P081567	2361809	66000000	6	PCLI	12.5	-1.66667
P081615	1785409	150000000	1	PPL	34.62476	109.76336
P081615	1793510	150000000	3	ADM2	37.93314	112.3193
P081615	1800035	150000000	1	PPL	36.5	112.88333
P081615	1816485	150000000	1	PPL	37.78778	112.60944
P081712	192950	80000000	6	PCLI	1	38
P081771	1227603	53000000	6	PCLI	7.75	80.75
P081776	1800036	96000000	1	ADM3	23.03222	113.14278
P081776	1806297	96000000	3	ADM2	22.31515	112.65997
P081776	1811102	96000000	3	ADM2	23.02264	112.96302
P081776	6571340	96000000	1	ADM3	23.02139	113.12833
P081823	246008	56000000	1	PPL	30.32221	35.47933
P081823	248370	56000000	1	PPLA	31.71667	35.8
P081823	248816	56000000	8	PCLI	31	36
P081823	248875	56000000	1	PPLA	32.28082	35.89929
P081823	250258	56000000	1	PPLA	32.03917	35.72722
P081823	6946409	56000000	1	PPLA	31.16368	35.76204
P081880	302525	275000000	1	PPLA2	39.57716	32.14132
P081880	304184	275000000	1	PPLA	37.21807	28.3665
P081880	304531	275000000	1	PPLA	36.79526	34.61792
P081880	305268	275000000	1	PPLA	39.42417	29.98333
P081880	307515	275000000	1	PPLA	39.14583	34.16389
P081880	308464	275000000	1	PPLA	38.73222	35.48528
P081880	315795	275000000	1	PPLA2	38.20591	37.1983
P081880	317109	275000000	1	PPLA	37.77417	29.0875
P081880	317975	275000000	1	PPL	37.37064	38.73436
P081880	321426	275000000	1	PPL	39.12074	27.18052
P081880	323777	275000000	1	PPLA	36.90812	30.69556
P081880	741244	275000000	1	PPL	41.15884	32.5935
P081880	745044	275000000	1	PPLA	41.01384	28.94966
P081880	746983	275000000	1	PPLA2	40.41028	26.67083
P081880	750637	275000000	1	PPLA2	40.1675	31.92111
P082026	3436547	74000000	1	PPL	-26.6	-56.25
P082026	3436561	74000000	2	STMI	-25.45	-57.53333
P082026	3436583	74000000	1	PPL	-25.45	-57.53333
P082026	3436585	74000000	1	PPL	-25.40514	-57.28546
P082026	3436595	74000000	1	PPL	-25.05	-55.91667
P082026	3436622	74000000	1	PPL	-22.98333	-56.53333
P082026	3436657	74000000	1	PPL	-26.36667	-56.06667
P082026	3436664	74000000	1	AREA	-26.55	-56.21667
P082026	3436674	74000000	1	PPL	-25.6	-57.3
P082026	3436727	74000000	1	PPL	-26.38333	-57.15
P082026	3436744	74000000	1	PPL	-24.7	-56.55
P082026	3436763	74000000	1	PPL	-24.8	-56.55
P082026	3436772	74000000	1	PPL	-25.86667	-55.78333
P082026	3436839	74000000	5	STM	-26.62536	-58.18222
P082026	3436852	74000000	1	PPL	-26.11667	-55.53333
P082026	3436861	74000000	1	PPL	-25.91667	-55.78333
P082026	3436864	74000000	2	PPL	-26.21667	-55.71667
P082026	3436900	74000000	1	PPL	-23.6	-57.15
P082026	3436959	74000000	1	PPL	-26.86667	-56.85
P082026	3436968	74000000	1	PPL	-25.78333	-55.06667
P082026	3437021	74000000	1	PPLA	-24.08534	-57.08745
P082026	3437027	74000000	4	ADM1	-24.13333	-56.66667
P082026	3437029	74000000	1	PPL	-26.96667	-56.81667
P082026	3437032	74000000	1	PPL	-24.15	-57.06667
P082026	3437040	74000000	1	GRAZ	-27.03333	-56.28333
P082026	3437041	74000000	1	PPL	-26.51667	-56.15
P082026	3437056	74000000	1	PPL	-25.33968	-57.50879
P082026	3437059	74000000	1	PPL	-26.1	-55.96667
P082026	3437063	74000000	1	PPLA	-26.66944	-57.14583
P082026	3437074	74000000	1	PPL	-25.53333	-56.73333
P082026	3437086	74000000	1	PPL	-24.95	-56.11667
P082026	3437091	74000000	1	LCTY	-26.03333	-56.05
P082026	3437100	74000000	1	AREA	-26.31667	-56.03333
P082026	3437105	74000000	1	PPL	-24.65	-56.43333
P082026	3437120	74000000	1	PPL	-25.31067	-57.29628
P082026	3437132	74000000	1	AREA	-26.13333	-56.15
P082026	3437142	74000000	1	AREA	-26.21667	-56.21667
P082026	3437148	74000000	1	PPLA	-24.0625	-54.30694
P082026	3437158	74000000	1	PPL	-24.45	-57.05
P082026	3437173	74000000	1	PPL	-25.03333	-56.13333
P082026	3437197	74000000	1	PPL	-25.53333	-55.95
P082026	3437200	74000000	1	PPL	-25.13333	-55.43333
P082026	3437215	74000000	1	PPL	-25.96667	-57.26667
P082026	3437493	74000000	1	MRSH	-23.88333	-57.13333
P082026	3437526	74000000	1	PPLA	-26.86879	-58.29346
P082026	3437547	74000000	1	PPLA	-22.54722	-55.73333
P082026	3437599	74000000	4	ADM1	-26	-57.16667
P082026	3437600	74000000	1	PPLA	-25.62083	-57.14722
P082026	3437651	74000000	1	PPL	-25.41667	-56.53333
P082026	3437677	74000000	4	ADM1	-26.66667	-57.91667
P082026	3437727	74000000	4	ADM1	-27	-57
P082026	3437842	74000000	1	PPL	-25.16611	-57.48562
P082026	3437846	74000000	4	PPL	-23.9	-56.33333
P082026	3437857	74000000	1	PPL	-25.23333	-56.53333
P082026	3437918	74000000	1	PPL	-25.38333	-57.33333
P082026	3437923	74000000	4	ADM1	-26.83333	-55.66667
P082026	3437929	74000000	5	STM	-24	-55.88333
P082026	3437936	74000000	1	PPL	-25.45	-56.85
P082026	3437954	74000000	1	PPL	-25.48333	-57.35
P082026	3438001	74000000	1	PPL	-25.36667	-54.75
P082026	3438043	74000000	1	PPL	-25.48333	-57.46667
P082026	3438049	74000000	4	ADM1	-25.8	-56.26667
P082026	3438051	74000000	1	PPL	-24.7	-56.5
P082026	3438065	74000000	1	PPL	-24.06667	-56.48333
P082026	3438070	74000000	1	PPL	-24.43333	-56.7
P082026	3438076	74000000	1	PPL	-27.16667	-56.51667
P082026	3438123	74000000	1	PPL	-25.4	-56.96667
P082026	3438735	74000000	1	PPLA	-27.33056	-55.86667
P082026	3438738	74000000	1	PPL	-25.15	-57.35
P082026	3438753	74000000	1	PPL	-25.36667	-55.8
P082026	3438755	74000000	1	PPL	-25.05	-56.31667
P082026	3438785	74000000	1	PPL	-25.34185	-57.57454
P082026	3438819	74000000	1	PPLA	-25.44444	-56.44028
P082026	3438825	74000000	1	PPL	-27.18333	-56.3
P082026	3438827	74000000	4	ADM1	-25.25	-57
P082026	3438833	74000000	4	ADM1	-22.83333	-57.16667
P082026	3438834	74000000	1	PPLA	-23.40556	-57.44028
P082026	3439003	74000000	1	PPL	-24.16667	-56.65
P082026	3439101	74000000	1	PPLA	-25.50972	-54.61111
P082026	3439108	74000000	1	PPLA2	-24.18606	-56.58251
P082026	3439137	74000000	4	ADM1	-25.53333	-57.46667
P082026	3439156	74000000	1	PPL	-27.23333	-56.21667
P082026	3439163	74000000	1	PPL	-25.18333	-56.4
P082026	3439167	74000000	1	PPL	-25.8	-57.23333
P082026	3439214	74000000	1	PPL	-25.3552	-57.44545
P082026	3439216	74000000	4	ADM1	-24.25	-55.25
P082026	3439296	74000000	4	ADM1	-26.25	-56.06667
P082026	3439304	74000000	1	PPL	-26.21667	-57.2
P082026	3439312	74000000	4	ADM1	-25.2	-55.83333
P082026	3439317	74000000	1	PPL	-25.45	-56.01667
P082026	3439320	74000000	1	PPLA	-25.38611	-57.14028
P082026	3439325	74000000	1	PPL	-26.18333	-56.08333
P082026	3439389	74000000	1	PPLC	-25.30066	-57.63591
P082026	3439395	74000000	2	PPL	-25.06667	-57.1
P082026	3439433	74000000	4	ADM1	-22.83333	-55.95
P082026	3439440	74000000	4	ADM1	-25.5	-54.83333
P082026	3439483	74000000	1	PPL	-26.03333	-55.93333
P082037	3895114	10710000	8	PCLI	-30	-71
P082144	1694008	405000000	6	PCLI	13	122
P082167	3686110	30000000	6	PCLI	4	-73.25
P082223	3188584	7000000	1	PPLA2	42.36556	19.33139
P082223	3193044	7000000	1	PPLC	42.44111	19.26361
P082223	3194884	7000000	8	PCLI	42.75	19.25
P082223	3200422	7000000	1	PPLA2	42.335	19.23111
P082223	3342954	7000000	1	PPL	42.43694	19.28333
P082223	3342997	7000000	1	PPLX	42.44222	19.27
P082223	3342998	7000000	1	PPLX	42.43389	19.25944
P082239	1496747	80000000	1	PPLA	55.0415	82.9346
P082239	2017370	80000000	8	PCLI	60	100
P082239	2022890	80000000	1	PPLA	48.48272	135.08379
P082239	516436	80000000	1	PPL	55.09681	36.61006
P082239	524901	80000000	1	PPLC	55.75222	37.61556
P082239	7874185	80000000	1	OBS	59.94636	30.70529
P082242	3600949	20000000	1	PPLC	14.0818	-87.20681
P082242	3601782	20000000	1	PPLA	15.50417	-88.025
P082242	3608248	20000000	1	PPLA	15.75971	-86.78221
P082242	3608932	20000000	6	PCLI	15	-86.5
P082295	1568574	124700000	1	PPLA	13.77648	109.22367
P082295	1572151	124700000	1	PPLA	12.24507	109.19432
P082295	1582886	124700000	1	PPLA	17.46885	106.62226
P082373	2294700	62000000	1	PPL	5.6698	-0.01657
P082373	2294877	62000000	1	PPLA	9.40078	-0.8393
P082373	2295458	62000000	1	PPLA	4.934	-1.7137
P082373	2298890	62000000	1	PPLA	6.68848	-1.62443
P082373	2306104	62000000	1	PPLC	5.55602	-0.1969
P082392	3580239	3500000	8	PCLI	12.11667	-61.66667
P082392	3580288	3500000	1	PPL	12	-61.76667
P082419	3703430	32000000	6	PCLI	9	-80
P082429	3686110	260000000	6	PCLI	4	-73.25
P082452	909137	30000000	1	PPLC	-15.40669	28.28713
P082466	3667849	250000000	3	PPL	10.91843	-74.76459
P082466	3667905	250000000	1	PPL	4.57937	-74.21682
P082466	3672331	250000000	3	ADM2	7.08333	-73
P082466	3674954	250000000	3	ADM2	6.25	-75.58333
P082466	3680450	250000000	3	PPL	6.18461	-75.59913
P082466	3682018	250000000	1	PPL	7.0682	-73.16981
P082466	3682386	250000000	3	ADM2	7.06315	-73.08586
P082466	3682632	250000000	3	ADM2	6.16667	-75.58333
P082466	3685096	250000000	1	PPL	4.30709	-76.3761
P082466	3687247	250000000	3	ADM2	10.41667	-75.5
P082466	3687926	250000000	3	ADM2	3.41667	-76.55
P082466	3688465	250000000	1	PPLA	7.12539	-73.1198
P082466	3688689	250000000	1	PPLC	4.60971	-74.08175
P082466	3688928	250000000	1	PPLA3	6.33732	-75.55795
P082466	3689147	250000000	1	PPLA	10.96854	-74.78132
P082466	3689152	250000000	3	ADM2	10.95838	-74.79183
P082466	3690580	250000000	5	VAL	6.28333	-75.5
P082492	148730	51000000	1	PPLA	-6.16394	39.19793
P082492	149542	51000000	3	ADM2	-6.91667	39.41667
P082492	149595	51000000	4	ADM1	-5	38.25
P082492	149734	51000000	1	PPLX	-6.16176	39.19128
P082492	150487	51000000	3	ADM2	-8	38.66667
P082492	150737	51000000	5	ISL	-5.16667	39.8
P082492	150738	51000000	5	CHNM	-5.16667	39.33333
P082492	150788	51000000	3	ADM2	-5.5	38.83333
P082492	152629	51000000	3	ADM2	-4.905	38.923
P082492	152754	51000000	1	PPL	-6.86667	39.26667
P082492	152805	51000000	1	PPL	-6.46667	39.53333
P082492	153323	51000000	2	ISL	-5.8205	39.3835
P082492	153482	51000000	1	PPL	-7.11799	39.20782
P082492	154140	51000000	5	ISL	-5.24006	39.60406
P082492	154164	51000000	5	BAY	-6.38333	39.36667
P082492	154898	51000000	1	PPL	-5.99215	39.19467
P082492	155410	51000000	1	ISL	-7.85378	39.7804
P082492	155411	51000000	3	ADM2	-7.83333	39.75
P082492	156052	51000000	1	ISL	-6.9	39.93333
P082492	156636	51000000	1	PPL	-5.98957	39.3768
P082492	157253	51000000	3	ADM2	-6.75	39.16667
P082492	157383	51000000	3	ADM2	-9	39
P082492	159239	51000000	3	ADM2	-6.91667	39.16667
P082492	160307	51000000	5	BAY	-6.16667	39.46667
P082492	160308	51000000	1	PPL	-6.16667	39.43333
P082492	161288	51000000	3	ADM2	-6.33333	38.5
P082492	7647665	51000000	3	ADM2	-9.68333	39.55
P082492	877745	51000000	3	ADM2	-10.5	40
P082492	877747	51000000	1	PPLA	-10.26667	40.18333
P082492	878280	51000000	3	ADM2	-10	39.33333
P082520	3686110	7000000	6	PCLI	4	-73.25
P082604	1559969	35000000	4	ADM1	19.25	104.91667
P082604	1559972	35000000	4	ADM1	9.55	105.91667
P082604	1559977	35000000	4	ADM1	10.1	106
P082604	1559978	35000000	4	ADM1	21.75	104.58333
P082604	1562822	35000000	8	PCLI	16.16667	107.83333
P082604	1564676	35000000	4	ADM1	10.4	106.3
P082604	1565033	35000000	4	ADM1	16.33333	107.58333
P082604	1566083	35000000	1	PPLA	10.82302	106.62965
P082604	1566165	35000000	4	ADM1	20.06667	105.33333
P082604	1566338	35000000	4	ADM1	20.5	106.36667
P082604	1566557	35000000	4	ADM1	11.33333	106.16667
P082604	1567643	35000000	4	ADM1	21.16667	104
P082604	1568758	35000000	4	ADM1	21.25	107.33333
P082604	1576632	35000000	4	ADM1	21.83333	106.58333
P082604	1577954	35000000	4	ADM1	22.28333	103.25
P082604	1579008	35000000	4	ADM1	10	105.16667
P082604	1579634	35000000	4	ADM1	12.33333	109
P082604	1580700	35000000	4	ADM1	18.33333	105.75
P082604	1581130	35000000	1	PPLC	21.0245	105.84117
P082604	1581188	35000000	4	ADM1	10.11667	105.5
P082604	1581298	35000000	1	PPLA	20.86481	106.68345
P082604	1581882	35000000	4	ADM1	11.08333	108.08333
P082604	1582562	35000000	4	ADM1	10.58333	105.63333
P082604	1582720	35000000	4	ADM1	11	107.16667
P082604	1584534	35000000	4	ADM1	10.58333	107.25
P082604	1586182	35000000	4	ADM1	22.75	106.08333
P082604	1587974	35000000	4	ADM1	10.16667	106.5
P082604	1594446	35000000	4	ADM1	10.5	105.16667
P082604	1905419	35000000	4	ADM1	21.33333	106.43333
P082604	1905468	35000000	4	ADM1	16.08333	108.08333
P082604	1905497	35000000	4	ADM1	21.66667	105.83333
P082604	1905626	35000000	4	ADM1	20.25	106.25
P082604	7506719	35000000	4	ADM1	9.77605	105.46412
P082615	177896	207000000	1	PPL	-4.00961	39.58457
P082615	179196	207000000	2	RSTN	0.06667	35.53333
P082615	179750	207000000	1	PPL	-2.019	37.37167
P082615	186295	207000000	5	RD	-1.46667	37.03333
P082615	187215	207000000	2	RSTN	-0.16667	35.68333
P082615	188196	207000000	1	PPL	-3.78333	39.36667
P082615	188492	207000000	1	PPLA	-1.51667	37.26667
P082615	189732	207000000	2	RSTN	-0.30008	36.13731
P082615	191245	207000000	1	PPLA	-0.10221	34.76171
P082615	198516	207000000	1	PPL	-1.3	36.91667
P082618	1024312	110000000	4	ADM1	-17	37
P082618	1024681	110000000	1	PPL	-17.13333	36.2
P082618	1024685	110000000	2	PPL	-16.11528	33.72944
P082618	1024696	110000000	1	PPL	-19.60944	34.74306
P082618	1024698	110000000	2	PPL	-17.44167	35.02722
P082618	1026010	110000000	4	ADM1	-15.5	33
P082618	1026804	110000000	4	ADM1	-19.2	34.8
P082618	1040397	110000000	1	PPL	-18.29083	35.94528
P082618	1040947	110000000	4	ADM1	-19	33.5
P082618	1042580	110000000	1	RSTN	-18.99221	32.72827
P082618	1045078	110000000	1	PPL	-18.21889	35.16
P082618	1046919	110000000	1	PPL	-17.42056	35.06583
P082618	1052373	110000000	1	PPLA	-19.84361	34.83889
P082618	1091028	110000000	1	AREA	-15.26361	34.53778
P082651	3393129	60000000	4	ADM1	-4	-53
P082672	1567643	60000000	4	ADM1	21.16667	104
P082672	1577954	60000000	4	ADM1	22.28333	103.25
P082672	1581030	60000000	4	ADM1	22.75	105
P082672	1586182	60000000	4	ADM1	22.75	106.08333
P082672	1905099	60000000	4	ADM1	21.33333	102.93333
P082672	1905669	60000000	4	ADM1	22.25	105.83333
P082725	2392087	35000000	1	PPLC	6.49646	2.60359
P082725	2392204	35000000	1	PPLA	9.33716	2.63031
P082725	2392897	35000000	1	PPLA	6.63869	1.71674
P082725	2393693	35000000	1	PPLA	11.13417	2.93861
P082725	2394819	35000000	1	PPLA	6.36536	2.41833
P082725	2395170	35000000	8	PCLI	9.5	2.25
P082725	2395914	35000000	1	PPL	6.44852	2.35566
P082806	1053384	150000000	1	PPLA	-18.1492	49.40234
P082806	1053387	150000000	1	PPL	-18.7	48.26667
P082806	1053705	150000000	1	PPL	-17.3	48.58333
P082806	1055429	150000000	1	PPLA	-23.35	43.66667
P082806	1055976	150000000	1	HBR	-18.15605	49.42534
P082806	1060589	150000000	1	PPL	-16.68333	49.73333
P082806	1061028	150000000	1	PPL	-15.83333	48.81667
P082806	1062663	150000000	2	PPLA	-15.71667	46.31667
P082806	1062947	150000000	6	PCLI	-20	47
P082806	1064890	150000000	1	PPLA	-21.45267	47.08569
P082806	1068971	150000000	1	PPLA	-14.87959	47.98751
P082806	1070940	150000000	1	PPLC	-18.91368	47.53613
P082806	1078171	150000000	1	PPL	-18.81667	49.06667
P082806	1082639	150000000	1	PPLA	-17.83333	48.41667
P082806	7670893	150000000	3	ADM2	-17.89086	48.44397
P082806	7670894	150000000	3	ADM2	-17.37922	48.36441
P082806	7670898	150000000	3	ADM2	-18.92746	47.61128
P082806	7670899	150000000	3	ADM2	-18.83761	47.75962
P082806	7670900	150000000	3	ADM2	-18.80198	48.25968
P082806	7670901	150000000	3	ADM2	-18.66096	48.86546
P082806	7670903	150000000	3	ADM2	-21.4805	47.13385
P082806	7670909	150000000	3	ADM2	-21.42368	46.99746
P082806	7670912	150000000	3	ADM2	-21.06814	47.15172
P082806	7670914	150000000	3	ADM2	-20.54945	47.25589
P082806	7670915	150000000	3	ADM2	-19.86894	47.14844
P082806	7670916	150000000	3	ADM2	-19.85559	47.03756
P082806	7670918	150000000	3	ADM2	-19.74469	47.4813
P082806	7670920	150000000	3	ADM2	-19.46179	47.55007
P082806	7670921	150000000	3	ADM2	-14.96255	48.08651
P082806	7670923	150000000	3	ADM2	-15.14456	48.77951
P082806	7670924	150000000	3	ADM2	-15.98786	48.71647
P082806	7670936	150000000	3	ADM2	-18.9999	47.50054
P082806	7670938	150000000	3	ADM2	-18.96049	47.56613
P082806	7670943	150000000	1	HBR	-15.71238	46.29826
P082806	7670944	150000000	3	ADM2	-18.06488	49.37475
P082806	7670945	150000000	3	ADM2	-17.94053	49.14608
P082812	2396518	25000000	1	PPLA	-0.71933	8.78151
P082812	2396646	25000000	1	PPLA	1.5995	11.57933
P082812	2398073	25000000	1	PPLA	-1.86846	11.05594
P082812	2399697	25000000	1	PPLC	0.39241	9.45356
P082812	2399888	25000000	1	PPLA	-0.7001	10.24055
P082812	2400555	25000000	1	PPLA	-1.63333	13.58357
P082814	783754	15400000	8	PCLI	41	20
P082817	2284647	120000000	2	PPLA	7.41251	-7.55383
P082817	2286304	120000000	2	PPLA	9.45803	-5.62961
P082817	2287781	120000000	6	PCLI	8	-5.5
P082817	2287958	120000000	2	PPL	6.54368	-7.4935
P082817	2290956	120000000	2	PPLA	7.69385	-5.03031
P082817	2293538	120000000	2	PPLA	5.30966	-4.01266
P082888	2376898	13000000	1	PPLA	16.51378	-15.80503
P082888	2377450	13000000	3	PPLC	18.08581	-15.9785
P082888	2377457	13000000	1	PPLA	20.93098	-17.03465
P082888	2378080	13000000	8	PCLI	20.25	-10.5
P082908	3686110	40000000	6	PCLI	4	-73.25
P082916	617790	8550000	8	PCLI	47.25	28.58333
P082952	347794	20000000	4	ADM1	26.5	31.7
P082952	349401	20000000	4	ADM1	30.5	33.7
P082952	350546	20000000	4	ADM1	25.8	32.75
P082952	352603	20000000	4	ADM1	29.7	27.5
P082952	354500	20000000	4	ADM1	31.3	30.9
P082952	357994	20000000	8	PCLI	27	30
P082952	359171	20000000	4	ADM1	28.9	30.6
P082952	359781	20000000	4	ADM1	27.2	31.1
P082952	360016	20000000	4	ADM1	30.7	31.8
P082952	360621	20000000	4	ADM1	30.3	31.25
P082952	360631	20000000	4	ADM1	30.05	31.65
P082952	360688	20000000	4	ADM1	28.1	30
P082952	361323	20000000	4	ADM1	29.3	30.5
P082952	361370	20000000	4	ADM1	30.6	30.2
P082952	361849	20000000	4	ADM1	31.1	31.6
P082957	2453866	25500000	6	PCLI	18	-2
P082976	69543	45000000	6	PCLI	15.5	47.5
P082998	326406	160900000	1	PPL	11.8277	39.59164
P082998	328526	160900000	1	PPL	14.13833	38.40278
P082998	328688	160900000	1	PPL	8.78333	38.71667
P082998	331331	160900000	1	PPL	10	38.53333
P082998	335797	160900000	1	PPL	11.26667	35.28333
P082998	336215	160900000	1	PPL	11.75	38.4
P082998	336350	160900000	1	PPL	7.01667	39.98333
P082998	337996	160900000	6	PCLI	9	39.5
P082998	338726	160900000	1	PPL	6.98333	39.18333
P082998	339318	160900000	1	PPL	8.63333	39.55
P082998	343292	160900000	1	PPLA	10.06667	34.53333
P082998	343370	160900000	1	PPL	7.95	39.13333
P082998	344797	160900000	1	PPL	14.16347	38.89924
P082998	345320	160900000	1	PPL	14.18722	38.88361
P082998	444180	160900000	4	ADM1	11.5	38.5
P082998	444185	160900000	4	ADM1	8	39
P082998	444187	160900000	4	ADM1	14.16667	38.83333
P083045	3700159	6000000	4	ADM1	8.25	-81.13333
P083045	3701191	6000000	3	ADM2	8.71667	-81
P083045	3701537	6000000	4	ADM1	9.25	-78.25
P083045	3703945	6000000	5	ISL	9.46667	-79.03333
P083045	3704961	6000000	4	ADM1	7.58333	-80.33333
P083045	3704962	6000000	3	ADM2	7.88333	-80.45
P083045	3706929	6000000	3	ADM2	8.7	-80.53333
P083045	3708492	6000000	2	PPL	7.41667	-80.31667
P083045	3708541	6000000	2	ISL	7.61667	-80
P083045	3708597	6000000	5	HLL	7.3	-80.7
P083045	3708710	6000000	4	ADM1	7.83333	-80.75
P083045	3710386	6000000	5	RDGE	7.73333	-80.86667
P083045	3711599	6000000	3	ADM2	9	-80.46667
P083045	3712075	6000000	3	ADM2	9.28333	-79.75
P083045	3712162	6000000	4	ADM1	8.56667	-80.41667
P083045	3712399	6000000	3	ADM2	8.85	-82.08333
P083045	3712410	6000000	4	ADM1	8.5	-82.41667
P083045	3713954	6000000	4	ADM1	9.25	-82.65
P083045	3713955	6000000	3	ADM2	9	-81.75
P083045	3714266	6000000	2	VLC	8.80917	-82.54148
P083045	3740566	6000000	5	ISL	9.30844	-82.14416
P083045	7302563	6000000	5	RESF	9.197	-82.82181
P083051	1111111	28400000	1	PPL	34.8572	71.94374
P083051	3444088	28400000	1	PPL	-18.43333	-59.65
P083051	3901178	28400000	1	PPL	-22.03799	-63.67968
P083051	3901436	28400000	1	PPL	-17.21667	-66.08333
P083051	3901504	28400000	1	PPL	-17.4	-63.83333
P083051	3901527	28400000	1	PPL	-17.61667	-65.8
P083051	3901547	28400000	1	PPL	-21.26236	-63.46903
P083051	3901551	28400000	1	PPL	-20.74054	-67.66077
P083051	3901874	28400000	1	PPL	-18.48923	-64.10609
P083051	3901894	28400000	1	PPL	-17.5752	-65.58032
P083051	3901900	28400000	2	SALT	-20.33333	-67.7
P083051	3901903	28400000	1	PPL	-20.45967	-66.82503
P083051	3901969	28400000	1	PPL	-15.39286	-62.94661
P083051	3902523	28400000	1	PPL	-17.72662	-65.1932
P083051	3902676	28400000	1	PPL	-20.1	-66.58333
P083051	3902831	28400000	1	PPL	-17.61667	-65.9
P083051	3902857	28400000	1	PPL	-16.55228	-68.68108
P083051	3902864	28400000	1	PPL	-16.17729	-68.95505
P083051	3902926	28400000	1	PPL	-15.55	-68
P083051	3902949	28400000	1	PPL	-17.33802	-66.21579
P083051	3903164	28400000	1	PPL	-15.46667	-67.81667
P083051	3903342	28400000	1	PPL	-17.60898	-66.02135
P083051	3903380	28400000	1	PPL	-16.45709	-68.85842
P083051	3903687	28400000	1	PPL	-19.89	-67.69542
