7e48b41875135e65bfdb20c130215ae13fe89647,DELETE,regular-file,input/aid/AllWorldBank_IBRDIDA.csv.zip,1802282,
7a202c4bae8272c808264bf9b05a3931949c366f,DELETE,regular-file,input/climate/ccsm_grid/CCSM_polygons.zip,4555948,
437aab84a43c0db5fe6366b6cb87fb745637196c,DELETE,regular-file,scratch/climate/ccsm_grid/ccsm_polygons.dbf,1867938,
9f3a5cfae015f3e3bbd76bfbb8b6e3f207fa09b8,DELETE,regular-file,scratch/climate/ccsm_grid/ccsm_polygons.sbn,360908,
3aa5ed96961c79b5378d5b9d8dda7dc40040c1e5,DELETE,regular-file,scratch/climate/ccsm_grid/ccsm_polygons.shp,4456548,
9696dd52bfb68b80863bfd35ec9767e20a88d7ad,DELETE,regular-file,scratch/climate/ccsm_grid/ccsm_polygons.shx,262244,
05347e38a47aeaf641832c4e85cd6d82a79c0898,DELETE,regular-file,scratch/climate/ccsm_grid/readme.pdf,4378061,
d5571ad6f4e09c83b152ea934b9d2be53998d496,DELETE,regular-file,scratch/climate/forecast/ppt/mean_ppt_2015_2030_SRESA2-180.0_180.0_-90.0_90.0.tsv,854591,
9372f42f662ba0502058f42196395950cfed5090,DELETE,regular-file,scratch/climate/forecast/ppt/ppt_2000_2099_SRESA2-180.0_180.0_-90.0_90.0.tsv,353356601,
891a311e2e6ee3388ab32574d49bcc36f3156324,DELETE,regular-file,scratch/climate/forecast/ppt/ppt_2015_2030_SRESA2-180.0_180.0_-90.0_90.0.tsv,56983099,
4167825b99dfb5b48625b23c27f81ac7d9063668,DELETE,regular-file,scratch/climate/forecast/ts/mean_ts_2015_2030_SRESA2-180.0_180.0_-90.0_90.0.tsv,854457,
109bb236341bf91003978d5830488512f8227c57,DELETE,regular-file,scratch/climate/forecast/ts/ts_2000_2099_SRESA2-180.0_180.0_-90.0_90.0.tsv,389435070,
13f6a6d9b15f5e6173322c14bf9c34df77346f30,DELETE,regular-file,scratch/climate/forecast/ts/ts_2015_2030_SRESA2-180.0_180.0_-90.0_90.0.tsv,62810377,
7bba3d95a6e1eaf1d53bf1c9b5a6fe3026947cf4,DELETE,regular-file,scratch/climate/historical/ppt/mean_ppt_1870_1999_20C3M-180.0_180.0_-90.0_90.0.tsv,854610,
5cf3efe76facf16fdb52cf68ac1e95a997cef6de,DELETE,regular-file,scratch/climate/historical/ppt/mean_ppt_1995_1999_20C3M-180.0_180.0_-90.0_90.0.tsv,854557,
5fbe52ee2675805ee2deb312949a7132c53c836c,DELETE,regular-file,scratch/climate/historical/ppt/ppt_1870_1999_20C3M-180.0_180.0_-90.0_90.0.tsv,458504043,
ef4321a9df492e012284e530e760cc9bfcc8cf92,DELETE,regular-file,scratch/climate/historical/ppt/ppt_1995_1999_20C3M-180.0_180.0_-90.0_90.0.tsv,18213816,
e92c0519503b0e22fb9cf2c4626f3bc7443fc52a,DELETE,regular-file,scratch/climate/historical/ts/mean_ts_1870_1999_20C3M-180.0_180.0_-90.0_90.0.tsv,854698,
5943ae487a6b670616b799a0cc154ecad8fdeb03,DELETE,regular-file,scratch/climate/historical/ts/mean_ts_1995_1999_20C3M-180.0_180.0_-90.0_90.0.tsv,854631,
9e426514b73425b1087b306fdc7736094049e444,DELETE,regular-file,scratch/climate/historical/ts/ts_1870_1999_20C3M-180.0_180.0_-90.0_90.0.tsv,506081168,
77c8e52825d0b88740a1780cbd13dc85517f3609,DELETE,regular-file,scratch/climate/historical/ts/ts_1995_1999_20C3M-180.0_180.0_-90.0_90.0.tsv,20038547,
d59b189c9a0eb1e7921686c499e58d145650b324,DELETE,regular-file,scratch/pop/GRUMPv1_2000_UNadjpop.tif,136268092,
9c842f8ec3a6189405bb2ad76d390aa33fb3e81d,DELETE,regular-file,scratch/pop/GRUMPv1_urbanExtents.dbf,971079,
7eda9209877c2a245b0981f0cc1e1ce29f68e87a,DELETE,regular-file,scratch/pop/GRUMPv1_urbanExtents.shp,82995224,
b17b6720c47423c3b48a21c699a5868fc601c0da,DELETE,regular-file,scratch/pop/GRUMPv1_urbanExtents.shx,706292,
ec3d90a579dc04f694b1ae13e1d424dcf4cf1ebc,DELETE,regular-file,scratch/pop/GRUMPv1_urbanExtents.tif,4984780,
8c0f727fa140b6abccb6899401dc0efa721bdfd9,DELETE,regular-file,scratch/pop/ge_pop_10k_2014-10-02.csv,1528364,
5e6f893e47757723e98e012dd0772469654b59a2,DELETE,regular-file,scratch/pop/ge_pop_10k_2014-10-02.dbf,14079095,
a8c84235371ed948d111bdeb0fb24d58bbe1dfdb,DELETE,regular-file,scratch/pop/ge_pop_10k_2014-10-02.shp,819660,
8d63f30daff50ade339cb6ce2f7e35446faa1f61,DELETE,regular-file,scratch/pop/ge_pop_10k_2014-10-02.shx,234260,
