GID_LAT	GID_LON	mean_1870-1999	mean_1995-1999	mean_2015-2030	0	-nan	0	-nan
-81.94247	80.15625	215.893	217.052	218.455	1.159	0.53684	2.562	1.1867
-81.94247	81.5625	216.033	217.193	218.592	1.16	0.536955	2.559	1.18454
-81.94247	82.96875	216.216	217.372	218.772	1.156	0.534651	2.556	1.18215
-81.94247	84.375	216.439	217.597	218.987	1.158	0.535024	2.548	1.17724
-81.94247	85.78125	216.7	217.859	219.237	1.159	0.534841	2.537	1.17074
-81.94247	87.1875	216.993	218.15	219.517	1.157	0.533197	2.524	1.16317
-81.94247	88.59375	217.313	218.467	219.824	1.154	0.531031	2.511	1.15548
-81.94247	90	217.649	218.798	220.148	1.149	0.527914	2.499	1.14818
-81.94247	91.40625	217.996	219.14	220.481	1.144	0.52478	2.485	1.13993
-81.94247	92.8125	218.345	219.48	220.823	1.135	0.51982	2.478	1.1349
-81.94247	94.21875	218.691	219.82	221.164	1.129	0.516254	2.473	1.13082
-81.94247	95.625	219.026	220.148	221.494	1.122	0.512268	2.468	1.12681
-81.94247	97.03125	219.347	220.465	221.814	1.118	0.509695	2.467	1.1247
-81.94247	98.4375	219.65	220.765	222.122	1.115	0.507626	2.472	1.12543
-81.94247	99.84375	219.933	221.044	222.406	1.111	0.505154	2.473	1.12443
-81.94247	101.25	220.192	221.302	222.667	1.11	0.504106	2.475	1.12402
-81.94247	102.65625	220.432	221.542	222.911	1.11	0.503557	2.479	1.12461
-81.94247	104.0625	220.654	221.76	223.139	1.106	0.501237	2.485	1.1262
-81.94247	105.46875	220.861	221.965	223.351	1.104	0.499862	2.49	1.12741
-81.94247	106.875	221.057	222.156	223.546	1.099	0.497157	2.489	1.12595
-81.94247	108.28125	221.255	222.348	223.746	1.093	0.494	2.491	1.12585
-81.94247	109.6875	221.453	222.537	223.936	1.084	0.489494	2.483	1.12123
-81.94247	111.09375	221.662	222.739	224.14	1.077	0.485875	2.478	1.11792
-81.94247	112.5	221.888	222.95	224.357	1.062	0.47862	2.469	1.11272
-81.94247	113.90625	222.138	223.193	224.59	1.055	0.47493	2.452	1.10382
-81.94247	115.3125	222.418	223.452	224.853	1.034	0.46489	2.435	1.09479
-81.94247	116.71875	222.728	223.748	225.147	1.02	0.457958	2.419	1.08608
-81.94247	118.125	223.076	224.075	225.47	0.999	0.447829	2.394	1.07318
-81.94247	119.53125	223.462	224.443	225.834	0.981	0.439001	2.372	1.06148
-81.94247	120.9375	223.888	224.85	226.232	0.962	0.429679	2.344	1.04695
-81.94247	122.34375	224.353	225.294	226.666	0.941	0.419428	2.313	1.03096
-81.94247	123.75	224.854	225.776	227.136	0.922	0.410044	2.282	1.01488
-81.94247	125.15625	225.39	226.293	227.64	0.903	0.400639	2.25	0.99827
-81.94247	126.5625	225.957	226.84	228.175	0.883	0.390782	2.218	0.981603
-81.94247	127.96875	226.552	227.415	228.737	0.863	0.380928	2.185	0.964458
-81.94247	129.375	227.172	228.014	229.323	0.842	0.370644	2.151	0.94686
-81.94247	130.78125	227.815	228.643	229.934	0.828	0.363453	2.119	0.930141
-81.94247	132.1875	228.479	229.286	230.563	0.807	0.353205	2.084	0.912119
-81.94247	133.59375	229.163	229.949	231.211	0.786	0.342987	2.048	0.893687
-81.94247	135	229.866	230.632	231.881	0.766	0.333238	2.015	0.876598
-81.94247	136.40625	230.588	231.335	232.57	0.747	0.323954	1.982	0.859542
-81.94247	137.8125	231.333	232.061	233.28	0.728	0.314698	1.947	0.841644
-81.94247	139.21875	232.098	232.807	234.009	0.709	0.305474	1.911	0.823359
-81.94247	140.625	232.887	233.571	234.766	0.684	0.293705	1.879	0.806829
-81.94247	142.03125	233.7	234.363	235.544	0.663	0.283697	1.844	0.789046
-81.94247	143.4375	234.538	235.175	236.347	0.637	0.271598	1.809	0.771304
-81.94247	144.84375	235.399	236.01	237.173	0.611	0.259559	1.774	0.753614
-81.94247	146.25	236.282	236.867	238.022	0.585	0.247586	1.74	0.736408
-81.94247	147.65625	237.182	237.742	238.889	0.56	0.236106	1.707	0.7197
-81.94247	149.0625	238.097	238.633	239.77	0.536	0.225118	1.673	0.702655
-81.94247	150.46875	239.021	239.529	240.657	0.508	0.212534	1.636	0.684459
-81.94247	151.875	239.947	240.426	241.545	0.479	0.199627	1.598	0.66598
-81.94247	153.28125	240.864	241.316	242.425	0.452	0.187658	1.561	0.648084
-81.94247	154.6875	241.76	242.187	243.28	0.427	0.176621	1.52	0.628723
-81.94247	156.09375	242.628	243.028	244.109	0.4	0.164861	1.481	0.610399
-81.94247	157.5	243.458	243.836	244.899	0.378	0.155263	1.441	0.591889
-81.94247	158.90625	244.237	244.599	245.64	0.362	0.148217	1.403	0.574442
-81.94247	160.3125	244.955	245.301	246.331	0.346	0.14125	1.376	0.561736
-81.94247	161.71875	245.606	245.939	246.957	0.333	0.135583	1.351	0.550068
-81.94247	163.125	246.187	246.506	247.515	0.319	0.129576	1.328	0.539427
-81.94247	164.53125	246.689	247	248	0.311	0.12607	1.311	0.531438
-81.94247	165.9375	247.109	247.411	248.406	0.302	0.122213	1.297	0.52487
-81.94247	167.34375	247.441	247.745	248.734	0.304	0.122858	1.293	0.522549
-81.94247	168.75	247.689	247.986	248.977	0.297	0.119908	1.288	0.520007
-81.94247	170.15625	247.855	248.152	249.137	0.297	0.119828	1.282	0.517238
-81.94247	171.5625	247.944	248.24	249.224	0.296	0.119382	1.28	0.516246
-81.94247	172.96875	247.961	248.256	249.243	0.295	0.11897	1.282	0.517017
-81.94247	174.375	247.913	248.208	249.198	0.295	0.118993	1.285	0.518327
-81.94247	175.78125	247.807	248.101	249.094	0.294	0.118641	1.287	0.519356
-81.94247	177.1875	247.649	247.944	248.941	0.295	0.11912	1.292	0.521706
-81.94247	178.59375	247.446	247.741	248.746	0.295	0.119218	1.3	0.525367
-81.94247	180	247.209	247.501	248.515	0.292	0.118119	1.306	0.528298
-81.94247	-178.59375	246.946	247.234	248.256	0.288	0.116625	1.31	0.53048
-81.94247	-177.1875	246.665	246.95	247.981	0.285	0.115541	1.316	0.533517
-81.94247	-175.78125	246.375	246.655	247.696	0.28	0.113648	1.321	0.536175
-81.94247	-174.375	246.084	246.356	247.408	0.272	0.110531	1.324	0.538028
-81.94247	-172.96875	245.8	246.069	247.123	0.269	0.109439	1.323	0.538242
-81.94247	-171.5625	245.528	245.789	246.845	0.261	0.106302	1.317	0.536395
-81.94247	-170.15625	245.273	245.535	246.587	0.262	0.10682	1.314	0.53573
-81.94247	-168.75	245.042	245.296	246.356	0.254	0.103656	1.314	0.536235
-81.94247	-167.34375	244.839	245.078	246.152	0.239	0.0976152	1.313	0.536271
-81.94247	-165.9375	244.669	244.898	245.969	0.229	0.0935958	1.3	0.53133
-81.94247	-164.53125	244.537	244.746	245.821	0.209	0.0854676	1.284	0.525074
-81.94247	-163.125	244.442	244.63	245.706	0.188	0.0769099	1.264	0.517096
-81.94247	-161.71875	244.386	244.553	245.625	0.167	0.0683345	1.239	0.506985
-81.94247	-160.3125	244.369	244.518	245.588	0.149	0.0609734	1.219	0.498836
-81.94247	-158.90625	244.39	244.513	245.578	0.123	0.0503294	1.188	0.486108
-81.94247	-157.5	244.448	244.545	245.605	0.097	0.0396812	1.157	0.473311
-81.94247	-156.09375	244.541	244.609	245.665	0.068	0.0278072	1.124	0.459637
-81.94247	-154.6875	244.671	244.713	245.761	0.042	0.0171659	1.09	0.445496
-81.94247	-153.28125	244.833	244.846	245.887	0.013	0.00530974	1.054	0.430498
-81.94247	-151.875	245.022	245.012	246.039	0.01	0.00408127	1.017	0.415065
-81.94247	-150.46875	245.234	245.205	246.216	0.029	0.0118254	0.982	0.400434
-81.94247	-149.0625	245.464	245.416	246.41	0.048	0.0195548	0.946	0.385393
-81.94247	-147.65625	245.704	245.638	246.617	0.066	0.0268616	0.913	0.371585
-81.94247	-146.25	245.948	245.865	246.832	0.083	0.033747	0.884	0.359426
-81.94247	-144.84375	246.191	246.094	247.048	0.097	0.0394003	0.857	0.348104
-81.94247	-143.4375	246.424	246.314	247.255	0.11	0.0446385	0.831	0.337224
-81.94247	-142.03125	246.642	246.519	247.454	0.123	0.0498699	0.812	0.329222
-81.94247	-140.625	246.843	246.709	247.631	0.134	0.0542855	0.788	0.319231
-81.94247	-139.21875	247.02	246.879	247.783	0.141	0.0570804	0.763	0.308882
-81.94247	-137.8125	247.17	247.013	247.907	0.157	0.063519	0.737	0.298175
-81.94247	-136.40625	247.289	247.124	248.005	0.165	0.0667236	0.716	0.28954
-81.94247	-135	247.375	247.201	248.071	0.174	0.0703386	0.696	0.281354
-81.94247	-133.59375	247.427	247.248	248.108	0.179	0.0723446	0.681	0.275233
-81.94247	-132.1875	247.443	247.26	248.11	0.183	0.0739564	0.667	0.269557
-81.94247	-130.78125	247.422	247.234	248.073	0.188	0.0759835	0.651	0.263113
-81.94247	-129.375	247.361	247.166	247.997	0.195	0.0788322	0.636	0.257114
-81.94247	-127.96875	247.257	247.058	247.879	0.199	0.0804831	0.622	0.25156
-81.94247	-126.5625	247.106	246.904	247.713	0.202	0.0817463	0.607	0.245644
-81.94247	-125.15625	246.907	246.699	247.498	0.208	0.0842422	0.591	0.239361
-81.94247	-123.75	246.661	246.454	247.237	0.207	0.0839208	0.576	0.233519
-81.94247	-122.34375	246.369	246.16	246.932	0.209	0.0848321	0.563	0.228519
-81.94247	-120.9375	246.036	245.828	246.579	0.208	0.0845405	0.543	0.220699
-81.94247	-119.53125	245.663	245.453	246.188	0.21	0.085483	0.525	0.213707
-81.94247	-118.125	245.252	245.034	245.767	0.218	0.0888882	0.515	0.209988
-81.94247	-116.71875	244.808	244.594	245.311	0.214	0.0874154	0.503	0.205467
-81.94247	-115.3125	244.332	244.123	244.831	0.209	0.0855393	0.499	0.20423
-81.94247	-113.90625	243.833	243.631	244.331	0.202	0.0828436	0.498	0.204238
-81.94247	-112.5	243.318	243.121	243.818	0.197	0.080964	0.5	0.205492
-81.94247	-111.09375	242.792	242.611	243.301	0.181	0.0745494	0.509	0.209644
-81.94247	-109.6875	242.262	242.1	242.787	0.162	0.0668698	0.525	0.216708
-81.94247	-108.28125	241.736	241.591	242.287	0.145	0.0599828	0.551	0.227935
-81.94247	-106.875	241.22	241.104	241.81	0.116	0.0480889	0.59	0.24459
-81.94247	-105.46875	240.726	240.646	241.363	0.08	0.0332328	0.637	0.264616
-81.94247	-104.0625	240.267	240.224	240.943	0.043	0.0178968	0.676	0.281354
-81.94247	-102.65625	239.853	239.848	240.58	0.005	0.00208461	0.727	0.303102
-81.94247	-101.25	239.5	239.53	240.279	0.03	0.0125261	0.779	0.325261
-81.94247	-99.84375	239.222	239.294	240.057	0.072	0.0300976	0.835	0.349048
-81.94247	-98.4375	239.035	239.138	239.933	0.103	0.0430899	0.898	0.375677
-81.94247	-97.03125	238.933	239.082	239.897	0.149	0.0623606	0.964	0.40346
-81.94247	-95.625	238.917	239.106	239.946	0.189	0.079107	1.029	0.430694
-81.94247	-94.21875	238.996	239.234	240.111	0.238	0.0995833	1.115	0.466535
-81.94247	-92.8125	239.171	239.459	240.375	0.288	0.120416	1.204	0.503406
-81.94247	-91.40625	239.434	239.773	240.72	0.339	0.141584	1.286	0.5371
-81.94247	-90	239.768	240.157	241.133	0.389	0.16224	1.365	0.5693
-81.94247	-88.59375	240.161	240.598	241.606	0.437	0.181961	1.445	0.60168
-81.94247	-87.1875	240.601	241.082	242.122	0.481	0.199916	1.521	0.632167
-81.94247	-85.78125	241.07	241.595	242.663	0.525	0.217779	1.593	0.660804
-81.94247	-84.375	241.547	242.118	243.204	0.571	0.236393	1.657	0.685995
-81.94247	-82.96875	242.015	242.631	243.736	0.616	0.25453	1.721	0.711113
-81.94247	-81.5625	242.466	243.123	244.241	0.657	0.270966	1.775	0.732061
-81.94247	-80.15625	242.895	243.59	244.724	0.695	0.286132	1.829	0.753
-81.94247	-78.75	243.297	244.032	245.177	0.735	0.3021	1.88	0.772718
-81.94247	-77.34375	243.668	244.438	245.598	0.77	0.316004	1.93	0.792061
-81.94247	-75.9375	244.004	244.811	245.981	0.807	0.330732	1.977	0.810233
-81.94247	-74.53125	244.296	245.141	246.317	0.845	0.345892	2.021	0.827275
-81.94247	-73.125	244.537	245.417	246.6	0.88	0.359864	2.063	0.843635
-81.94247	-71.71875	244.717	245.627	246.821	0.91	0.371858	2.104	0.859769
-81.94247	-70.3125	244.829	245.765	246.972	0.936	0.382308	2.143	0.875305
-81.94247	-68.90625	244.868	245.828	247.054	0.96	0.392048	2.186	0.892726
-81.94247	-67.5	244.841	245.822	247.068	0.981	0.400668	2.227	0.90957
-81.94247	-66.09375	244.77	245.778	247.041	1.008	0.411815	2.271	0.92781
-81.94247	-64.6875	244.684	245.715	246.989	1.031	0.42136	2.305	0.942031
-81.94247	-63.28125	244.606	245.66	246.943	1.054	0.430897	2.337	0.955414
-81.94247	-61.875	244.555	245.631	246.917	1.076	0.439983	2.362	0.965836
-81.94247	-60.46875	244.543	245.638	246.921	1.095	0.447774	2.378	0.972426
-81.94247	-59.0625	244.573	245.679	246.961	1.106	0.452217	2.388	0.976396
-81.94247	-57.65625	244.643	245.762	247.038	1.119	0.457401	2.395	0.978978
-81.94247	-56.25	244.751	245.874	247.148	1.123	0.458834	2.397	0.979363
-81.94247	-54.84375	244.889	246.009	247.282	1.12	0.45735	2.393	0.977177
-81.94247	-53.4375	245.045	246.158	247.425	1.113	0.454202	2.38	0.97125
-81.94247	-52.03125	245.208	246.314	247.571	1.106	0.451046	2.363	0.963672
-81.94247	-50.625	245.368	246.466	247.714	1.098	0.447491	2.346	0.956115
-81.94247	-49.21875	245.512	246.594	247.838	1.082	0.440712	2.326	0.947408
-81.94247	-47.8125	245.63	246.696	247.933	1.066	0.433986	2.303	0.937589
-81.94247	-46.40625	245.716	246.761	247.991	1.045	0.425288	2.275	0.925866
-81.94247	-45	245.763	246.794	248.012	1.031	0.41951	2.249	0.915109
-81.94247	-43.59375	245.77	246.784	247.995	1.014	0.412581	2.225	0.905318
-81.94247	-42.1875	245.735	246.732	247.936	0.997	0.405722	2.201	0.89568
-81.94247	-40.78125	245.659	246.639	247.837	0.98	0.398927	2.178	0.886595
-81.94247	-39.375	245.541	246.51	247.697	0.969	0.394639	2.156	0.878061
-81.94247	-37.96875	245.382	246.337	247.516	0.955	0.389189	2.134	0.869664
-81.94247	-36.5625	245.183	246.126	247.304	0.943	0.384611	2.121	0.865068
-81.94247	-35.15625	244.944	245.875	247.052	0.931	0.380087	2.108	0.860605
-81.94247	-33.75	244.665	245.586	246.763	0.921	0.376433	2.098	0.857499
-81.94247	-32.34375	244.349	245.26	246.441	0.911	0.372827	2.092	0.856152
-81.94247	-30.9375	243.996	244.898	246.082	0.902	0.369678	2.086	0.854932
-81.94247	-29.53125	243.609	244.505	245.693	0.896	0.367803	2.084	0.855469
-81.94247	-28.125	243.189	244.084	245.268	0.895	0.368027	2.079	0.854891
-81.94247	-26.71875	242.735	243.626	244.815	0.891	0.367067	2.08	0.856902
-81.94247	-25.3125	242.25	243.137	244.333	0.887	0.366151	2.083	0.859856
-81.94247	-23.90625	241.737	242.623	243.825	0.886	0.366514	2.088	0.863749
-81.94247	-22.5	241.197	242.081	243.29	0.884	0.366505	2.093	0.867755
-81.94247	-21.09375	240.633	241.518	242.732	0.885	0.36778	2.099	0.872283
-81.94247	-19.6875	240.047	240.933	242.154	0.886	0.369094	2.107	0.877745
-81.94247	-18.28125	239.441	240.325	241.556	0.884	0.369193	2.115	0.883307
-81.94247	-16.875	238.819	239.704	240.941	0.885	0.370574	2.122	0.888539
-81.94247	-15.46875	238.182	239.069	240.314	0.887	0.372404	2.132	0.895114
-81.94247	-14.0625	237.536	238.423	239.677	0.887	0.373417	2.141	0.901337
-81.94247	-12.65625	236.886	237.774	239.038	0.888	0.374864	2.152	0.908454
-81.94247	-11.25	236.237	237.124	238.399	0.887	0.37547	2.162	0.915183
-81.94247	-9.84375	235.594	236.484	237.765	0.89	0.377769	2.171	0.921501
-81.94247	-8.4375	234.962	235.854	237.143	0.892	0.379636	2.181	0.928235
-81.94247	-7.03125	234.347	235.241	236.539	0.894	0.381486	2.192	0.935365
-81.94247	-5.625	233.752	234.649	235.953	0.897	0.38374	2.201	0.941596
-81.94247	-4.21875	233.183	234.084	235.391	0.901	0.386392	2.208	0.946896
-81.94247	-2.8125	232.642	233.543	234.86	0.901	0.38729	2.218	0.953396
-81.94247	-1.40625	232.131	233.036	234.361	0.905	0.389866	2.23	0.960664
-80.54214	0	232.986	233.828	235.128	0.842	0.361395	2.142	0.919369
-80.54214	1.40625	232.452	233.292	234.603	0.84	0.361365	2.151	0.925352
-80.54214	2.8125	231.946	232.779	234.106	0.833	0.359135	2.16	0.931251
-80.54214	4.21875	231.466	232.293	233.63	0.827	0.357288	2.164	0.934911
-80.54214	5.625	231.006	231.826	233.177	0.82	0.354969	2.171	0.939802
-80.54214	7.03125	230.564	231.383	232.746	0.819	0.355216	2.182	0.946375
-80.54214	8.4375	230.131	230.944	232.325	0.813	0.353277	2.194	0.95337
-80.54214	9.84375	229.703	230.509	231.91	0.806	0.350888	2.207	0.960806
-80.54214	11.25	229.275	230.074	231.498	0.799	0.34849	2.223	0.969578
-80.54214	12.65625	228.845	229.641	231.083	0.796	0.347834	2.238	0.977955
-80.54214	14.0625	228.406	229.196	230.664	0.79	0.345875	2.258	0.98859
-80.54214	15.46875	227.96	228.749	230.232	0.789	0.346113	2.272	0.996666
-80.54214	16.875	227.506	228.293	229.791	0.787	0.345925	2.285	1.00437
-80.54214	18.28125	227.043	227.834	229.346	0.791	0.348392	2.303	1.01435
-80.54214	19.6875	226.574	227.368	228.893	0.794	0.350437	2.319	1.02351
-80.54214	21.09375	226.101	226.906	228.432	0.805	0.356036	2.331	1.03096
-80.54214	22.5	225.625	226.437	227.969	0.812	0.359889	2.344	1.03889
-80.54214	23.90625	225.148	225.973	227.503	0.825	0.366426	2.355	1.04598
-80.54214	25.3125	224.667	225.498	227.038	0.831	0.369881	2.371	1.05534
-80.54214	26.71875	224.18	225.019	226.566	0.839	0.374253	2.386	1.06432
-80.54214	28.125	223.682	224.526	226.08	0.844	0.377321	2.398	1.07206
-80.54214	29.53125	223.17	224.029	225.58	0.859	0.384908	2.41	1.07989
-80.54214	30.9375	222.637	223.516	225.068	0.879	0.394813	2.431	1.09191
-80.54214	32.34375	222.083	222.977	224.531	0.894	0.402552	2.448	1.10229
-80.54214	33.75	221.507	222.42	223.978	0.913	0.412177	2.471	1.11554
-80.54214	35.15625	220.913	221.852	223.413	0.939	0.425054	2.5	1.13167
-80.54214	36.5625	220.308	221.271	222.835	0.963	0.437115	2.527	1.14703
-80.54214	37.96875	219.697	220.689	222.255	0.992	0.451531	2.558	1.16433
-80.54214	39.375	219.097	220.118	221.685	1.021	0.466004	2.588	1.18121
-80.54214	40.78125	218.521	219.575	221.137	1.054	0.482334	2.616	1.19714
-80.54214	42.1875	217.985	219.068	220.624	1.083	0.496823	2.639	1.21063
-80.54214	43.59375	217.503	218.612	220.162	1.109	0.509878	2.659	1.22251
-80.54214	45	217.097	218.226	219.764	1.129	0.520044	2.667	1.22848
-80.54214	46.40625	216.779	217.923	219.446	1.144	0.527726	2.667	1.23029
-80.54214	47.8125	216.559	217.718	219.219	1.159	0.535189	2.66	1.2283
-80.54214	49.21875	216.44	217.613	219.08	1.173	0.541952	2.64	1.21974
-80.54214	50.625	216.418	217.598	219.029	1.18	0.545241	2.611	1.20646
-80.54214	52.03125	216.479	217.661	219.056	1.182	0.546011	2.577	1.19042
-80.54214	53.4375	216.609	217.789	219.147	1.18	0.54476	2.538	1.1717
-80.54214	54.84375	216.787	217.96	219.286	1.173	0.541084	2.499	1.15274
-80.54214	56.25	216.993	218.154	219.453	1.161	0.53504	2.46	1.13368
-80.54214	57.65625	217.209	218.358	219.631	1.149	0.528984	2.422	1.11506
-80.54214	59.0625	217.417	218.552	219.803	1.135	0.522038	2.386	1.09743
-80.54214	60.46875	217.602	218.724	219.957	1.122	0.51562	2.355	1.08225
-80.54214	61.875	217.75	218.858	220.081	1.108	0.50884	2.331	1.07049
-80.54214	63.28125	217.854	218.948	220.161	1.094	0.502171	2.307	1.05897
-80.54214	64.6875	217.906	218.987	220.196	1.081	0.496085	2.29	1.05091
-80.54214	66.09375	217.904	218.975	220.185	1.071	0.491501	2.281	1.04679
-80.54214	67.5	217.848	218.912	220.124	1.064	0.488414	2.276	1.04477
-80.54214	68.90625	217.742	218.801	220.019	1.059	0.486355	2.277	1.04573
-80.54214	70.3125	217.593	218.65	219.872	1.057	0.485769	2.279	1.04737
-80.54214	71.71875	217.408	218.464	219.696	1.056	0.485723	2.288	1.0524
-80.54214	73.125	217.195	218.248	219.493	1.053	0.484818	2.298	1.05804
-80.54214	74.53125	216.966	218.022	219.275	1.056	0.486712	2.309	1.06422
-80.54214	75.9375	216.729	217.783	219.048	1.054	0.486322	2.319	1.07
-80.54214	77.34375	216.495	217.55	218.831	1.055	0.487309	2.336	1.07901
-80.54214	78.75	216.273	217.33	218.621	1.057	0.488734	2.348	1.08566
-80.54214	80.15625	216.073	217.13	218.438	1.057	0.489187	2.365	1.09454
-80.54214	81.5625	215.903	216.959	218.279	1.056	0.489109	2.376	1.10049
-80.54214	82.96875	215.773	216.827	218.162	1.054	0.488476	2.389	1.10718
-80.54214	84.375	215.691	216.742	218.092	1.051	0.487271	2.401	1.11317
-80.54214	85.78125	215.666	216.718	218.08	1.052	0.487791	2.414	1.11932
-80.54214	87.1875	215.705	216.758	218.131	1.053	0.488167	2.426	1.12468
-80.54214	88.59375	215.815	216.873	218.252	1.058	0.490235	2.437	1.12921
-80.54214	90	215.998	217.055	218.442	1.057	0.489356	2.444	1.13149
-80.54214	91.40625	216.249	217.31	218.7	1.061	0.490638	2.451	1.13342
-80.54214	92.8125	216.562	217.624	219.016	1.062	0.490391	2.454	1.13316
-80.54214	94.21875	216.92	217.987	219.373	1.067	0.491886	2.453	1.13083
-80.54214	95.625	217.308	218.373	219.76	1.065	0.490088	2.452	1.12835
-80.54214	97.03125	217.707	218.777	220.158	1.07	0.491486	2.451	1.12583
-80.54214	98.4375	218.103	219.174	220.554	1.071	0.491052	2.451	1.12378
-80.54214	99.84375	218.488	219.558	220.938	1.07	0.489729	2.45	1.12134
-80.54214	101.25	218.853	219.92	221.302	1.067	0.487542	2.449	1.11902
-80.54214	102.65625	219.192	220.262	221.641	1.07	0.488157	2.449	1.11729
-80.54214	104.0625	219.508	220.572	221.951	1.064	0.48472	2.443	1.11294
-80.54214	105.46875	219.794	220.86	222.237	1.066	0.485	2.443	1.1115
-80.54214	106.875	220.057	221.122	222.504	1.065	0.483966	2.447	1.11198
-80.54214	108.28125	220.305	221.366	222.752	1.061	0.481605	2.447	1.11073
-80.54214	109.6875	220.543	221.6	222.992	1.057	0.479272	2.449	1.11044
-80.54214	111.09375	220.781	221.831	223.229	1.05	0.475584	2.448	1.10879
-80.54214	112.5	221.026	222.068	223.474	1.042	0.471438	2.448	1.10756
-80.54214	113.90625	221.291	222.32	223.731	1.029	0.464999	2.44	1.10262
-80.54214	115.3125	221.578	222.6	224.012	1.022	0.461237	2.434	1.09848
-80.54214	116.71875	221.894	222.902	224.316	1.008	0.454271	2.422	1.09151
-80.54214	118.125	222.239	223.237	224.65	0.998	0.449066	2.411	1.08487
-80.54214	119.53125	222.618	223.603	225.013	0.985	0.442462	2.395	1.07583
-80.54214	120.9375	223.027	224.002	225.405	0.975	0.437167	2.378	1.06624
-80.54214	122.34375	223.463	224.422	225.824	0.959	0.429154	2.361	1.05655
-80.54214	123.75	223.928	224.878	226.27	0.95	0.424244	2.342	1.04587
-80.54214	125.15625	224.417	225.353	226.737	0.936	0.417081	2.32	1.03379
-80.54214	126.5625	224.928	225.851	227.224	0.923	0.410354	2.296	1.02077
-80.54214	127.96875	225.458	226.367	227.729	0.909	0.403179	2.271	1.00728
-80.54214	129.375	226.007	226.904	228.253	0.897	0.39689	2.246	0.993775
-80.54214	130.78125	226.577	227.456	228.796	0.879	0.387948	2.219	0.979358
-80.54214	132.1875	227.169	228.033	229.359	0.864	0.380334	2.19	0.96404
-80.54214	133.59375	227.786	228.629	229.948	0.843	0.370084	2.162	0.949136
-80.54214	135	228.433	229.255	230.561	0.822	0.359843	2.128	0.931564
-80.54214	136.40625	229.113	229.914	231.206	0.801	0.349609	2.093	0.913523
-80.54214	137.8125	229.831	230.609	231.887	0.778	0.33851	2.056	0.89457
-80.54214	139.21875	230.591	231.345	232.607	0.754	0.326986	2.016	0.874275
-80.54214	140.625	231.396	232.124	233.372	0.728	0.314612	1.976	0.853947
-80.54214	142.03125	232.25	232.954	234.184	0.704	0.303122	1.934	0.832723
-80.54214	143.4375	233.152	233.831	235.045	0.679	0.291226	1.893	0.811917
-80.54214	144.84375	234.101	234.755	235.955	0.654	0.279367	1.854	0.791966
-80.54214	146.25	235.096	235.723	236.906	0.627	0.2667	1.81	0.769898
-80.54214	147.65625	236.13	236.729	237.898	0.599	0.253674	1.768	0.74874
-80.54214	149.0625	237.196	237.772	238.922	0.576	0.242837	1.726	0.727668
-80.54214	150.46875	238.287	238.838	239.971	0.551	0.231234	1.684	0.706711
-80.54214	151.875	239.388	239.914	241.029	0.526	0.219727	1.641	0.685498
-80.54214	153.28125	240.484	240.982	242.085	0.498	0.207082	1.601	0.665741
-80.54214	154.6875	241.56	242.034	243.118	0.474	0.196225	1.558	0.644974
-80.54214	156.09375	242.593	243.043	244.112	0.45	0.185496	1.519	0.626152
-80.54214	157.5	243.563	243.992	245.045	0.429	0.176135	1.482	0.608467
-80.54214	158.90625	244.445	244.852	245.893	0.407	0.1665	1.448	0.592362
-80.54214	160.3125	245.22	245.605	246.633	0.385	0.157002	1.413	0.576217
-80.54214	161.71875	245.865	246.231	247.25	0.366	0.148862	1.385	0.563317
-80.54214	163.125	246.361	246.708	247.727	0.347	0.14085	1.366	0.554471
-80.54214	164.53125	246.699	247.04	248.057	0.341	0.138225	1.358	0.550468
-80.54214	165.9375	246.875	247.205	248.231	0.33	0.133671	1.356	0.549266
-80.54214	167.34375	246.899	247.223	248.263	0.324	0.131228	1.364	0.552453
-80.54214	168.75	246.801	247.124	248.179	0.323	0.130875	1.378	0.558345
-80.54214	170.15625	246.605	246.927	247.993	0.322	0.130573	1.388	0.562843
-80.54214	171.5625	246.331	246.649	247.733	0.318	0.129095	1.402	0.569153
-80.54214	172.96875	245.998	246.314	247.413	0.316	0.128456	1.415	0.575208
-80.54214	174.375	245.617	245.932	247.044	0.315	0.128248	1.427	0.580986
-80.54214	175.78125	245.205	245.517	246.644	0.312	0.12724	1.439	0.586856
-80.54214	177.1875	244.783	245.096	246.243	0.313	0.127868	1.46	0.596447
-80.54214	178.59375	244.367	244.674	245.843	0.307	0.125631	1.476	0.60401
-80.54214	180	243.976	244.28	245.464	0.304	0.124602	1.488	0.609896
-80.54214	-178.59375	243.621	243.917	245.109	0.296	0.1215	1.488	0.610785
-80.54214	-177.1875	243.311	243.595	244.806	0.284	0.116723	1.495	0.61444
-80.54214	-175.78125	243.051	243.318	244.553	0.267	0.109853	1.502	0.617977
-80.54214	-174.375	242.856	243.107	244.336	0.251	0.103353	1.48	0.609415
-80.54214	-172.96875	242.719	242.958	244.189	0.239	0.0984678	1.47	0.605639
-80.54214	-171.5625	242.643	242.857	244.094	0.214	0.0881954	1.451	0.597998
-80.54214	-170.15625	242.627	242.819	244.053	0.192	0.0791338	1.426	0.587733
-80.54214	-168.75	242.661	242.824	244.067	0.163	0.0671719	1.406	0.579409
-80.54214	-167.34375	242.75	242.887	244.116	0.137	0.0564367	1.366	0.562719
-80.54214	-165.9375	242.888	242.995	244.223	0.107	0.0440532	1.335	0.549636
