GID_LAT,GID_LON,mean_1870-1999,mean_1995-1999,mean_2015-2030,abs_diff_1995-1999_1870-1999,prct_abs_diff_1995-1999_1870-1999,abs_diff_2015-2030_1870-1999,prct_abs_diff_2015-2030_1870-1999
-41.32257,-33.75,97.719,100.187,99.6405,2.468,2.52561,1.9215,1.96635
-41.32257,-32.34375,98.9391,101.808,100.712,2.8689,2.89966,1.7729,1.79191
-41.32257,-30.9375,99.8187,102.387,101.414,2.5683,2.57296,1.5953,1.5982
-41.32257,-29.53125,100.145,101.731,101.343,1.586,1.5837,1.198,1.19627
-41.32257,-28.125,100.588,101.406,101.388,0.818,0.813218,0.8,0.795323
-41.32257,-26.71875,101.46,101.928,101.992,0.468,0.461266,0.532,0.524345
-41.32257,-25.3125,102.371,102.665,102.929,0.294,0.287191,0.558,0.545076
-41.32257,-23.90625,103.11,103.011,103.617,0.099,0.096014,0.507,0.491708
-41.32257,-22.5,103.598,102.946,103.803,0.652,0.629356,0.205,0.19788
-41.32257,-21.09375,103.024,102.079,102.698,0.945,0.917262,0.326,0.316431
-41.32257,-19.6875,100.819,99.9268,100.478,0.8922,0.884952,0.341,0.33823
-41.32257,-18.28125,97.4032,96.9362,97.8388,0.467,0.47945,0.4356,0.447213
-41.32257,-16.875,94.2847,94.5318,95.4668,0.2471,0.262079,1.1821,1.25376
-41.32257,-15.46875,93.2081,93.6262,94.7585,0.4181,0.448566,1.5504,1.66337
-41.32257,-14.0625,94.4027,94.3795,95.8975,0.0232,0.0245756,1.4948,1.58343
-41.32257,-12.65625,97.2211,96.8469,98.1314,0.3742,0.384896,0.9103,0.936319
-41.32257,-11.25,99.6967,99.3968,99.6355,0.2999,0.300812,0.0612,0.0613862
-41.32257,-9.84375,99.5131,99.3037,98.7739,0.2094,0.210425,0.7392,0.742817
-41.32257,-8.4375,97.6097,97.2917,96.7494,0.318,0.325787,0.8603,0.881367
-41.32257,-7.03125,95.2578,94.8666,94.6698,0.3912,0.410675,0.588,0.617272
-41.32257,-5.625,92.6812,92.3134,92.2738,0.3678,0.396844,0.4074,0.439571
-41.32257,-4.21875,89.9537,89.7303,89.2491,0.2234,0.24835,0.7046,0.783292
-41.32257,-2.8125,87.1723,86.9714,86.3626,0.2009,0.230463,0.8097,0.92885
-41.32257,-1.40625,84.5474,84.173,83.4366,0.3744,0.442829,1.1108,1.31382
-39.92182,0,72.0677,71.6985,71.2618,0.3692,0.512296,0.8059,1.11825
-39.92182,1.40625,69.3836,69.0576,68.5654,0.326,0.469852,0.8182,1.17924
-39.92182,2.8125,66.6671,66.209,65.8433,0.4581,0.687146,0.8238,1.23569
-39.92182,4.21875,63.8507,63.3126,63.2725,0.5381,0.842747,0.5782,0.90555
-39.92182,5.625,61.0015,60.5317,60.4837,0.4698,0.770145,0.5178,0.848832
-39.92182,7.03125,58.1794,57.5156,57.484,0.6638,1.14095,0.6954,1.19527
-39.92182,8.4375,55.5546,54.5902,54.7431,0.9644,1.73595,0.8115,1.46073
-39.92182,9.84375,53.3203,52.1607,52.52,1.1596,2.17478,0.8003,1.50093
-39.92182,11.25,51.7727,50.75,51.2392,1.0227,1.97537,0.5335,1.03047
-39.92182,12.65625,51.0989,50.4283,51.1451,0.6706,1.31236,0.0462,0.0904129
-39.92182,14.0625,51.4168,51.0808,52.0474,0.336,0.653483,0.6306,1.22645
-39.92182,15.46875,52.5975,52.6761,53.8019,0.0786,0.149437,1.2044,2.28984
-39.92182,16.875,54.7198,55.4218,56.5285,0.702,1.2829,1.8087,3.30538
-39.92182,18.28125,58.0033,59.1157,60.1342,1.1124,1.91782,2.1309,3.67376
-39.92182,19.6875,63.0507,63.9332,65.2354,0.8825,1.39967,2.1847,3.46499
-39.92182,21.09375,69.6007,70.374,71.665,0.7733,1.11105,2.0643,2.96592
-39.92182,22.5,76.6209,77.7499,78.4082,1.129,1.47349,1.7873,2.33265
-39.92182,23.90625,82.1817,83.8018,83.1068,1.6201,1.97136,0.9251,1.12568
-39.92182,25.3125,85.7293,87.564,86.1335,1.8347,2.14011,0.4042,0.471484
-39.92182,26.71875,87.5309,89.8981,87.7566,2.3672,2.70442,0.2257,0.257852
-39.92182,28.125,87.966,90.715,88.0655,2.749,3.12507,0.0995,0.113112
-39.92182,29.53125,87.4938,90.4199,87.3966,2.9261,3.34435,0.0972,0.111094
-39.92182,30.9375,85.8019,88.748,85.7753,2.9461,3.43361,0.0266,0.0310016
-39.92182,32.34375,83.6508,86.9479,83.9956,3.2971,3.9415,0.3448,0.41219
-39.92182,33.75,82.0454,85.4075,83.0213,3.3621,4.09785,0.9759,1.18946
-39.92182,35.15625,81.5523,84.335,82.9606,2.7827,3.41217,1.4083,1.72687
-39.92182,36.5625,82.4803,85.5492,83.8659,3.0689,3.72077,1.3856,1.67992
-39.92182,37.96875,84.0773,88.1315,85.9116,4.0542,4.82199,1.8343,2.18168
-39.92182,39.375,85.2861,90.4727,88.2035,5.1866,6.08141,2.9174,3.42072
-39.92182,40.78125,86.1886,91.7712,90.47,5.5826,6.47719,4.2814,4.96748
-39.92182,42.1875,88.258,94.0996,93.902,5.8416,6.61878,5.644,6.39489
-39.92182,43.59375,93.1368,98.9795,98.8123,5.8427,6.27325,5.6755,6.09372
-39.92182,45,101.491,106.176,104.365,4.685,4.61617,2.874,2.83178
-39.92182,46.40625,109.815,111.493,107.915,1.678,1.52802,1.9,1.73018
-39.92182,47.8125,115.109,113.288,109.053,1.821,1.58198,6.056,5.2611
-39.92182,49.21875,117.22,112.784,108.476,4.436,3.78434,8.744,7.45948
-39.92182,50.625,117.126,111.27,107.051,5.856,4.99974,10.075,8.60185
-39.92182,52.03125,115.978,109.571,105.777,6.407,5.52432,10.201,8.79563
-39.92182,53.4375,114.678,108.228,104.804,6.45,5.62444,9.874,8.6102
-39.92182,54.84375,113.528,107.487,104.27,6.041,5.32115,9.258,8.15482
-39.92182,56.25,112.29,107.116,103.504,5.174,4.60771,8.786,7.82438
-39.92182,57.65625,110.965,105.983,102.628,4.982,4.4897,8.337,7.51318
-39.92182,59.0625,109.737,104.906,101.795,4.831,4.40234,7.942,7.2373
-39.92182,60.46875,108.611,104.139,100.952,4.472,4.11745,7.659,7.05177
-39.92182,61.875,107.258,103.435,99.8903,3.823,3.5643,7.3677,6.86914
-39.92182,63.28125,105.897,102.65,98.8869,3.247,3.06619,7.0101,6.61973
-39.92182,64.6875,104.861,101.76,98.0895,3.101,2.95725,6.7715,6.4576
-39.92182,66.09375,104.288,101.158,97.7483,3.13,3.0013,6.5397,6.27081
-39.92182,67.5,103.517,100.091,97.0289,3.426,3.3096,6.4881,6.26767
-39.92182,68.90625,101.995,98.2563,95.4156,3.7387,3.66557,6.5794,6.45071
-39.92182,70.3125,100.053,96.508,93.1048,3.545,3.54312,6.9482,6.94452
-39.92182,71.71875,98.1096,94.9802,91.2311,3.1294,3.1897,6.8785,7.01104
-39.92182,73.125,96.0051,93.5015,89.6732,2.5036,2.60778,6.3319,6.59538
-39.92182,74.53125,93.7296,91.9558,87.7945,1.7738,1.89247,5.9351,6.33215
-39.92182,75.9375,91.4166,90.2522,85.4079,1.1644,1.27373,6.0087,6.57288
-39.92182,77.34375,89.2812,87.9949,83.22,1.2863,1.44073,6.0612,6.78889
-39.92182,78.75,87.4186,86.1283,81.8613,1.2903,1.476,5.5573,6.35711
-39.92182,80.15625,85.9054,84.4033,80.6515,1.5021,1.74855,5.2539,6.11591
-39.92182,81.5625,84.6568,83.3164,79.2286,1.3404,1.58333,5.4282,6.41201
-39.92182,82.96875,83.2987,82.2136,78.2373,1.0851,1.30266,5.0614,6.07621
-39.92182,84.375,81.7254,80.8084,77.0595,0.917,1.12205,4.6659,5.70924
-39.92182,85.78125,80.1232,79.4313,75.8869,0.6919,0.863545,4.2363,5.28723
-39.92182,87.1875,78.709,78.2025,74.5073,0.5065,0.64351,4.2017,5.33827
-39.92182,88.59375,77.4469,76.894,72.9731,0.5529,0.713908,4.4738,5.7766
-39.92182,90,76.2505,75.7435,71.2372,0.507,0.664914,5.0133,6.57478
-39.92182,91.40625,75.2527,74.351,69.8108,0.9017,1.19823,5.4419,7.2315
-39.92182,92.8125,74.4213,72.8085,68.7112,1.6128,2.16712,5.7101,7.67267
-39.92182,94.21875,73.3872,71.035,67.2707,2.3522,3.20519,6.1165,8.33456
-39.92182,95.625,71.7639,68.6701,65.075,3.0938,4.31108,6.6889,9.3207
-39.92182,97.03125,69.9365,66.425,62.7231,3.5115,5.02098,7.2134,10.3142
-39.92182,98.4375,68.3319,64.4917,61.0015,3.8402,5.61992,7.3304,10.7276
-39.92182,99.84375,66.6512,62.4426,59.5864,4.2086,6.31436,7.0648,10.5997
-39.92182,101.25,64.7029,60.2167,57.8897,4.4862,6.93354,6.8132,10.53
-39.92182,102.65625,62.9374,58.2071,56.4257,4.7303,7.51588,6.5117,10.3463
-39.92182,104.0625,61.671,56.7928,55.3818,4.8782,7.91004,6.2892,10.198
-39.92182,105.46875,60.4845,55.5401,54.2642,4.9444,8.17466,6.2203,10.2841
-39.92182,106.875,58.7858,53.9159,52.7444,4.8699,8.28414,6.0414,10.277
-39.92182,108.28125,56.9329,52.1114,50.9836,4.8215,8.46874,5.9493,10.4497
-39.92182,109.6875,55.4479,50.6651,49.3574,4.7828,8.62575,6.0905,10.9842
-39.92182,111.09375,54.1718,49.3627,48.0598,4.8091,8.8775,6.112,11.2826
-39.92182,112.5,52.7525,48.0522,46.995,4.7003,8.9101,5.7575,10.9142
-39.92182,113.90625,51.4914,46.8292,46.0577,4.6622,9.05433,5.4337,10.5526
-39.92182,115.3125,50.4668,45.8978,45.1875,4.569,9.05348,5.2793,10.4609
-39.92182,116.71875,49.5164,45.0342,44.2667,4.4822,9.05195,5.2497,10.6019
-39.92182,118.125,48.7127,44.3852,43.5619,4.3275,8.88372,5.1508,10.5738
-39.92182,119.53125,48.4853,44.5909,43.5472,3.8944,8.03213,4.9381,10.1847
-39.92182,120.9375,48.7816,45.2995,44.2298,3.4821,7.13814,4.5518,9.33098
-39.92182,122.34375,49.0791,45.6876,44.9885,3.3915,6.91027,4.0906,8.33471
-39.92182,123.75,49.0694,45.6881,45.3465,3.3813,6.89085,3.7229,7.58701
-39.92182,125.15625,49.31,46.0637,45.7346,3.2463,6.58345,3.5754,7.25086
-39.92182,126.5625,49.975,46.8538,46.4269,3.1212,6.24552,3.5481,7.09975
-39.92182,127.96875,50.4621,47.6234,46.7771,2.8387,5.62541,3.685,7.30251
-39.92182,129.375,50.2653,47.7126,46.4731,2.5527,5.07845,3.7922,7.54437
-39.92182,130.78125,50.221,47.6033,46.36,2.6177,5.21236,3.861,7.68802
-39.92182,132.1875,50.9123,47.9371,46.4687,2.9752,5.84377,4.4436,8.72795
-39.92182,133.59375,51.0302,48.0198,46.2301,3.0104,5.89925,4.8001,9.40639
-39.92182,135,49.6398,46.7749,45.0097,2.8649,5.77138,4.6301,9.32739
-39.92182,136.40625,48.685,45.7518,44.4355,2.9332,6.02485,4.2495,8.72856
-39.92182,137.8125,50.2417,47.3373,46.1916,2.9044,5.78086,4.0501,8.06123
-39.92182,139.21875,53.4069,50.5088,49.1835,2.8981,5.42645,4.2234,7.90797
-39.92182,140.625,54.9558,52.3826,50.7973,2.5732,4.68231,4.1585,7.56699
-39.92182,142.03125,56.7953,54.6116,52.6269,2.1837,3.84486,4.1684,7.33934
-39.92182,143.4375,61.8446,59.9712,57.3526,1.8734,3.02921,4.492,7.26337
-39.92182,144.84375,63.9186,62.101,60.0978,1.8176,2.84362,3.8208,5.9776
-39.92182,146.25,55.4474,54.2017,53.6518,1.2457,2.24663,1.7956,3.23838
-39.92182,147.65625,46.145,45.6641,46.3972,0.4809,1.04215,0.2522,0.546538
-39.92182,149.0625,46.7656,47.3023,49.1569,0.5367,1.14764,2.3913,5.11337
-39.92182,150.46875,58.9458,61.2147,64.2764,2.2689,3.84913,5.3306,9.04322
-39.92182,151.875,73.8399,78.6566,82.6734,4.8167,6.52317,8.8335,11.963
-39.92182,153.28125,77.2835,83.5574,87.3177,6.2739,8.11803,10.0342,12.9836
-39.92182,154.6875,74.0273,79.4295,81.6272,5.4022,7.29758,7.5999,10.2663
-39.92182,156.09375,73.5922,77.3734,77.5824,3.7812,5.13804,3.9902,5.42204
-39.92182,157.5,76.0001,78.5323,77.9891,2.5322,3.33184,1.989,2.6171
-39.92182,158.90625,77.507,78.7214,79.0607,1.2144,1.56683,1.5537,2.00459
-39.92182,160.3125,78.515,78.631,79.8243,0.116,0.147742,1.3093,1.66758
-39.92182,161.71875,80.9631,80.709,81.8289,0.2541,0.313847,0.8658,1.06938
-39.92182,163.125,84.996,84.7741,85.3426,0.2219,0.261071,0.3466,0.407784
-39.92182,164.53125,88.4333,88.5152,88.3592,0.0819,0.0926122,0.0741,0.083792
-39.92182,165.9375,90.1721,90.9267,89.7277,0.7546,0.836844,0.4444,0.492835
-39.92182,167.34375,90.8275,92.0862,90.4564,1.2587,1.38581,0.3711,0.408577
-39.92182,168.75,91.8576,94.0907,91.8285,2.2331,2.43105,0.0291,0.0316795
-39.92182,170.15625,95.6143,98.6229,96.7602,3.0086,3.1466,1.1459,1.19846
-39.92182,171.5625,102.104,105.392,104.332,3.288,3.22025,2.228,2.18209
-39.92182,172.96875,107.493,110.781,110.469,3.288,3.0588,2.976,2.76855
-39.92182,174.375,110.772,112.912,114.086,2.14,1.9319,3.314,2.99173
-39.92182,175.78125,99.3542,101.802,104.204,2.4478,2.46371,4.8498,4.88132
-39.92182,177.1875,82.0291,84.0417,87.2979,2.0126,2.45352,5.2688,6.42309
-39.92182,178.59375,88.6102,89.0028,92.2889,0.3926,0.443064,3.6787,4.15155
-39.92182,180,102.38,101.182,103.653,1.198,1.17015,1.273,1.24341
-39.92182,-178.59375,107.283,104.367,106.552,2.916,2.71804,0.731,0.681375
-39.92182,-177.1875,104.702,101.008,103.087,3.694,3.52811,1.615,1.54247
-39.92182,-175.78125,100.241,96.5219,98.9808,3.7191,3.71016,1.2602,1.25717
-39.92182,-174.375,96.6871,93.2002,96.2155,3.4869,3.60638,0.4716,0.487759
-39.92182,-172.96875,93.5652,90.2577,93.7578,3.3075,3.53497,0.1926,0.205846
-39.92182,-171.5625,89.9117,86.8574,90.9503,3.0543,3.397,1.0386,1.15513
-39.92182,-170.15625,86.3579,84.056,87.3867,2.3019,2.66553,1.0288,1.19132
-39.92182,-168.75,83.9086,82.5913,84.8653,1.3173,1.56992,0.9567,1.14017
-39.92182,-167.34375,82.729,82.4994,83.6961,0.2296,0.277533,0.9671,1.169
-39.92182,-165.9375,82.2949,83.2025,83.4609,0.9076,1.10286,1.166,1.41686
-39.92182,-164.53125,82.0599,83.4039,83.5693,1.344,1.63783,1.5094,1.83939
-39.92182,-163.125,81.4525,82.125,83.3384,0.6725,0.825635,1.8859,2.31534
-39.92182,-161.71875,80.6076,80.723,82.2764,0.1154,0.143163,1.6688,2.07028
-39.92182,-160.3125,79.789,79.8392,81.0751,0.0502,0.0629159,1.2861,1.61188
-39.92182,-158.90625,79.3998,79.7758,80.1086,0.376,0.473553,0.7088,0.892697
-39.92182,-157.5,79.3774,79.6082,79.7558,0.2308,0.290763,0.3784,0.47671
-39.92182,-156.09375,79.6678,79.5321,80.5052,0.1357,0.170332,0.8374,1.05111
-39.92182,-154.6875,80.0477,79.5908,81.6734,0.4569,0.570785,1.6257,2.03091
-39.92182,-153.28125,80.3406,79.4887,82.1956,0.8519,1.06036,1.855,2.30892
-39.92182,-151.875,80.4825,79.5482,81.8657,0.9343,1.16087,1.3832,1.71863
-39.92182,-150.46875,80.7578,79.5373,81.4698,1.2205,1.51131,0.712,0.881649
-39.92182,-149.0625,81.2866,79.2395,81.5559,2.0471,2.51837,0.2693,0.331297
-39.92182,-147.65625,81.7324,79.1502,81.9673,2.5822,3.15933,0.2349,0.287401
-39.92182,-146.25,81.734,78.9346,82.1717,2.7994,3.42501,0.4377,0.535518
-39.92182,-144.84375,81.7756,79.0895,82.4498,2.6861,3.28472,0.6742,0.824451
-39.92182,-143.4375,82.4813,79.6678,83.5645,2.8135,3.41108,1.0832,1.31327
-39.92182,-142.03125,83.3999,80.3681,84.6814,3.0318,3.63526,1.2815,1.53657
-39.92182,-140.625,83.6863,80.5433,84.802,3.143,3.75569,1.1157,1.33319
-39.92182,-139.21875,83.7966,80.401,84.7852,3.3956,4.05219,0.9886,1.17976
-39.92182,-137.8125,84.3918,80.9251,85.4155,3.4667,4.10786,1.0237,1.21303
-39.92182,-136.40625,85.191,82.1914,86.0098,2.9996,3.52103,0.8188,0.961134
-39.92182,-135,85.4589,83.3163,86.4678,2.1426,2.50717,1.0089,1.18057
-39.92182,-133.59375,85.6617,84.0156,86.0188,1.6461,1.92163,0.3571,0.416872
-39.92182,-132.1875,86.3419,84.81,85.5745,1.5319,1.77423,0.7674,0.888792
-39.92182,-130.78125,87.0941,85.7818,85.6762,1.3123,1.50676,1.4179,1.62801
-39.92182,-129.375,87.4666,86.2855,85.9061,1.1811,1.35034,1.5605,1.78411
-39.92182,-127.96875,87.8778,86.8378,86.492,1.04,1.18346,1.3858,1.57696
-39.92182,-126.5625,88.5667,87.3908,87.4865,1.1759,1.3277,1.0802,1.21965
-39.92182,-125.15625,89.297,87.5042,88.637,1.7928,2.00768,0.66,0.739107
-39.92182,-123.75,89.7739,87.719,89.4865,2.0549,2.28897,0.2874,0.320138
-39.92182,-122.34375,90.3752,88.668,89.9648,1.7072,1.88901,0.4104,0.454107
-39.92182,-120.9375,91.1104,89.6114,90.1565,1.499,1.64526,0.9539,1.04697
-39.92182,-119.53125,91.7383,90.134,90.6121,1.6043,1.74878,1.1262,1.22762
-39.92182,-118.125,92.2022,90.7908,91.3564,1.4114,1.53077,0.8458,0.917332
-39.92182,-116.71875,92.7409,91.2457,91.9402,1.4952,1.61223,0.8007,0.863373
-39.92182,-115.3125,93.2495,91.4688,92.4682,1.7807,1.90961,0.7813,0.83786
-39.92182,-113.90625,93.3672,90.8972,92.9432,2.47,2.64547,0.424,0.454121
-39.92182,-112.5,93.4306,89.8382,93.0624,3.5924,3.84499,0.3682,0.394089
-39.92182,-111.09375,94.0079,90.1421,93.3522,3.8658,4.11221,0.6557,0.697495
-39.92182,-109.6875,94.7093,90.9993,93.8432,3.71,3.91725,0.8661,0.914483
-39.92182,-108.28125,94.6737,90.9744,93.7649,3.6993,3.90742,0.9088,0.959929
-39.92182,-106.875,94.1855,90.5974,93.0449,3.5881,3.80961,1.1406,1.21101
-39.92182,-105.46875,94.3295,90.7335,92.7709,3.596,3.81217,1.5586,1.65229
-39.92182,-104.0625,94.8931,91.1537,92.8371,3.7394,3.94064,2.056,2.16665
-39.92182,-102.65625,94.795,91.0006,92.6544,3.7944,4.00274,2.1406,2.25814
-39.92182,-101.25,93.9502,90.1346,91.7174,3.8156,4.0613,2.2328,2.37658
-39.92182,-99.84375,93.3721,89.3969,90.679,3.9752,4.25737,2.6931,2.88427
-39.92182,-98.4375,93.1103,88.8502,89.798,4.2601,4.57533,3.3123,3.55739
-39.92182,-97.03125,91.8381,87.6651,88.2164,4.173,4.54387,3.6217,3.94357
-39.92182,-95.625,89.4328,85.0048,85.3034,4.428,4.9512,4.1294,4.61732
-39.92182,-94.21875,87.525,83.1683,83.0595,4.3567,4.97766,4.4655,5.10197
-39.92182,-92.8125,86.7579,82.7278,81.8725,4.0301,4.64523,4.8854,5.63107
-39.92182,-91.40625,84.7735,80.9131,79.4382,3.8604,4.55378,5.3353,6.29359
-39.92182,-90,80.2892,76.539,75.5074,3.7502,4.67086,4.7818,5.95572
-39.92182,-88.59375,76.0434,72.4368,71.6747,3.6066,4.74282,4.3687,5.74501
-39.92182,-87.1875,74.4207,70.2477,70.0589,4.173,5.60731,4.3618,5.861
-39.92182,-85.78125,73.0792,68.6203,68.6282,4.4589,6.10146,4.451,6.09065
-39.92182,-84.375,68.1188,64.6352,64.2201,3.4836,5.11401,3.8987,5.72338
-39.92182,-82.96875,61.5028,58.9721,58.4885,2.5307,4.11477,3.0143,4.90108
-39.92182,-81.5625,57.7141,55.2817,55.3758,2.4324,4.21457,2.3383,4.05152
-39.92182,-80.15625,56.4257,54.1644,54.3364,2.2613,4.00757,2.0893,3.70275
-39.92182,-78.75,54.3386,52.1858,51.9716,2.1528,3.96182,2.367,4.35602
-39.92182,-77.34375,53.5532,51.0413,50.359,2.5119,4.69048,3.1942,5.96454
-39.92182,-75.9375,62.5135,58.6911,57.5218,3.8224,6.11452,4.9917,7.985
-39.92182,-74.53125,85.2606,79.0644,77.1086,6.1962,7.26737,8.152,9.56127
-39.92182,-73.125,95.0972,88.3059,85.611,6.7913,7.14143,9.4862,9.97527
-39.92182,-71.71875,70.7025,65.9768,65.4425,4.7257,6.68392,5.26,7.43962
-39.92182,-70.3125,46.658,45.2961,45.8807,1.3619,2.9189,0.7773,1.66595
-39.92182,-68.90625,38.3766,39.1992,39.6473,0.8226,2.14349,1.2707,3.31113
-39.92182,-67.5,37.173,38.2495,39.4555,1.0765,2.89592,2.2825,6.14021
-39.92182,-66.09375,37.5436,38.8201,40.8667,1.2765,3.40005,3.3231,8.85131
-39.92182,-64.6875,36.976,39.6069,40.6111,2.6309,7.11516,3.6351,9.83097
-39.92182,-63.28125,36.5495,39.3684,40.4708,2.8189,7.71255,3.9213,10.7287
-39.92182,-61.875,33.6801,34.8061,35.0299,1.126,3.34322,1.3498,4.00771
-39.92182,-60.46875,36.8495,37.2171,36.9799,0.3676,0.997571,0.1304,0.353872
-39.92182,-59.0625,38.5102,38.4195,38.7144,0.0907,0.235522,0.2042,0.530249
-39.92182,-57.65625,41.4014,42.0879,43.2995,0.6865,1.65816,1.8981,4.58463
-39.92182,-56.25,50.221,52.2184,54.103,1.9974,3.97722,3.882,7.72983
-39.92182,-54.84375,65.505,67.1205,68.8876,1.6155,2.46622,3.3826,5.16388
-39.92182,-53.4375,79.6698,80.2828,80.6486,0.613,0.769426,0.9788,1.22857
-39.92182,-52.03125,86.5979,86.5611,84.36,0.0368,0.0424953,2.2379,2.58424
-39.92182,-50.625,88.1276,87.4094,83.6648,0.7182,0.814955,4.4628,5.06402
-39.92182,-49.21875,89.4341,88.284,84.7296,1.1501,1.28597,4.7045,5.2603
-39.92182,-47.8125,91.1126,90.5613,87.0692,0.5513,0.605075,4.0434,4.43781
-39.92182,-46.40625,93.4054,93.116,90.4818,0.2894,0.309832,2.9236,3.13001
-39.92182,-45,95.6264,95.3571,93.6784,0.2693,0.281617,1.948,2.03709
-39.92182,-43.59375,96.6593,96.6169,95.2121,0.0424,0.0438654,1.4472,1.49722
-39.92182,-42.1875,97.0215,97.5239,96.1715,0.5024,0.517823,0.85,0.876094
-39.92182,-40.78125,97.8473,98.8299,97.5185,0.9826,1.00422,0.3288,0.336034
-39.92182,-39.375,99.1169,100.424,98.8662,1.3071,1.31875,0.2507,0.252934
-39.92182,-37.96875,99.7656,101.391,99.3833,1.6254,1.62922,0.3823,0.383198
-39.92182,-36.5625,99.5149,101.396,99.2374,1.8811,1.89027,0.2775,0.278853
-39.92182,-35.15625,99.4794,101.408,99.3793,1.9286,1.93869,0.1001,0.100624
-39.92182,-33.75,100.374,101.578,100.389,1.204,1.19951,0.015,0.0149441
-39.92182,-32.34375,101.309,102.042,101.413,0.733,0.723529,0.104,0.102656
-39.92182,-30.9375,101.495,101.875,101.641,0.38,0.374403,0.146,0.143849
-39.92182,-29.53125,101.261,101.196,101.425,0.065,0.0641906,0.164,0.161958
-39.92182,-28.125,101.489,101.523,101.652,0.034,0.0335012,0.163,0.160609
-39.92182,-26.71875,101.827,101.643,102.439,0.184,0.180699,0.612,0.601019
-39.92182,-25.3125,101.451,101.119,102.269,0.332,0.327252,0.818,0.806301
-39.92182,-23.90625,100.601,100.143,101.295,0.458,0.455264,0.694,0.689854
-39.92182,-22.5,99.7274,99.5795,99.8458,0.1479,0.148304,0.1184,0.118724
-39.92182,-21.09375,98.3185,98.7389,98.1769,0.4204,0.42759,0.1416,0.144022
-39.92182,-19.6875,95.9459,96.8103,96.0176,0.8644,0.900924,0.0717,0.0747296
-39.92182,-18.28125,93.2745,94.1613,93.9371,0.8868,0.950742,0.6626,0.710376
-39.92182,-16.875,91.7522,92.1497,93.1518,0.3975,0.433232,1.3996,1.52541
-39.92182,-15.46875,92.0388,91.9406,93.7468,0.0982,0.106694,1.708,1.85574
-39.92182,-14.0625,93.347,93.0484,94.5787,0.2986,0.319882,1.2317,1.31949
-39.92182,-12.65625,94.4699,93.9264,94.788,0.5435,0.575316,0.3181,0.336721
-39.92182,-11.25,93.9746,93.5836,93.1044,0.391,0.41607,0.8702,0.925995
-39.92182,-9.84375,91.66,91.2139,90.34,0.4461,0.48669,1.32,1.4401
-39.92182,-8.4375,88.6381,88.2507,87.4738,0.3874,0.437058,1.1643,1.31354
-39.92182,-7.03125,85.5473,85.0948,84.6329,0.4525,0.528947,0.9144,1.06888
-39.92182,-5.625,82.7691,82.5752,82.0977,0.1939,0.234266,0.6714,0.811172
-39.92182,-4.21875,80.2319,80.4251,79.5263,0.1932,0.240802,0.7056,0.879451
-39.92182,-2.8125,77.6312,77.8844,76.5969,0.2532,0.326158,1.0343,1.33233
-39.92182,-1.40625,74.8232,74.7494,73.8466,0.0738,0.0986325,0.9766,1.30521
-38.52106,0,61.9404,60.747,61.7025,1.1934,1.92669,0.2379,0.384079
-38.52106,1.40625,59.0723,58.2172,59.1051,0.8551,1.44755,0.0328,0.0555252
-38.52106,2.8125,56.3564,55.6622,56.7723,0.6942,1.2318,0.4159,0.737982
-38.52106,4.21875,53.8149,53.339,54.5208,0.4759,0.884328,0.7059,1.31172
-38.52106,5.625,51.678,51.4036,52.1091,0.2744,0.53098,0.4311,0.834204
-38.52106,7.03125,49.8867,49.5368,49.9513,0.3499,0.701389,0.0646,0.129493
-38.52106,8.4375,48.3548,47.5596,48.2063,0.7952,1.64451,0.1485,0.307105
-38.52106,9.84375,47.13,46.4214,47.2516,0.7086,1.5035,0.1216,0.25801
-38.52106,11.25,46.9658,46.8322,47.7185,0.1336,0.284462,0.7527,1.60266
-38.52106,12.65625,48.1327,48.623,49.0386,0.4903,1.01864,0.9059,1.88209
-38.52106,14.0625,50.1926,50.7531,50.6103,0.5605,1.1167,0.4177,0.832194
-38.52106,15.46875,52.9032,53.4936,52.5277,0.5904,1.116,0.3755,0.709787
-38.52106,16.875,56.6802,57.4254,55.6144,0.7452,1.31474,1.0658,1.88037
-38.52106,18.28125,61.4658,62.182,59.8818,0.7162,1.1652,1.584,2.57704
-38.52106,19.6875,67.0893,67.4959,65.2963,0.4066,0.606058,1.793,2.67256
-38.52106,21.09375,73.7078,73.9824,71.8456,0.2746,0.372552,1.8622,2.52646
-38.52106,22.5,81.413,81.6961,79.068,0.2831,0.347733,2.345,2.88038
-38.52106,23.90625,89.3822,89.4244,85.7717,0.0422,0.047213,3.6105,4.03939
-38.52106,25.3125,97.0519,96.9628,91.5826,0.0891,0.0918065,5.4693,5.63544
-38.52106,26.71875,103.526,103.044,96.3943,0.482,0.465584,7.1317,6.8888
-38.52106,28.125,108.16,107.167,99.7269,0.993,0.918084,8.4331,7.79687
-38.52106,29.53125,110.724,108.937,101.646,1.787,1.61392,9.078,8.19876
-38.52106,30.9375,110.396,107.629,100.708,2.767,2.50643,9.688,8.77568
-38.52106,32.34375,107.028,104.275,97.4778,2.753,2.57222,9.5502,8.92309
-38.52106,33.75,102.485,99.9289,94.3402,2.5561,2.49412,8.1448,7.94731
-38.52106,35.15625,99.0489,97.1804,92.0794,1.8685,1.88644,6.9695,7.03642
-38.52106,36.5625,97.7993,97.3457,91.6214,0.4536,0.463807,6.1779,6.31692
-38.52106,37.96875,98.069,98.7032,92.5228,0.6342,0.646688,5.5462,5.65541
