GRUMP_GID	mean_ts_prct_abs_diff_2015-2030_1870-1999	mean_ppt_prct_abs_diff_2015-2030_1870-1999	mean_ppt_prct_abs_diff_1995-1999_1870-1999	sum_aid	mean_ts_prct_abs_diff_1995-1999_1870-1999
67550	0.29497800000001	7.12959000000034	3.28662000000015	92982.2186279317	0.12851200000001
61133	0.319641	3.60336	5.00989	2738.51923370361	0.0930427
62920	0.30919699999999	3.95925999999996	5.07330999999992	1926695.69519042	0.0998275
20867	0.67258	0.96320600000001	2.01792	NA	0.216136
67633	0.36585199999998	3.35649999999983	0.15168999999999	104258.942138663	0.16972899999999
57324	0.28873999999998	6.3260699999996	3.1860799999998	29173.5631332397	0.14368899999999
68363	0.35352099999999	2.81011999999989	0.74162199999997	7312234.06616171	0.16858199999999
32456	0.757023	6.83909000000002	2.53474	NA	0.308692
52015	0.62618899766442	6.3299599763903	1.72348999357167	221129.115018845	0.31654599881934
30874	0.68811499999999	6.97684999999985	2.42319999999995	163550.714477532	0.35480399999999
24642	0.65597700000001	2.96742999999998	1.82925999999998	NA	0.196828
45162	0.668376	2.37413000000001	1.36106000000001	NA	0.33645
32507	0.59090400000002	0.25649500000001	2.22949000000008	2113.59369659432	0.32765100000001
52693	0.43645655238095	10.8313552380952	7.96005190476203	585233.166503905	0.21783114285714
21442	0.711878	3.10352	3.44091	NA	0.220055
43054	0.683545	3.05497000000001	1.00532	NA	0.281194
84950	0.452504	3.33296000000001	3.72711	224871.283813477	0.18169
21768	0.702347	3.03627000000001	4.50146000000002	NA	0.222452
50720	0.499907	11.8212	13.4636	NA	0.237267
32157	0.938086	0.341152	0.953989	NA	0.465994
68815	0.46389594736842	5.14822157894737	3.67710421052631	60645.2968139648	0.22503363157895
33655	0.65298	3.96222000000001	2.20748000000001	NA	0.279289
81051	0.49574575409836	2.52268672131146	2.64002311475409	2966575.20801544	0.21909986885246
25931	0.76425298951215	1.30327998211508	1.21003998339462	NA	0.39693999455279
23565	0.736947	4.08971999999998	6.02476999999997	NA	0.240161
33358	0.680303	6.42021	0.999018	53290.8066406245	0.338387
69465	0.357567	0.976374	2.44075	111114.179077148	0.167087
66343	0.29369499999999	1.93882999999994	0.95690299999997	1397969.21862788	0.13868
81742	0.48940000000001	1.38104000000002	2.45120000000003	184022.234344483	0.240655
68736	0.467976	14.6451999999999	9.11369999999996	57435.1981658933	0.226105
33552	0.66580557439446	7.52734955017297	2.16622307958478	191426.187011719	0.34684983044983
65150	0.43794199999999	2.20364999999996	4.15015999999991	765269.342041006	0.167262
65807	0.33983599999999	2.71499999999991	3.74964999999988	64352.1946716293	0.154259
21371	0.6792915714286	1.47863268571458	2.37193457142882	NA	0.21583020000001
70454	0.337531	39.2368	25.7445	304063.731689453	0.160094
53210	0.444593	0.726117	4.47924	6865.93753814697	0.158085
77930	0.561713	5.28459999999998	2.31350999999999	7129.86526489252	0.235686
22910	0.721151	2.01139999999999	5.44948999999998	NA	0.246794
85234	0.438329	4.13444	4.78537	12443797.8145809	0.163468
84062	0.511467	0.31864	2.53569	888.115093708038	0.295913
50556	0.472959	5.75798	6.3368	NA	0.226546
9283	0.93756016586153	5.5847222785828	6.56432568438013	35033.2157635689	0.38121178743962
77009	0.44908099999999	13.6550999999996	2.72206999999992	2992797.32763627	0.21043299999999
71009	0.406538	3.42154999999999	3.91943999999998	2243899.61886588	0.194068
54616	0.42496153881279	2.23413780821918	4.24287029680369	10075795.3403318	0.15560669178082
75385	0.377687	4.05805	1.13128	560792.094192503	0.145315
67775	0.36585199999995	3.35649999999951	0.15168999999998	6793348.27636212	0.16972899999998
62789	0.316962	4.66063000000003	1.03491	28519.3140182495	0.108702
84464	0.54708100000001	3.46878000000004	1.29279000000001	117.448091983796	0.262906
64362	0.507948	3.84796	3.29344999999997	1220219.8618927	0.276875
67408	0.36266	0.568038	1.28334	6910326.0670166	0.159624
36808	0.68411793437332	7.38138929191146	1.33674987176705	NA	0.31876496942123
70132	0.34524	2.36828	1.54217	1197601.72705068	0.168279
76211	0.42445700000002	4.09685000000015	0.47698800000002	6905.14244842554	0.18590800000001
71843	0.370528	0.147265	1.97813	66375.2929687499	0.150223
64180	0.26765	38.1609	18.1088	89152.214050293	0.12898
43866	0.4548030072698	0.82313274394184	0.71136986591276	NA	0.20404850565428
6342	0.96374514740565	7.52271859669821	3.73795471698118	NA	0.3775844428066
61956	0.33927808943077	15.5239040919668	5.08674134082102	NA	0.14803703902128
26479	0.732534	5.10692	2.80434	NA	0.240379
36766	0.716582	3.60838	2.29453	8628396.02026244	0.405789
28247	0.859699	9.39679000000001	8.28709000000002	33831.6966648102	0.316866
56916	0.373859	0.033719	5.28973	107787.528938293	0.149057
29084	0.714936	3.57989	3.13849	1107847.33410568	0.288866
84740	0.45319500000001	3.07732000000004	3.91988000000007	392693.770385749	0.179768
69837	0.35756699999997	0.97637399999993	2.44074999999982	115611.374877921	0.16708699999999
34071	0.69528599999997	9.76905999999952	3.84546999999982	260577.81296538	0.25745999999999
74479	0.368685	2.09588999999999	1.69236999999999	17592.0464782716	0.15078
67401	0.37304103076923	0.4420292	0.20615408923077	250756.950225829	0.16828809230769
23154	0.72744700000001	4.84501000000005	3.85262000000004	NA	0.223031
72237	0.339866	2.71118000000004	1.81742000000003	3170252.0012209	0.15264
12604	0.69542907190635	2.57974501672239	3.93664098662211	NA	0.27952061538462
23292	0.713206	2.24395	4.50679000000001	NA	0.264702
67003	0.371561	2.67801	2.02625	359603.232055664	0.150957
18298	0.62296939534884	2.81868465116281	2.55230162790699	NA	0.2308633255814
80942	0.66008099999996	10.4087999999993	4.82507999999967	87605.6818237316	0.27113599999998
82802	0.442913	0.383831	0.41663	215016.402282714	0.17986
27251	0.74908836723164	5.53691576271186	2.82285480225989	NA	0.24750539548023
29025	0.69733473170731	5.99385487804873	1.56233268292681	555435.28320312	0.34858519512195
55853	0.270936	5.53148	4.64947	149971.670898438	0.10542
60014	0.24710500000004	6.05088000000108	8.63368000000154	47531.7443847653	0.04084930000001
76315	0.375663	4.15413999999997	1.96402999999999	12330.6115150451	0.155527
19769	0.6874982	0.62553545	4.4814475	44669.4340820312	0.2352453
20418	0.67258	0.963206	2.01792000000001	NA	0.216136
70497	0.315955	4.55254	0.13989	201682.989868158	0.167466
51466	0.44650299999995	10.2792999999988	9.12811999999897	160628.423828128	0.22119699999997
65785	0.48257795228914	9.33828907675489	3.24062967960988	970494.349916944	0.21362197887992
63713	0.243321	1.00248	4.59822999999998	192762688.344968	0.0931938
43040	0.485642	10.6462	0.105565	2017253.81039393	0.234363
28806	0.620992	2.40681000000002	1.91428000000001	64397.2092285157	0.347015
47656	0.539853	18.1628	8.81601999999999	1168513.33569368	0.253798
51940	0.529381	7.10382	9.01635	507411.422729492	0.246644
84455	0.571753	2.62837000000001	0.850247	710.434341430672	0.289854
20271	0.68695	1.31524	1.55235999999999	80142.2199707028	0.287535
57079	0.19638699999997	13.4862999999981	3.39684999999952	64873.2374267481	0.12651499999998
78698	0.404407	3.02379	3.1787	136426.95703125	0.17327
56686	0.33465499999999	3.54653999999985	0.96479399999996	183556.934082021	0.13974999999999
14774	0.75864400000001	6.26751	4.14549000000005	5980.67919921875	0.281271
55968	0.412061	3.07413999999999	1.19757000000001	31652.884902954	0.117185
66508	0.39441599999999	2.54206999999993	1.02663999999997	6940687.74590991	0.179341
50991	0.55121365486726	24.1691132743364	14.7207336283186	4561768.72375346	0.21789603539823
82094	0.53737199999999	0.74798199999999	5.10872999999991	298.214588165282	0.292773
41701	0.77437299999999	7.80871999999995	5.10258999999995	313025.187229155	0.380816
46933	0.741905	15.0333	12.9877	82296.4114379883	0.318106
21510	0.732256	0.987075	0.849145	34289.4230957031	0.33821
55215	0.565375	2.04299	1.47367000000001	1029474.75	0.298973
78510	0.41741599999995	2.49653999999971	2.45348999999971	29986.1517333982	0.13484699999998
14550	0.87535600000001	6.28104999999997	6.70499000000008	21528.586397171	0.368113
55234	0.38835699999997	2.25105999999984	4.73808999999966	80120.4492187445	0.15724899999999
34424	0.6623	7.6096	3.30625	3106335.80639648	0.346585
31910	0.66886722222222	1.39813236507936	1.61091507936509	NA	0.33480414285714
27378	0.690513	2.17192999999999	0.887311	102781.216278076	0.311788
73233	0.336476	3.17559	2.13696	19496.8065185547	0.1364
57300	0.168879	15.2502	11.4835	3208141.17285184	0.0203992
81361	0.51067095918366	0.89304004081631	1.95249577551017	680.453751564094	0.29066587755101
32775	0.70619001124298	6.60617597751404	2.50255932542161	NA	0.28774726545909
61241	0.30614008849558	3.20718786725681	0.78873615929206	862670.062866211	0.14739804424779
49657	0.40971099999998	17.9767999999991	10.1890999999995	209729.500976556	0.19276499999999
64078	0.33089907843137	8.49826	2.3547457254902	285237.216796875	0.13172319607843
26357	0.672881	0.600043	2.15985000000001	125867.272583008	0.3707
54678	0.47120299999999	6.58227999999989	2.14285999999997	4315.58877468109	0.19237
83572	0.47890393714286	1.99668028571428	6.8045368	1411.94070339203	0.26494206285714
19688	0.6423	1.26608000000001	1.21160000000001	NA	0.226903
53785	0.480234	1.40703	4.59987	343445.754638665	0.211303
76926	0.38524900000001	7.88657000000029	5.58992000000021	5479.84936523435	0.12886
85631	0.440308	4.15478999999994	3.23073999999998	27972341.1759078	0.18034599999999
64797	0.35784	5.24085000000001	4.93547	755192.33581543	0.174392
71696	0.322596	0.25682	1.86361000000001	37846.7420654297	0.136147
72368	0.339866	2.71117999999997	1.81741999999998	5758118.65814125	0.15264
53467	0.43140899999999	3.45265999999995	5.01076999999993	39386.1511230463	0.182625
64557	0.28706799999999	20.2587999999997	8.95678999999983	NA	0.135523
52816	0.52128698039324	2.28249991415013	1.60278993971552	NA	0.22731499145018
19548	0.9797053833177	10.4617662136831	3.18046118088098	474526.224349972	0.4439171593252
45393	0.722306	17.9528	13.0776999999999	NA	0.304653
62214	0.41273180536912	24.3640892617445	11.2980832214763	215813.934692379	0.16050327516778
31176	0.64555299999999	1.55233999999996	3.35183999999993	4867.33257675171	0.36526099999999
61605	0.303067	4.23356	0.958956	177486.94909668	0.141654
75122	0.464762	6.28333999999994	0.92004599999999	NA	0.151691
43020	0.69398299999999	3.57830999999992	2.00196999999996	NA	0.31516099999999
79201	0.37143700000002	7.12237000000043	2.27058000000014	33259.8706054694	0.15548500000001
73369	0.359712	12.8399	6.4646	50758.5410156247	0.160773
26448	0.72454349780289	5.23041340866308	2.61718143126176	NA	0.23844522724419
19545	0.59064604170231	0.56788753407265	0.46068631978011	NA	0.20697756658135
30350	0.687705	2.41010999999999	1.77814	293300.216766355	0.298252
87243	0.41969616993464	3.68334464052288	2.12654941176471	NA	0.21561411764706
43303	0.663411	5.77194000000005	6.87396000000006	NA	0.34687
62876	0.35536200000001	0.195984	3.05524000000006	48060.7006225591	0.116891
69145	0.329071	2.10903	0.972257	31937761.5212447	0.161702
67171	0.259282	24.3767	16.4032	289316.036132812	0.104652
14304	1.05590999999997	7.76653999999978	3.64532999999988	5776.61448669426	0.46175199999999
42788	0.485642	10.6462000000001	0.105565	30242.4914855965	0.234363
33411	0.50067260845071	11.1852771830989	1.63382219718313	NA	0.14770805915493
8651	0.94553425657894	6.81186046052629	4.77522467105261	NA	0.36443261842105
63959	0.41319599999998	6.92804999999973	3.83446999999985	78266.1827087375	0.15037399999999
21494	0.70617281818182	3.03207462809918	4.59168247933884	NA	0.2249120661157
46374	0.50832156485354	6.969232761506	4.10279004184084	1027170.92375211	0.25310792050208
13211	0.868118	4.21862999999999	2.21564999999999	30627.4190883636	0.341253
64846	0.33463399999999	5.81644999999987	3.39333999999993	750915.90344237	0.140986
69782	0.341163	19.7913	12.7667	5581213.88281258	0.161198
28530	0.81644999999993	12.2601999999989	8.73873999999921	52829.1442489583	0.27955099999998
85549	0.44918	3.77827000000003	3.44252000000001	431575.442138675	0.18782
16200	0.75491599999999	4.69887999999995	2.66006999999997	NA	0.301036
60012	0.398251	11.0175	6.37308	25315.4318847656	0.151779
23981	0.60476600000002	1.74015000000004	1.69769000000004	NA	0.18093700000001
24887	0.727581	4.47980999999999	5.33421	NA	0.228914
68907	0.329071	2.10903	0.972257	619937.164306641	0.161702
67699	0.294978	7.12959	3.28662	247952.583007812	0.128512
21725	0.65659	1.02566	2.20724999999999	NA	0.208144
60481	0.58752899999998	8.42517999999984	0.20143699999999	1322907.41455078	0.24977699999999
82712	0.538971	0.302536	2.30548999999999	373569.51197052	0.240417
27607	0.57375905500002	1.16203513750001	0.52527581124999	NA	0.20435965874999
49342	0.56103605832978	2.66487027706117	0.62747706523752	NA	0.24988502598004
39814	0.66488432283465	5.35248244094494	7.42275748031503	18449860.9487919	0.35395770078741
17124	0.673307	1.80113	4.40273	51895.3719482422	0.266903
65549	0.49249491195304	4.04641917822845	2.75290674226242	NA	0.20663048505871
25801	0.71842499999999	5.16887999999993	0.330027	281990.220703121	0.36275499999999
58958	0.47387975834129	63.5877191134424	38.1002602001901	NA	0.1928211244042
74901	0.336601	2.3764	3.52356	204390.447998047	0.152548
84558	0.348803	3.41162999999999	0.665889	244745.93724823	0.144851
80069	0.43188500000001	0.65236200000001	1.76848000000002	2664100.03738391	0.188866
71220	0.38064	1.03399	2.93345000000001	387292.765869137	0.184149
45819	0.76354496308902	12.0984994151393	5.61395972861222	NA	0.36316198244417
46518	0.474027	6.32017	3.50554	14157.7244720457	0.188
33027	0.77275199999995	9.57156999999939	6.07053999999963	102350.028911583	0.30083699999998
21619	0.693935	2.60320000000001	3.14433000000001	NA	0.215163
29232	0.70074271428572	4.36905428571429	4.29404285714284	12608344.0620105	0.26940728571429
29236	0.76946721153846	4.63736807692308	3.81419711538461	NA	0.25548490384615
65790	0.444743968	7.76601080000021	5.84356488000001	333082.59576416	0.232500608
17023	0.56774957986111	0.58680872222222	0.55989224114583	NA	0.22535614930555
44081	0.44239430744975	2.93013197871484	0.28657824832479	NA	0.19749817973985
43804	0.42310228346456	5.64437629921257	7.39028133858266	59891.7779388428	0.19930413385827
19316	0.60538999999999	2.15628999999996	0.47723699999999	NA	0.220948
50791	0.41306199999999	5.39280999999997	0.554305	NA	0.183089
64679	0.37743699999999	28.9003999999992	14.0494999999996	358558.713378896	0.18218799999999
39208	0.65127299999997	12.8196999999994	4.72130999999979	3559.43960952736	0.32382899999999
83984	0.387012	2.59953	1.91158	11360.6503143311	0.171093
71839	0.370528	0.147265	1.97813000000002	72954.6423645018	0.150223
57898	0.124696	17.4597	12.0568	351580.908203125	0.00568319
83412	0.53501000000001	5.66410000000011	4.39476000000009	7776.05880737321	0.32542200000001
85651	0.449158	3.52849999999998	2.45397999999999	2441537.16183584	0.193923
36170	0.65222587810219	18.0204727007301	5.3282069635036	23420.4998016358	0.33913503284671
79280	0.37327699999998	7.06494999999965	2.79462999999986	8660686.29174736	0.16054599999999
61957	0.42024899999998	23.9920999999987	11.6845999999994	45275.6506347632	0.17110199999999
74886	0.368374	6.52582	2.84629	1427.67825317383	0.150453
81813	0.51582599999999	2.38013999999997	3.61640999999995	316.852999925612	0.300252
65325	0.33463399999999	5.81644999999979	3.39333999999988	330392.698974594	0.140986
52925	0.53263422740524	2.58505010204086	1.00094924635562	NA	0.24103926239067
66096	0.317085	0.708805	0.481987	336237.869750972	0.154013
63544	0.29433920054201	9.01137333333328	4.19845888888887	1904780.35644531	0.13103511111111
61816	0.38617347058823	5.19857426470588	2.5002718382353	16922.4361877441	0.11903991176471
54161	0.651047	24.8803	16.485	7777.92007446289	0.287963
46504	0.74276963402062	11.6035047680413	4.45999447164956	NA	0.35710153608247
30161	0.714976	7.00412999999998	2.24876999999998	NA	0.306675
65148	0.30674384545454	33.4002509090908	15.2133536363635	3684826.76416016	0.14487311818182
84257	0.47087443589744	2.98429769230779	2.64354820512822	283802.572021485	0.14757079487179
71977	0.394187	8.54932	5.41219	1825995.84204092	0.151044
84163	0.472887	2.00079	0.686176	119169.48777008	0.207039
17386	0.798495	2.48573999999999	2.08641	62993.4426498413	0.32599
28164	0.76591	4.42082000000001	4.18175	NA	0.25732
84428	0.43760900000001	0.62693800000001	0.268981	260122.645347599	0.191734
85235	0.434117	3.08821999999999	0.622556	1285.66264343262	0.189338
79457	0.47215	2.98964	0.459378	55598.6868896484	0.198603
84854	0.367638	0.72736	1.22641	NA	0.136923
29695	0.47542000000001	11.8684999999999	0.750819	NA	0.133537
41015	0.47414857305936	9.69924890410966	3.53558801369858	NA	0.15044078538813
38863	0.490684	0.768575	1.82132	NA	0.238503
38564	0.643884	7.93155999999999	5.78818999999999	26361.6319885254	0.331687
26154	0.739852	4.78529000000002	3.17145000000002	NA	0.241854
74340	0.409155	0.599635	3.99312999999999	NA	0.169617
73935	0.358107	3.69187	0.999735	203731.21673584	0.144908
59577	0.36688199999997	4.47110999999969	4.97882999999965	12002786.5634285	0.11756799999999
36937	0.733807	9.54455000000001	0.31891	NA	0.282502
63241	0.420393	19.8699	10.0885	34711.3321533203	0.149215
78656	0.40052200000002	4.41998000000018	3.37710000000013	97238.0749511728	0.17418300000001
69701	0.36845513513514	0.11065647027027	2.60053283783784	532792.897949219	0.18030058108108
57111	0.16541554838709	13.5415655913973	8.68822231182762	573257.717285137	0.04726258709677
70860	0.34807699999999	31.3768999999996	15.5328999999998	NA	0.141312
82376	0.69836945945946	1.9374117027027	4.45609189189189	352441.599733353	0.25484832432432
74174	0.34068312121212	1.87319803030304	3.68832030303033	NA	0.15659954545454
83381	0.36098304761905	3.15399714285713	2.55264942857137	1929451.80267334	0.16150396825397
69799	0.477495	0.680798	0.140942	10571149.3381449	0.22553
47280	0.60391089171525	13.2957976159858	7.23587870256485	NA	0.28599094872015
66048	0.34679399999998	5.80866999999968	2.27294999999988	233397.727294907	0.16059599999999
66146	0.68966699999998	9.7360199999997	6.26497999999981	8230963.75706302	0.31512399999999
86016	0.35361488461538	3.32174038461538	2.55774	523.559794425964	0.15973980769231
27613	0.697807	6.05259000000001	1.57005	324693.40423584	0.34908
77804	0.51440100000001	5.00424000000013	3.35316000000009	11219.0526962284	0.21883700000001
12925	0.72537000000003	6.34202000000024	5.1679500000002	NA	0.27107600000001
65639	0.43210988116205	5.63371027214941	1.44638116456889	4151118.56272884	0.19622943252464
80768	0.48995277276209	5.95902723622981	4.60067786622619	40598.8163755283	0.20824690341602
80998	0.56187899999989	1.9879899999996	3.68925999999926	16433.55078125	0.20572499999996
66324	0.340085	1.38365000000001	0.837494	NA	0.147761
24543	0.686214	3.92551	1.72293	NA	0.218614
71344	0.53617700000002	8.74126000000037	5.61796000000024	87693.56591797	0.22769600000001
82657	0.419704	3.98120999999999	4.64555000000001	318971.872863777	0.200537
63565	0.39682216666665	2.83332416666642	2.74858083333321	45220.4611206015	0.13283583333333
67257	0.530171	58.3129	12.6048	6902.51043701172	0.229209
16520	0.86545900000001	3.43321000000003	3.52569000000003	2085.99967575076	0.35469
19467	0.658697	1.30874	2.10389000000001	NA	0.226205
66610	0.287998	1.66023	0.289951	195547.937011719	0.137666
23348	0.872044	4.3733	0.292997	2484.1854095459	0.356812
16942	0.90391342352941	5.11268211764705	4.89279137254904	9697.2956199646	0.37971300784314
75057	0.37442644594594	1.64463087837834	5.39246249999986	NA	0.15418216216216
37865	0.63197799999997	9.16436999999964	2.92791999999988	4165.72404861442	0.24495799999999
19983	0.693409	1.04599	1.13162	40071.1099853516	0.301916
53000	0.42217399999999	16.3641999999997	9.72035999999985	302152.670898433	0.22109
64857	0.334634	5.81644999999999	3.39334	568450.356811523	0.140986
28387	0.678444	3.64445	1.25364	277717.641601562	0.328793
69092	0.431094	7.70480000000003	3.98455000000002	20889647.0618057	0.209685
14318	0.87577500000001	4.35227000000002	5.87088000000003	4011.53783798218	0.352552
39558	0.663171	8.95369	6.95825	12024.6040649414	0.347392
70639	0.31595499999998	4.55253999999967	0.13988999999999	1442536.64502053	0.16746599999999
78578	0.38143736842105	1.24725242105266	2.28954631578945	240779.995117185	0.16578889473684
42811	0.539659	16.2832	5.31571999999999	NA	0.192292
55218	0.4017850375	2.24485225	4.55642321875003	1041565.83984375	0.156646534375
58964	0.24028	7.48536	8.03215	780723.936035188	0.0552176
55934	0.27093600000001	5.53148000000013	4.64947000000011	171396.195312496	0.10542
56507	0.30738399999999	8.4066799999996	8.76127999999959	186788.350524894	0.107736
73603	0.43560500000001	9.28064000000029	3.1308000000001	14492612.8115243	0.20778700000001
87477	0.426118	3.17237999999999	4.74757	NA	0.221623
31014	0.47542	11.8685	0.750819	NA	0.133537
26723	0.68717509259259	1.43007314814813	2.82832981481478	NA	0.28392466666666
60692	0.31673383636363	4.39868645454536	7.92875499999978	337856.812316885	0.07900014545454
57908	0.153187	14.0209	9.16386999999999	296928.846923828	0.0418087
79625	0.368884	4.55463	3.46786	62386.9577178959	0.152069
82009	0.46193200000001	1.17436000000002	6.09800000000013	5002875.68496738	0.254113
33464	0.590904	0.256495	2.22949	569246.366615295	0.327651
22793	0.65659	1.02566	2.20725	NA	0.208144
64976	0.33186399999998	7.46198999999956	2.72541999999984	212275.587158192	0.13950299999999
46167	0.48770661120511	0.56269022111439	2.66229320794325	NA	0.18875156643529
84741	0.472223	0.95714100000001	2.97175000000001	285757.836647043	0.193961
64103	0.330803	8.75586	2.4867	52937.1771240168	0.131585
68537	0.416349	17.8456	12.5529	1395872.63470459	0.21002
60034	0.300803	6.63298	2.65	1823.06616973877	0.120592
58153	0.40155999999997	11.0675999999992	8.25252999999942	47921.8815307572	0.16756999999999
19632	0.69184999999999	0.87146999999999	2.37097999999996	21677.8135986325	0.28758699999999
53517	0.431409	3.45266	5.01077	132224.935913086	0.182625
19795	0.6423	1.26608	1.2116	NA	0.226903
33056	0.713906	6.41323000000006	1.93884000000002	NA	0.257342
61534	0.377272	1.94186	0.802937	236299.280273438	0.193507
67599	0.428028	0.514847	0.0623817	2835.93328857422	0.21771
42426	0.52397999999997	2.67988999999984	2.44389999999985	NA	0.21453199999999
83047	0.38382306	1.68749399999998	1.84795719999998	NA	0.1568957
21773	0.75852200000001	1.01941000000001	2.88647000000004	20273.4848499299	0.34945900000001
13220	0.98128900000001	8.38206000000003	4.54213000000006	9794.70454216018	0.422957
28044	0.662517	6.27172999999999	2.90939	NA	0.207146
17371	0.98545638155801	3.4570952623212	0.64759606836253	67384.0254936218	0.45941689772126
52950	0.431409	3.45266	5.01077	11272354.7978533	0.182625
35450	0.524492	5.72316000000001	1.66052	NA	0.22166
18057	0.90536599999998	4.98433999999988	4.9688299999999	4632.98705863957	0.37987899999999
84801	0.43751839361702	0.52990223404257	0.42316436170212	64646.4835128796	0.19929912765957
75165	0.46476199999998	6.28333999999968	0.92004599999995	NA	0.15169099999999
58041	0.185621	12.2216	6.17742	1570529.58105441	0.0960225
58269	0.40155999999999	11.0675999999997	8.25252999999978	189366.925048823	0.16757
59563	0.43806	14.4789	9.66390999999999	1683433.95507773	0.176366
61551	0.37765899999999	4.97847999999981	0.00243007	NA	0.148148
39297	0.736180856	11.821092	3.92131504	NA	0.291000264
23404	0.65597700000002	2.96743000000007	1.82926000000004	NA	0.196828
18534	0.89215647406083	5.95049949910562	5.20792332737035	24491.3696289064	0.37286899642218
54170	0.48315868722467	5.08947832599121	3.05518801762118	4094.25033569335	0.20522084581498
24998	0.719127	2.86256	0.650127	49761.4798583984	0.348238
60637	0.41471799999999	19.1607999999994	12.8905999999996	117720.382568356	0.17185
26460	0.69489700000001	2.68117	1.72343999999999	1469629.98640537	0.364883
43008	0.539659	16.2831999999999	5.31572000000003	NA	0.192292
66882	0.394416	2.54207	1.02664	170847.102539062	0.179341
53997	0.480234	1.40703	4.59987	80120.44921875	0.211303
40230	0.606232	7.17405	3.65794000000001	NA	0.237313
67352	0.365852	3.3565	0.15169	126630.215454102	0.169729
24321	0.704005	3.63222999999999	2.43069999999999	NA	0.226021
84694	0.38855899999999	1.14083999999998	0.90327299999998	822.133350372287	0.193762
77239	0.391996	0.562313	1.93494000000001	104111.198242188	0.182129
36392	0.901554	2.54565	1.50285	NA	0.399409
41348	0.46433	11.7094999999999	7.44341999999993	NA	0.135717
28670	0.768615	4.46967	5.19619	NA	0.263434
41413	0.47773726819924	1.56191225287358	0.41419275862069	NA	0.22157114687101
63705	0.332028	5.47146	0.804283	76774.7738037096	0.133347
34428	0.592728	3.51333	3.21629	33992.6307220459	0.313921
29370	0.722906	5.2047	5.19107	NA	0.257579
17397	0.709268	1.60154	3.50040000000001	117585.716186523	0.289766
53367	0.43140899999998	3.45265999999987	5.01076999999981	163171.19750976	0.18262499999999
63787	0.325397	4.08262	0.0889552	569702.08972168	0.139934
43447	0.530334	7.43041000000001	3.07580999999999	NA	0.237338
67631	0.499288	19.3602	18.4922999999999	5271267.60516357	0.193499
