geonameid,name,asciiname,latitude,longitude,population
1608048,Pak Kret,Pak Kret,13.91301,100.49883,182926
1608057,Pak Chong,Pak Chong,14.70802,101.41614,48999
1608068,Pa Daet,Pa Daet,19.50489,99.99242,13624
1608131,Non Thai,Non Thai,15.1958,102.07145,11959
1608133,Mueang Nonthaburi,Mueang Nonthaburi,13.86075,100.51477,291555
1608136,Non Sung,Non Sung,15.18014,102.25694,18399
1608139,Non Sang,Non Sang,16.8687,102.56642,11819
1608191,Nong Phai,Nong Phai,15.99025,101.06183,27756
1608222,Nong Ki,Nong Ki,14.68679,102.538,13592
1608232,Nong Khai,Nong Khai,17.87847,102.742,63609
1608239,Nong Khae,Nong Khae,14.34062,100.86733,41067
1608263,Nong Chik,Nong Chik,6.84356,101.17803,11385
1608269,Nong Bua Lamphu,Nong Bua Lamphu,17.20406,102.44068,34401
1608286,Nong Bua,Nong Bua,15.86458,100.58581,14160
1608399,Na Wa,Na Wa,17.4897,104.10056,12989
1608409,Narathiwat,Narathiwat,6.42639,101.82308,47771
1608424,Nang Rong,Nang Rong,14.6377,102.79138,21961
1608452,Nan,Nan,18.78378,100.77899,24670
1608462,Nam Som,Nam Som,17.77036,102.18947,19324
1608524,Nakhon Thai,Nakhon Thai,17.10056,100.83739,12345
1608527,Nakhon Sawan,Nakhon Sawan,15.70472,100.13717,91802
1608529,Nakhon Ratchasima,Nakhon Ratchasima,14.97066,102.10196,208781
1608531,Nakhon Phanom,Nakhon Phanom,17.41081,104.77856,34595
1608534,Nakhon Pathom,Nakhon Pathom,13.8196,100.04427,117927
1608539,Nakhon Nayok,Nakhon Nayok,14.20463,101.21295,21309
1608541,Nakhon Luang,Nakhon Luang,14.46281,100.60832,15008
1608597,Mukdahan,Mukdahan,16.54531,104.72351,40480
1608900,Maha Sarakham,Maha Sarakham,16.18483,103.30067,51584
1609032,Lop Buri,Lop Buri,14.79808,100.65397,57761
1609043,Lom Sak,Lom Sak,16.77983,101.24225,17309
1609071,Loei,Loei,17.49052,101.72749,35273
1609278,Laem Sing,Laem Sing,12.48164,102.07375,16066
1609324,Kut Chap,Kut Chap,17.4257,102.56692,24696
1609345,Kuchinarai,Kuchinarai,16.541,104.05004,20532
1609350,Bangkok,Bangkok,13.75398,100.50144,5104476
1609395,Krathum Baen,Krathum Baen,13.6533,100.25972,72819
1609430,Kranuan,Kranuan,16.70672,103.07878,13475
1609476,Kosum Phisai,Kosum Phisai,16.24858,103.06739,10672
1609610,Klaeng,Klaeng,12.77972,101.64831,55619
1609776,Khon Kaen,Khon Kaen,16.44671,102.833,147579
1609795,Khon Buri,Khon Buri,14.52541,102.24591,18596
1609858,Khlung,Khlung,12.45467,102.22142,13286
1609899,Khlong Luang,Khlong Luang,14.06467,100.64578,118551
1609990,Khao Wong,Khao Wong,16.70008,104.0902,15184
1610072,Kham Sakae Saeng,Kham Sakae Saeng,15.33221,102.17278,11018
1610185,Kaset Wisai,Kaset Wisai,15.65558,103.58361,18569
1610187,Kaset Sombun,Kaset Sombun,16.28053,101.95422,16996
1610227,Kantharalak,Kantharalak,14.64056,104.64992,36621
1610459,Kamalasai,Kamalasai,16.33839,103.57564,23393
1610469,Kalasin,Kalasin,16.43281,103.50658,55102
1610503,Kaeng Khoi,Kaeng Khoi,14.58617,100.99758,30332
1610505,Kaeng Khro,Kaeng Khro,16.10864,102.25808,29056
1610538,Kabin Buri,Kabin Buri,13.95114,101.71769,20212
1610661,Huai Mek,Huai Mek,16.58975,103.23547,12352
1610780,Hat Yai,Hat Yai,7.00836,100.47668,191696
1610911,Doembang Nangbuat,Doembang Nangbuat,14.83333,100.1,14671
1610940,Det Udom,Det Udom,14.90598,105.07836,35669
1610943,Den Chai,Den Chai,17.98372,100.05217,17019
1610963,Dan Khun Thot,Dan Khun Thot,15.2085,101.77138,15580
1611026,Chum Phae,Chum Phae,16.5443,102.09924,46335
1611106,Chon Daen,Chon Daen,16.18953,100.85958,17567
1611110,Chon Buri,Chon Buri,13.3622,100.98345,219164
1611135,Chok Chai,Chok Chai,14.72844,102.16524,23337
1611195,Chiang Klang,Chiang Klang,19.29378,100.8617,13244
1611197,Chiang Khong,Chiang Khong,20.26125,100.40461,14505
1611202,Chiang Kham,Chiang Kham,19.52331,100.3,14092
1611269,Chanthaburi,Chanthaburi,12.60961,102.10447,99819
1611407,Chaiyaphum,Chaiyaphum,15.81047,102.02881,58350
1611416,Chai Nat,Chai Nat,15.18636,100.12353,15469
1611424,Chai Badan,Chai Badan,15.2,101.13333,25196
1611439,Chachoengsao,Chachoengsao,13.6882,101.07156,49741
1611453,Buriram,Buriram,14.99433,103.10392,28283
1611492,Bua Yai,Bua Yai,15.58552,102.42587,16832
1611578,Bo Rai,Bo Rai,12.57283,102.53714,13620
1611635,Betong,Betong,5.77434,101.07231,29604
1612722,Ban Thai Tan,Ban Thai Tan,14.62161,100.48739,14430
1613284,Ban Selaphum,Ban Selaphum,16.01667,103.95,17412
1613534,Ban Sam Chuk,Ban Sam Chuk,14.74219,100.09531,13438
1613769,Ban Rangsit,Ban Rangsit,14.02775,100.75603,123382
1614295,Phatthaya,Phatthaya,12.93333,100.88333,97296
1614336,Ban Phan Don,Ban Phan Don,17.14272,102.97261,29211
1614455,Ban Phai,Ban Phai,16.05997,102.73097,35583
1614465,Ban Phaeo,Ban Phaeo,13.59072,100.10748,41904
1616658,Ban Mo,Ban Mo,14.61544,100.72731,15959
1617111,Ban Lam Luk Ka,Ban Lam Luk Ka,13.97738,100.77776,60700
1619198,Bang Yai,Bang Yai,13.84341,100.36251,14012
1619276,Bang Rakam,Bang Rakam,16.75847,100.11742,16841
1619281,Bang Racham,Bang Racham,14.892,100.31728,15313
1619363,Bang Pakong,Bang Pakong,13.54297,100.99333,25620
1619369,Bang Pa-in,Bang Pa-in,14.22783,100.57589,20484
1619400,Bang Mun Nak,Bang Mun Nak,16.02781,100.37917,15616
1619415,Bang Len,Bang Len,14.02188,100.17183,17914
1619423,Bang Lamung,Bang Lamung,13.04704,100.92891,39620
1619434,Bang Kruai,Bang Kruai,13.805,100.47283,78305
1619437,Bang Krathum,Bang Krathum,16.57831,100.30034,18874
1619498,Bang Khla,Bang Khla,13.72144,101.20814,13528
1619602,Bang Bua Thong,Bang Bua Thong,13.91783,100.42403,41567
1619616,Bang Ban,Bang Ban,14.37394,100.48528,16588
1619650,Ban Dung,Ban Dung,17.699,103.25957,19479
1620254,Ban Chang,Ban Chang,12.72543,101.0553,28204
1620371,Ban Bueng,Ban Bueng,13.311,101.11214,23509
1620442,Ban Talat Bueng,Ban Talat Bueng,13.07147,101.00314,26113
1620875,Ban Bang Kadi Pathum Thani,Ban Bang Kadi Pathum Thani,13.99904,100.54962,27911
1620919,Bang Bo District,Bang Bo District,13.58333,100.81667,28376
1620989,Bamnet Narong,Bamnet Narong,15.50189,101.68982,14890
1621020,Aranyaprathet,Aranyaprathet,13.69276,102.50128,20236
1621035,Ang Thong,Ang Thong,14.58839,100.45283,13738
1621060,Amnat Charoen,Amnat Charoen,15.85851,104.62883,34769
1621177,Yogyakarta,Yogyakarta,-7.78278,110.36083,636660
1621395,Wonosobo,Wonosobo,-7.36,109.9025,92990
1621416,Wonopringgo,Wonopringgo,-6.98333,109.61667,38429
1621439,Wongsorejo,Wongsorejo,-7.9908,114.4009,29193
1621520,Wiradesa,Wiradesa,-6.8922,109.619,39407
1621613,Weru,Weru,-6.711,108.5037,139004
1621655,Weleri,Weleri,-6.9713,110.0666,58448
1621659,Welahan,Welahan,-6.8,110.71667,26163
1621678,Wedi,Wedi,-7.74306,110.57944,55300
1621884,Watampone,Watampone,-4.5386,120.3279,81629
1622090,Wangon,Wangon,-7.51611,109.05389,35530
1622138,Wanaraja,Wanaraja,-7.1749,107.9808,26240
1622318,Waingapu,Waingapu,-9.6567,120.2641,48828
1622636,Ungaran,Ungaran,-7.13972,110.405,127812
1622786,Makassar,Makassar,-5.14,119.4221,1321717
1622846,Ubud,Ubud,-8.5098,115.2654,28373
1623080,Tulungagung,Tulungagung,-8.0657,111.9025,65262
1623096,Tulangan Utara,Tulangan Utara,-7.4737,112.6505,63889
1623180,Tuban,Tuban,-6.8976,112.0649,76242
1623197,Tual,Tual,-5.6193,132.7886,39502
1623223,Trucuk,Trucuk,-7.71833,110.65889,23584
1623251,Trenggalek,Trenggalek,-8.0764,111.70641,29083
1623424,Tondano,Tondano,1.3054,124.91261,33317
1623446,Tomohon,Tomohon,1.31678,124.80379,27624
1623651,Tobelo,Tobelo,1.72837,128.00948,10000
1624041,Ternate,Ternate,0.79065,127.38424,101731
1624058,Terbanggi Besar,Terbanggi Besar,-4.87898,105.21818,52566
1624494,Tegal,Tegal,-6.8694,109.1402,237084
1624545,Tayu,Tayu,-6.5397,111.0518,26413
1624647,Tasikmalaya,Tasikmalaya,-7.3274,108.2207,271143
1624668,Tarub,Tarub,-6.93333,109.16667,75739
1624725,Tarakan,Tarakan,3.31332,117.59152,97478
1624863,Tanjungpinang,Tanjungpinang,0.91667,104.45,192493
1624877,Tanjung Pandan,Tanjung Pandan,-2.73353,107.63477,62374
1624917,Bandarlampung,Bandarlampung,-5.42544,105.25803,800348
1624987,Tanjungagung,Tanjungagung,-3.93728,103.80465,53117
1625067,Tanggulangin,Tanggulangin,-7.49958,112.69992,32866
1625084,Tangerang,Tangerang,-6.17806,106.63,1372124
1625708,Tabanan,Tabanan,-8.5413,115.12522,33667
1625812,Surakarta,Surakarta,-7.55611,110.83167,555308
1625822,Surabaya,Surabaya,-7.24917,112.75083,2374658
1625908,Sungai Raya,Sungai Raya,0.7,108.9,47735
1625929,Sungai Penuh,Sungai Penuh,-2.0561,101.3913,95913
1625958,Sungailiat,Sungailiat,-1.85442,106.12215,74719
1626099,Sumenep,Sumenep,-7.01667,113.86667,84656
1626100,Sumedang Utara,Sumedang Utara,-6.85,107.91667,206746
1626134,Sumberpucung,Sumberpucung,-8.15856,112.48292,35285
1626183,Sumber,Sumber,-6.76028,108.48306,93420
1626185,Sumbawa Besar,Sumbawa Besar,-8.49317,117.42024,52654
1626312,Sokaraja,Sokaraja,-7.45806,109.28806,66482
1626381,Sukabumi,Sukabumi,-6.91806,106.92667,276414
1626459,Suai,Suai,-9.31286,125.25648,21539
1626486,Srono,Srono,-8.40003,114.26661,36260
1626493,Srandakan,Srandakan,-7.93861,110.25056,29529
1626498,Sragen,Sragen,-7.42639,111.02222,71522
1626542,Sorong,Sorong,-0.87956,131.26104,125535
1626560,Soreang,Soreang,-7.03306,107.51833,150932
1626649,Solok,Solok,-0.8006,100.6571,48372
1626673,Soko,Soko,-7.48315,112.42704,25494
1626698,Sofifi,Sofifi,0.73333,127.55,36197
1626703,Soe,Soe,-9.86071,124.28395,27717
1626754,Sleman,Sleman,-7.71556,110.35556,56215
1626758,Slawi,Slawi,-6.9816,109.1407,61206
1626801,Situbondo,Situbondo,-7.70623,114.00976,600000
1626895,Sinjai,Sinjai,-5.1241,120.253,40797
1626899,Singosari,Singosari,-7.8924,112.6658,57793
1626903,Singojuruh,Singojuruh,-8.31667,114.23333,29418
1626916,Singkawang,Singkawang,0.90925,108.98463,101838
1626921,Sengkang,Sengkang,-4.1279,120.0297,59523
1626932,Singaraja,Singaraja,-8.112,115.08818,133784
1626936,Singaparna,Singaparna,-7.3515,108.111,48882
1627035,Simpang,Simpang,-1.26424,104.09701,36652
1627185,Sijunjung,Sijunjung,-0.7005,100.9774,27786
1627253,Sidoarjo,Sidoarjo,-7.4478,112.7183,139189
1627267,Sidareja,Sidareja,-7.4846,108.7923,30313
1627357,Sewon,Sewon,-7.87639,110.35889,73585
1627459,Serpong,Serpong,-6.31694,106.66417,80193
1627549,Serang,Serang,-6.1149,106.1502,164767
1627610,Sepatan,Sepatan,-6.11889,106.575,118439
1627896,Semarang,Semarang,-6.9932,110.4203,1288084
1627969,Selogiri,Selogiri,-7.78333,110.86667,30180
1628453,Sawangan,Sawangan,-6.40278,106.77444,114069
1628884,Sampit,Sampit,-2.5315,112.9496,66053
1628899,Sampang,Sampang,-7.1872,113.2394,53269
1629001,Samarinda,Samarinda,-0.48585,117.1466,355160
1629131,Salatiga,Salatiga,-7.33194,110.49278,172645
1629380,Ruteng,Ruteng,-8.6136,120.4721,34569
1629710,Rengasdengklok,Rengasdengklok,-6.15917,107.29806,201463
1629749,Rembangan,Rembangan,-6.7036,111.3416,44030
1629974,Rantepao,Rantepao,-2.9701,119.8978,40438
1630058,Rangkasbitung,Rangkasbitung,-6.3591,106.2494,126910
1630088,Randudongkal,Randudongkal,-7.0981,109.3243,28532
1630200,Rajapolah,Rajapolah,-7.221,108.1896,39840
1630328,Purwokerto,Purwokerto,-7.42139,109.23444,217222
1630333,Purwodadi,Purwodadi,-7.0868,110.9158,150206
1630341,Purwakarta,Purwakarta,-6.55694,107.44333,215803
1630366,Purbalingga,Purbalingga,-7.38806,109.36389,56903
1630416,Pundong,Pundong,-7.95222,110.34861,24081
1630634,Probolinggo,Probolinggo,-7.7543,113.2159,181656
1630649,Prigen,Prigen,-7.68333,112.61667,24164
1630662,Praya,Praya,-8.70536,116.27036,35183
1630681,Candi Prambanan,Candi Prambanan,-7.75,110.49417,44925
1630723,Poso,Poso,-1.3959,120.7524,47110
1630789,Pontianak,Pontianak,-0.03109,109.32199,455173
1630798,Ponorogo,Ponorogo,-7.8685,111.462,79026
1630935,Polewali,Polewali,-3.4324,119.3435,58190
1630997,Plumbon,Plumbon,-6.705,108.47278,167105
1631271,Petarukan,Petarukan,-6.88333,109.43333,74188
1631393,Prabumulih,Prabumulih,-3.43447,104.23056,103470
1631637,Pemangkat,Pemangkat,1.16667,108.96667,34029
1631648,Pemalang,Pemalang,-6.9,109.36667,184149
1631733,Pelabuhanratu,Pelabuhanratu,-6.9875,106.55139,43001
1631761,Pekanbaru,Pekanbaru,0.53333,101.45,703956
1631766,Pekalongan,Pekalongan,-6.8886,109.6753,257945
1631851,Pecangaan,Pecangaan,-6.6978,110.7107,61046
1631905,Payakumbuh,Payakumbuh,-0.2159,100.6334,121572
1631992,Pati,Pati,-6.7559,111.038,122785
1632033,Pasuruan,Pasuruan,-7.6453,112.9075,158600
1632197,Paseh,Paseh,-7.1026,107.7641,126181
1632228,Pasarkemis,Pasarkemis,-6.17028,106.53028,154234
1632276,Parung,Parung,-6.42139,106.73306,193898
1632334,Pariaman,Pariaman,-0.61898,100.11997,92183
1632353,Parepare,Parepare,-4.0135,119.6255,140000
1632358,Pare,Pare,-7.7679,112.198,56699
1632566,Panji,Panji,-7.72528,114.09954,42789
1632654,Pangkalpinang,Pangkalpinang,-2.12914,106.11377,125933
1632694,Pangkalanbuun,Pangkalanbuun,-2.6832,111.6259,38057
1632823,Pandeglang,Pandeglang,-6.3084,106.1067,92316
1632859,Pandaan,Pandaan,-7.65268,112.6875,34184
1632861,Pandak,Pandak,-7.91306,110.29361,56043
1632903,Panarukan,Panarukan,-7.70181,113.91844,30749
1632937,Pamulang,Pamulang,-6.34278,106.73833,174557
1632974,Pameungpeuk,Pameungpeuk,-7.01833,107.60389,48294
1632978,Pamekasan,Pamekasan,-7.1568,113.4746,92447
1632998,Pamanukan,Pamanukan,-6.28417,107.81056,114290
1633034,Palu,Palu,-0.8917,119.8707,282431
1633037,Palopo,Palopo,-2.9925,120.19694,129273
1633056,Palimanan,Palimanan,-6.70694,108.42417,92600
1633070,Palembang,Palembang,-2.91673,104.7458,1441500
1633118,Palangkaraya,Palangkaraya,-2.2136,113.9108,148139
1633182,Pakisaji,Pakisaji,-8.0665,112.5981,30213
1633308,Pageralam,Pageralam,-4.02177,103.25093,70386
1633419,Padang,Padang,-0.94924,100.35427,840352
1633442,Paciran,Paciran,-6.87666,112.37606,27072
1633986,Ngunut,Ngunut,-8.1058,112.01591,26297
1634010,Ngoro,Ngoro,-7.68386,112.25804,22871
1634098,Ngawi,Ngawi,-7.4038,111.4461,22412
1634131,Nganjuk,Nganjuk,-7.6051,111.9035,69011
1634266,Negara,Negara,-8.35694,114.61694,33191
1634614,Nabire,Nabire,-3.35989,135.50074,43898
1634678,Muntok,Muntok,-2.06719,105.16228,26709
1634680,Muntilan,Muntilan,-7.58111,110.29278,44859
1634718,Muncar,Muncar,-8.43333,114.33333,64537
1634954,Mranggen,Mranggen,-7.0268,110.5158,28026
1635111,Mojokerto,Mojokerto,-7.4664,112.4338,112557
1635116,Mojoagung,Mojoagung,-7.56667,112.35,23534
1635164,Mlonggo,Mlonggo,-6.53333,110.7,33542
1635283,Metro,Metro,-5.11306,105.30667,149526
1635342,Mertoyudan,Mertoyudan,-7.52,110.22639,69871
1635660,Melati,Melati,-7.73333,110.36667,67090
1635815,Maumere,Maumere,-8.6199,122.2111,47598
1635826,Maubara,Maubara,-8.61194,125.20611,16300
1635882,Mataram,Mataram,-8.58333,116.11667,318674
1636022,Martapura,Martapura,-3.4109,114.8642,131449
1636121,Margasari,Margasari,-7.1,109.01667,27814
1636125,Margahayukencana,Margahayukencana,-6.97083,107.5675,83119
1636308,Manokwari,Manokwari,-0.86667,134.08333,53190
1636322,Manismata,Manismata,-2.46667,111.03333,18888
1636426,Manggar,Manggar,-2.88333,108.26667,34520
1636507,Mendaha,Mendaha,-1.0163,103.59331,56268
1636544,Manado,Manado,1.48218,124.84892,451893
1636556,Mamuju,Mamuju,-2.6748,118.8885,15000
1636670,Maliana,Maliana,-8.99167,125.21972,22000
1636722,Malang,Malang,-7.9797,112.6304,746716
1636806,Majene,Majene,-3.5403,118.9707,37715
1636808,Majenang,Majenang,-7.2975,108.7642,38897
1636816,Majalengka,Majalengka,-6.83611,108.22778,87732
1636884,Magelang,Magelang,-7.47056,110.21778,111461
1636930,Madiun,Madiun,-7.6298,111.5239,186099
1637001,Luwuk,Luwuk,-0.9516,122.7875,47778
1637090,Lumajang,Lumajang,-8.1335,113.2248,123626
1637158,Lubuklinggau,Lubuklinggau,-3.2945,102.8614,148243
1637510,Loa Janan,Loa Janan,-0.58295,117.09503,212816
1637730,Liquica,Liquica,-8.5875,125.34194,19000
1638063,Lembang,Lembang,-6.81167,107.6175,183130
1638217,Lebaksiu,Lebaksiu,-7.0496,109.1441,33606
1638284,Lawang,Lawang,-7.8353,112.6947,159380
1638352,Lasem,Lasem,-6.6922,111.4527,28948
1638562,Lamongan,Lamongan,-7.11667,112.41667,59224
1638775,Lahat,Lahat,-3.78514,103.54279,65906
1638868,Labuhanbajo,Labuhanbajo,-8.4964,119.8877,188724
1638870,Labuan,Labuan,-6.3784,105.83,33576
1638981,Kutoarjo,Kutoarjo,-7.71694,109.91278,31352
1639002,Kuta,Kuta,-8.72332,115.17234,30012
1639094,Kuningan,Kuningan,-6.97583,108.48306,72085
1639215,Kudus,Kudus,-6.8048,110.8405,92156
1639286,Kualatungkal,Kualatungkal,-0.81623,103.46111,33683
1639304,Kualakapuas,Kualakapuas,-3.00913,114.38759,35632
1639337,Kroya,Kroya,-7.63306,109.24611,23255
1639356,Krian,Krian,-7.4104,112.5792,38603
1639362,Kresek,Kresek,-6.13139,106.37972,110182
1639431,Kraksaan,Kraksaan,-7.75845,113.39624,28248
1639524,Kotabumi,Kotabumi,-4.82505,104.8817,42366
1639850,Klungkung,Klungkung,-8.53333,115.4,27836
1639900,Klaten,Klaten,-7.70583,110.60639,126831
1639925,Klangenan,Klangenan,-6.70944,108.44,88378
1640044,Kijang,Kijang,0.9,104.63333,41344
1640138,Ketanggungan,Ketanggungan,-6.9383,108.891,44288
1640185,Kertosono,Kertosono,-7.58333,112.1,60782
1640296,Kepanjen,Kepanjen,-8.1303,112.5727,51919
1640344,Kendari,Kendari,-3.9778,122.51507,195006
1640354,Kencong,Kencong,-8.28333,113.36667,43046
1640576,Kefamenanu,Kefamenanu,-9.44667,124.47806,29490
1640581,Kedungwuni,Kedungwuni,-6.97038,109.64794,117249
1640585,Kedungwaru,Kedungwaru,-8.06667,111.91667,80257
1640660,Kediri,Kediri,-7.81667,112.01667,235143
1640755,Kebonarun,Kebonarun,-7.70028,110.56306,21745
1640765,Kebomas,Kebomas,-7.16667,112.6333,75982
1640902,Kawalu,Kawalu,-7.3817,108.2082,50541
1640972,Katabu,Katabu,-4.9333,122.5167,42750
1641184,Karangsembung,Karangsembung,-6.8487,108.6422,75856
1641301,Karangasem,Karangasem,-8.45,115.61667,31869
1641333,Karanganom,Karanganom,-7.64889,110.625,50670
1641342,Karangampel,Karangampel,-6.46222,108.45194,31234
1641792,Kamal,Kamal,-7.16778,112.71917,22515
1641977,Kalianget,Kalianget,-7.0537,113.94244,23897
1642317,Juwana,Juwana,-6.715,111.1514,40177
1642414,Jombang,Jombang,-7.54595,112.23307,126465
1642437,Jogonalan,Jogonalan,-7.70361,110.53611,28114
1642588,Jember,Jember,-8.17211,113.69953,298585
1642628,Jekulo,Jekulo,-6.8057,110.9262,37521
1642684,Jatiwangi,Jatiwangi,-6.73361,108.26278,57973
1642692,Jatiroto,Jatiroto,-7.88333,111.11667,50059
1642726,Jatibarang,Jatibarang,-6.47472,108.31528,73010
1642754,Jaten,Jaten,-7.57722,110.8975,32378
1642858,Jambi City,Jambi City,-1.6,103.61667,420323
1642911,Jakarta,Jakarta,-6.21462,106.84513,8540121
1643078,Indramayu,Indramayu,-6.32639,108.32,123263
1643761,Grogol,Grogol,-7.60111,110.81861,100613
1643776,Gresik,Gresik,-7.15389,112.65611,73629
1643837,Gorontalo,Gorontalo,0.5412,123.0595,144195
1643898,Gongdanglegi Kulon,Gongdanglegi Kulon,-8.17529,112.63594,22468
1643920,Gombong,Gombong,-7.60722,109.51417,31965
1643981,Godean,Godean,-7.76972,110.29389,63164
1644178,Genteng,Genteng,-8.36667,114.15,79652
1644349,Gedangan,Gedangan,-7.39083,112.72667,79230
1644360,Gebog,Gebog,-6.735,110.8444,43756
1644522,Gampengrejo,Gampengrejo,-7.76667,112.01667,49118
1644557,Gambiran Satu,Gambiran Satu,-8.3939,114.1464,22525
1644605,Galesong,Galesong,-5.3166,119.3661,83050
1644932,Ende,Ende,-8.8432,121.6623,77205
1645133,Dumai,Dumai,1.66711,101.44316,143760
1645154,Dukuhturi,Dukuhturi,-6.9,109.08333,98074
1645220,Driyorejo,Driyorejo,-7.3659,112.6219,26827
1645428,Diwek,Diwek,-7.57897,112.23109,41719
1645457,Dili,Dili,-8.55861,125.57361,150000
1645518,Depok,Depok,-7.7625,110.43167,104527
1645524,Depok,Depok,-6.4,106.81861,1198129
1645528,Denpasar,Denpasar,-8.65,115.21667,405923
1645559,Demak,Demak,-6.8909,110.6396,27251
1645565,Delanggu,Delanggu,-7.61667,110.68333,24440
1645749,Dampit,Dampit,-8.21162,112.74934,23094
1645875,Curup,Curup,-3.4703,102.5207,46245
1645895,Curug,Curug,-6.26583,106.55639,191406
1645976,Comal,Comal,-6.9053,109.5347,51092
1645978,Colomadu,Colomadu,-7.53333,110.75,26274
1646034,Citeureup,Citeureup,-6.48556,106.88194,110155
1646170,Cirebon,Cirebon,-6.7063,108.557,254298
1646194,Ciputat,Ciputat,-6.2375,106.69556,207858
1646448,Cimahi,Cimahi,-6.87222,107.5425,493698
1646492,Cileunyi,Cileunyi,-6.93889,107.75278,111476
1646494,Cileungsir,Cileungsir,-6.39472,106.95917,202190
1646678,Cikarang,Cikarang,-6.26111,107.15278,106479
1646698,Cikampek,Cikampek,-6.41972,107.45583,145620
1646893,Cicurug,Cicurug,-6.78139,106.7825,88965
1647003,Cibinong,Cibinong,-6.48167,106.85417,188663
1647149,Ciamis,Ciamis,-7.3257,108.3534,123637
1647179,Cepu,Cepu,-7.1475,111.5906,55055
1647187,Ceper,Ceper,-7.67417,110.67889,28646
1647298,Caringin,Caringin,-6.70611,106.82139,91845
1647383,Ciampea,Ciampea,-6.55472,106.70083,207212
1647834,Bulakamba,Bulakamba,-6.8748,108.9559,27367
1647866,Bukittinggi,Bukittinggi,-0.30907,100.37055,98746
1647936,Buduran,Buduran,-7.4281,112.7234,48152
1647991,Buaran,Buaran,-7.05,109.55,38770
1648082,Boyolangu,Boyolangu,-8.1181,111.8935,32287
1648084,Boyolali,Boyolali,-7.53306,110.59583,59851
1648186,Bontang,Bontang,0.1324,117.4854,101691
1648266,Bondowoso,Bondowoso,-7.91346,113.82145,69783
1648451,Bojonegoro,Bojonegoro,-7.1502,111.8817,86568
1648473,Bogor,Bogor,-6.59444,106.78917,800000
1648568,Blora,Blora,-6.9698,111.4186,51811
1648580,Blitar,Blitar,-8.0983,112.1681,132416
1648636,Bitung,Bitung,1.45697,125.1895,137364
1648759,Bima,Bima,-8.46006,118.72667,66970
1648918,Besuki,Besuki,-7.73379,113.69785,55465
1649150,Bengkulu,Bengkulu,-3.80044,102.26554,309712
1649378,Bekasi,Bekasi,-6.2349,106.9896,1520119
1649539,Baucau,Baucau,-8.47111,126.45833,16000
1649593,Baturaja,Baturaja,-4.12891,104.16695,134759
1649595,Baturaden,Baturaden,-7.3,109.21667,42394
1649824,Batu,Batu,-7.87,112.52833,75631
1649881,Batang,Batang,-6.4846,110.7083,115537
1650064,Barabai,Barabai,-2.58333,115.38333,60192
1650077,Banyuwangi,Banyuwangi,-8.2325,114.35755,108166
1650095,Banyumas,Banyumas,-7.51417,109.29417,48378
1650119,Bantul,Bantul,-7.88806,110.32889,58653
1650213,Banjarmasin,Banjarmasin,-3.31987,114.59075,572837
1650227,Banjaran,Banjaran,-7.04528,107.58778,164952
1650232,Banjar,Banjar,-8.19,114.9675,89040
1650234,Banjar,Banjar,-7.1955,107.4313,37263
1650298,Bangkalan,Bangkalan,-7.0455,112.7351,62178
1650319,Bangil,Bangil,-7.59939,112.8186,120000
1650357,Bandung,Bandung,-6.90389,107.61861,1699719
1650434,Bambanglipuro,Bambanglipuro,-7.95,110.28333,44713
1650460,Balung,Balung,-7.73333,113.91667,47631
1650527,Balikpapan,Balikpapan,-1.26753,116.82887,433866
1650572,Balapulang,Balapulang,-7.05,109.08333,28483
1650600,Balaipungut,Balaipungut,1.05949,101.29054,56452
1650670,Baki,Baki,-7.61278,110.78389,58909
1650815,Baekrajan,Baekrajan,-6.7674,110.8541,57920
1650888,Babat,Babat,-7.11282,112.16354,27038
1651103,Atambua,Atambua,-9.10611,124.8925,35793
1651112,Astanajapura,Astanajapura,-6.8017,108.6311,148047
1651226,Arjawinangun,Arjawinangun,-6.64528,108.41028,105845
1651461,Amuntai,Amuntai,-2.41773,115.24941,55560
1651531,Ambon,Ambon,-3.69543,128.1814,355596
1651555,Ambarawa,Ambarawa,-7.26333,110.3975,84379
1651591,Amahai,Amahai,-3.33984,128.91975,47653
1651810,Ainaro,Ainaro,-8.99241,125.50816,12000
1651816,Aileu,Aileu,-8.72806,125.56639,17356
1651887,Adiwerna,Adiwerna,-6.9375,109.1325,134188
1651944,Vientiane,Vientiane,17.96667,102.6,196731
1652203,Xam Nua,Xam Nua,20.41592,104.04838,38992
1653316,Savannakhét,Savannakhet,16.56504,104.75273,66553
1653894,Phôngsali,Phongsali,21.68372,102.10536,13500
1654379,Pakxé,Pakxe,15.12022,105.79898,88332
1655078,Muang Xay,Muang Xay,20.69229,101.98368,25000
1655084,Sainyabuli,Sainyabuli,19.25756,101.71032,13500
1655087,Vangviang,Vangviang,18.9235,102.44784,25000
1655123,Muang Phônsavan,Muang Phonsavan,19.45,103.21667,37507
1655124,Muang Phôn-Hông,Muang Phon-Hong,18.49565,102.41421,10112
1655140,Muang Pakxan,Muang Pakxan,18.38261,103.65857,21967
1655192,Không,Khong,14.11726,105.85322,15000
1655199,Thakhèk,Thakhek,17.41027,104.83068,26200
1655559,Louangphabang,Louangphabang,19.88601,102.13503,47378
1657819,Champasak,Champasak,14.89162,105.87818,12994
1663526,Ban Houayxay,Ban Houayxay,20.27652,100.41302,12500
1665196,Douliu,Douliu,23.70944,120.54333,104723
