geonameid,name,asciiname,latitude,longitude,population
2946366,Boppard,Boppard,50.23085,7.58992,16215
2946368,Bopfingen,Bopfingen,48.85848,10.35416,12606
2946447,Bonn,Bonn,50.73438,7.09548,313125
2946478,Bönen,Bonen,51.6,7.76667,19393
2946821,Boizenburg,Boizenburg,53.38153,10.72375,10783
2946887,Bohnsdorf,Bohnsdorf,52.39434,13.57339,10805
2946923,Bohmte,Bohmte,52.36667,8.31667,13153
2947022,Bogenhausen,Bogenhausen,48.15221,11.61585,77542
2947026,Bogen,Bogen,48.91122,12.68955,10259
2947359,Bockenem,Bockenem,52.00993,10.13197,11177
2947416,Bochum,Bochum,51.48165,7.21648,385729
2947421,Bocholt,Bocholt,51.83879,6.61531,73943
2947444,Böblingen,Boeblingen,48.68212,9.01171,46282
2947449,Bobingen,Bobingen,48.27091,10.8339,16682
2947465,Bobenheim-Roxheim,Bobenheim-Roxheim,49.5875,8.35778,10106
2947584,Blumberg,Blumberg,47.84058,8.53329,10500
2947641,Blomberg,Blomberg,51.94331,9.09067,17183
2947739,Blieskastel,Blieskastel,49.23724,7.25617,23212
2947949,Blaubeuren,Blaubeuren,48.41215,9.78427,11797
2948071,Blankenburg,Blankenburg,51.79025,10.95509,15963
2948164,Bitterfeld-Wolfen,Bitterfeld-Wolfen,51.62355,12.32396,15608
2948184,Bitburg,Bitburg,49.96794,6.52734,12908
2948212,Bissendorf,Bissendorf,52.23333,8.16667,14402
2948267,Bischofswerda,Bischofswerda,51.12771,14.17974,13085
2948290,Bischofsheim,Bischofsheim,49.99389,8.36722,12075
2948598,Birkenfeld,Birkenfeld,48.86667,8.63333,10609
2948652,Birkenau,Birkenau,49.5625,8.70694,10318
2948825,Bingen am Rhein,Bingen am Rhein,49.96675,7.8992,24657
2948944,Billerbeck,Billerbeck,51.97829,7.29261,11699
2949012,Bietigheim-Bissingen,Bietigheim-Bissingen,48.94407,9.11755,41769
2949073,Biesdorf,Biesdorf,52.50906,13.5534,24988
2949186,Bielefeld,Bielefeld,52.03333,8.53333,331906
2949229,Biedenkopf,Biedenkopf,50.91125,8.53016,13788
2949423,Biberach an der Riß,Biberach an der Riss,48.09345,9.79053,32333
2949470,Bexbach,Bexbach,49.34615,7.25527,19115
2949475,Beverungen,Beverungen,51.66801,9.37417,15266
2949669,Betzdorf,Betzdorf,50.79094,7.87189,10560
2949773,Bestwig,Bestwig,51.36667,8.4,11764
2949803,Besigheim,Besigheim,48.99797,9.14268,11883
2950073,Bernburg,Bernburg,51.79464,11.7401,32113
2950096,Bernau bei Berlin,Bernau bei Berlin,52.67982,13.58708,34866
2950159,Berlin,Berlin,52.52437,13.41053,3426354
2950294,Bergneustadt,Bergneustadt,51.02496,7.65599,20567
2950344,Bergkamen,Bergkamen,51.61633,7.64451,52329
2950349,Bergisch Gladbach,Bergisch Gladbach,50.9856,7.13298,106184
2950438,Bergheim,Bergheim,50.95572,6.63986,63558
2950620,Bergen auf Rügen,Bergen auf Ruegen,54.41823,13.43349,14771
2950622,Bergen,Bergen,52.80837,9.96374,13609
2950978,Bensheim,Bensheim,49.68369,8.61839,39439
2951111,Bendorf,Bendorf,50.42289,7.57924,17495
2951134,Belzig,Belzig,52.14184,12.59272,11999
2951175,Belm,Belm,52.3,8.13333,13897
2951595,Beelitz,Beelitz,52.23812,12.9714,12475
2951648,Bedburg,Bedburg,50.99258,6.57128,24937
2951654,Beckum,Beckum,51.75571,8.04075,37814
2951679,Beckingen,Beckingen,49.4,6.7,15983
2951793,Bebra,Bebra,50.97445,9.79562,14839
2951825,Bayreuth,Bayreuth,49.94782,11.57894,75061
2951881,Bautzen,Bautzen,51.18035,14.43494,41972
2951923,Baunatal,Baunatal,51.25182,9.40747,28173
2951935,Baumschulenweg,Baumschulenweg,52.46582,13.48524,17186
2952252,Bassum,Bassum,52.85059,8.72791,16191
2952398,Barßel,Barssel,53.16667,7.73333,12475
2952406,Barsinghausen,Barsinghausen,52.3,9.45,14200
2952415,Barsbüttel,Barsbuettel,53.56667,10.16667,12363
2952633,Bargteheide,Bargteheide,53.72856,10.26695,13640
2952916,Bannewitz,Bannewitz,50.99291,13.71712,10851
2952984,Bamberg,Bamberg,49.89873,10.90067,70047
2953003,Balve,Balve,51.3315,7.86424,12281
2953089,Balingen,Balingen,48.27525,8.85464,34414
2953197,Baiersbronn,Baiersbronn,48.50318,8.37699,16248
2953269,Bahnhof Löhne,Bahnhof Lohne,52.20737,8.7149,41677
2953302,Baesweiler,Baesweiler,50.90964,6.18874,27834
2953310,Bad Zwischenahn,Bad Zwischenahn,53.18333,8.0,27550
2953312,Bad Wurzach,Bad Wurzach,47.90799,9.89686,14323
2953313,Bad Wörishofen,Bad Worishofen,48.00674,10.59666,14028
2953314,Bad Windsheim,Bad Windsheim,49.50274,10.41539,12022
2953317,Bad Wildungen,Bad Wildungen,51.11963,9.12475,18037
2953320,Bad Waldsee,Bad Waldsee,47.92027,9.7549,19840
2953321,Bad Vilbel,Bad Vilbel,50.17866,8.73756,30736
2953324,Bad Tölz,Bad Toelz,47.76111,11.5589,17434
2953338,Bad Soden-Salmünster,Bad Soden-Salmunster,50.27574,9.36705,13953
2953339,Bad Soden am Taunus,Bad Soden am Taunus,50.1408,8.50449,21357
2953341,Bad Segeberg,Bad Segeberg,53.94313,10.30215,16052
2953347,Bad Schwartau,Bad Schwartau,53.91887,10.69691,19722
2953348,Bad Schwalbach,Bad Schwalbach,50.14196,8.06964,11112
2953355,Bad Sassendorf,Bad Sassendorf,51.58333,8.16667,11659
2953357,Bad Salzungen,Bad Salzungen,50.81342,10.2361,16410
2953358,Bad Salzuflen,Bad Salzuflen,52.0862,8.74434,54899
2953362,Bad Salzdetfurth,Bad Salzdetfurth,52.05777,10.0058,14349
2953363,Bad Säckingen,Bad Sackingen,47.55371,7.94612,16549
2953371,Bad Reichenhall,Bad Reichenhall,47.72947,12.87819,16910
2953374,Bad Rappenau,Bad Rappenau,49.23848,9.1018,20581
2953379,Bad Pyrmont,Bad Pyrmont,51.9859,9.25246,21629
2953384,Bad Orb,Bad Orb,50.22788,9.34782,10186
2953385,Bad Oldesloe,Bad Oldesloe,53.81167,10.37417,24322
2953386,Bad Oeynhausen,Bad Oeynhausen,52.20699,8.80365,49513
2953389,Bad Neustadt an der Saale,Bad Neustadt an der Saale,50.32174,10.20673,16064
2953391,Bad Neuenahr-Ahrweiler,Bad Neuenahr-Ahrweiler,50.54322,7.1113,27823
2953394,Bad Nenndorf,Bad Nenndorf,52.33703,9.37904,10255
2953395,Bad Nauheim,Bad Nauheim,50.36463,8.73859,30291
2953398,Bad Münstereifel,Bad Munstereifel,50.55666,6.76424,19051
2953400,Bad Münder am Deister,Bad Munder am Deister,52.19551,9.46421,18726
2953402,Bad Mergentheim,Bad Mergentheim,49.4925,9.77361,22472
2953405,Bad Lippspringe,Bad Lippspringe,51.78333,8.81683,15175
2953408,Bad Liebenwerda,Bad Liebenwerda,51.51826,13.39459,10890
2953410,Bad Lauterberg im Harz,Bad Lauterberg im Harz,51.63272,10.47031,11784
2953413,Bad Langensalza,Bad Langensalza,51.10771,10.646,18183
2953416,Bad Kreuznach,Bad Kreuznach,49.8414,7.86713,43213
2953424,Bad Kissingen,Bad Kissingen,50.20228,10.07784,21328
2953430,Bad Iburg,Bad Iburg,52.1549,8.04216,11554
2953435,Bad Honnef,Bad Honnef,50.64336,7.2278,25348
2953436,Bad Homburg vor der Höhe,Bad Homburg vor der Hoehe,50.22683,8.61816,51859
2953439,Bad Hersfeld,Bad Hersfeld,50.87197,9.70891,30725
2953449,Bad Harzburg,Bad Harzburg,51.88268,10.56157,22954
2953456,Bad Gandersheim,Bad Gandersheim,51.87167,10.02537,11099
2953458,Bad Freienwalde,Bad Freienwalde,52.7873,14.0304,13075
2953464,Bad Essen,Bad Essen,52.31667,8.33333,15732
2953504,Baden-Baden,Baden-Baden,48.7606,8.23975,54239
2953520,Bad Dürrheim,Bad Durrheim,48.02093,8.53056,12829
2953521,Bad Dürrenberg,Bad Durrenberg,51.29544,12.06583,11479
2953522,Bad Dürkheim,Bad Duerkheim,49.4618,8.17236,18698
2953525,Bad Driburg,Bad Driburg,51.73297,9.01969,19553
2953528,Bad Doberan,Bad Doberan,54.10712,11.90051,11559
2953537,Bad Bramstedt,Bad Bramstedt,53.9183,9.88424,13177
2953545,Bad Berleburg,Bad Berleburg,51.05224,8.39228,20757
2953552,Bad Bentheim,Bad Bentheim,52.31814,7.16343,15508
2953558,Bad Aibling,Bad Aibling,47.8638,12.01055,17672
2953559,Bad Abbach,Bad Abbach,48.93754,12.04494,10882
2953568,Backnang,Backnang,48.94744,9.43718,35778
2953770,Babenhausen,Babenhausen,49.96519,8.95129,16575
2954006,Aurich,Aurich,53.46919,7.48232,40319
2954065,Aulendorf,Aulendorf,47.95083,9.63745,10063
2954172,Augsburg,Augsburg,48.37154,10.89851,259196
2954602,Auerbach,Auerbach,50.51155,12.40083,21358
2954695,Aue,Aue,50.59034,12.70657,18554
2954932,Attendorn,Attendorn,51.12645,7.90333,24773
2955009,Aßlar,Asslar,50.59163,8.46273,13772
2955068,Asperg,Asperg,48.90525,9.13502,12870
2955168,Aschersleben,Aschersleben,51.75742,11.46084,24892
2955224,Ascheberg,Ascheberg,51.78333,7.61667,15184
2955272,Aschaffenburg,Aschaffenburg,49.97704,9.15214,68551
2955421,Bad Arolsen,Bad Arolsen,51.37982,9.01445,16854
2955439,Arnstadt,Arnstadt,50.84048,10.95198,25678
2955471,Arnsberg,Arnsberg,51.38333,8.08333,76612
2955770,Apolda,Apolda,51.02624,11.51638,24793
2955817,Apen,Apen,53.21667,7.8,10992
2955936,Ansbach,Ansbach,49.30481,10.5931,31839
2955940,Anröchte,Anrochte,51.56667,8.33333,10847
2956005,Annaberg-Buchholz,Annaberg-Buchholz,50.57953,13.00627,23092
2956018,Anklam,Anklam,53.85637,13.68965,14694
2956093,Angermünde,Angermunde,53.01499,13.99924,15453
2956206,Andernach,Andernach,50.43109,7.40425,29599
2956656,Amberg,Amberg,49.44287,11.86267,44737
2956710,Alzey,Alzey,49.74657,8.11513,18241
2956715,Alzenau in Unterfranken,Alzenau in Unterfranken,50.0888,9.06455,18932
2956940,Altötting,Altoetting,48.22533,12.67665,12902
2957185,Altglienicke,Altglienicke,52.41116,13.5355,26426
2957459,Altensteig,Altensteig,48.58648,8.60395,11266
2957463,Altenstadt,Altenstadt,50.28747,8.94373,12258
2957773,Altenburg,Altenburg,50.98763,12.43684,38568
2957886,Altena,Altena,51.29472,7.67336,20862
2958024,Altdorf,Altdorf,49.3856,11.3573,15312
2958032,Altdorf,Altdorf,48.15374,12.18419,11355
2958105,Alsterdorf,Alsterdorf,53.61083,10.01306,13271
2958128,Alsfeld,Alsfeld,50.75185,9.27082,17771
2958141,Alsdorf,Alsdorf,50.87672,6.16399,46340
2958188,Alpen,Alpen,51.58333,6.51667,12908
2958516,Alfter,Alfter,50.73333,7.01667,21814
2958533,Alfeld,Alfeld,51.98382,9.81989,19138
2958595,Albstadt,Albstadt,48.21644,9.02596,46664
2958831,Ainring,Ainring,47.81667,12.95,10028
2958975,Aichach,Aichach,48.45755,11.13413,21042
2959083,Ahrensburg,Ahrensburg,53.67515,10.22593,30103
2959223,Ahlen,Ahlen,51.76338,7.8887,55280
2959279,Ahaus,Ahaus,52.07936,7.01344,38165
2959374,Aerzen,Aerzen,52.04953,9.25856,10755
2959441,Adlershof,Adlershof,52.43548,13.54825,15294
2959681,Achim,Achim,53.01416,9.0263,30013
2959686,Achern,Achern,48.63115,8.07607,24478
2959842,Abensberg,Abensberg,48.81684,11.8498,12570
2959927,Aalen,Aalen,48.83777,10.0933,67085
2960316,Luxembourg,Luxembourg,49.61167,6.13,76684
2960596,Esch-sur-Alzette,Esch-sur-Alzette,49.49583,5.98056,28228
2960634,Dudelange,Dudelange,49.48056,6.0875,18013
2960936,Wicklow,Wicklow,52.975,-6.04944,14048
2960964,Loch Garman,Loch Garman,52.33417,-6.4575,19913
2960992,Waterford,Waterford,52.25833,-7.11194,47904
2961086,Tullamore,Tullamore,53.27389,-7.48889,11575
2961123,Tralee,Tralee,52.27042,-9.70264,22941
2961284,Tallaght,Tallaght,53.2859,-6.37344,64282
2961297,Swords,Swords,53.45972,-6.21806,36924
2961423,Sligo,Sligo,54.26969,-8.46943,20228
2961523,Shankill,Shankill,53.22611,-6.12444,10102
2961896,Rathmines,Rathmines,53.32028,-6.26333,11044
2962026,Portlaoise,Portlaoise,53.03441,-7.29979,13622
2962290,Droichead Nua,Droichead Nua,53.18194,-6.79667,18860
2962308,Navan,Navan,53.65278,-6.68139,24545
2962334,Naas,Naas,53.21583,-6.66694,20713
2962361,An Muileann gCearr,An Muileann gCearr,53.53333,-7.35,17262
2962668,Maynooth,Maynooth,53.385,-6.59361,12510
2962696,Marino,Marino,53.37022,-6.23646,11023
2962725,Malahide,Malahide,53.45083,-6.15444,15846
2962785,Lucan,Lucan,53.35736,-6.44859,15269
2962943,Luimneach,Luimneach,52.66472,-8.62306,90054
2962961,Letterkenny,Letterkenny,54.95,-7.73333,16901
2962974,Leixlip,Leixlip,53.36583,-6.49556,15452
2963007,Laytown,Laytown,53.68194,-6.23917,10889
2963398,Kilkenny,Kilkenny,52.65417,-7.25222,21589
2963848,Greystones,Greystones,53.14083,-6.06306,13492
2964180,Gaillimh,Gaillimh,53.27194,-9.04889,70686
2964303,Finglas,Finglas,53.38917,-6.29694,19768
2964405,Ennis,Ennis,52.84361,-8.98639,24427
2964506,Dún Laoghaire,Dun Laoghaire,53.29395,-6.13586,185400
2964532,Dundrum,Dundrum,53.29067,-6.25714,12152
2964540,Dundalk,Dundalk,54.0,-6.41667,33428
2964574,Dublin,Dublin,53.33306,-6.24889,1024027
2964661,Drogheda,Drogheda,53.71889,-6.34778,33441
2964745,Donnybrook,Donnybrook,53.31375,-6.22274,10645
2964820,Derry,Derry,51.58666,-9.05026,10000
2964963,Crumlin,Crumlin,53.32417,-6.32861,11294
2965140,Cork,Cork,51.89797,-8.47061,190384
2965260,Cobh,Cobh,51.85722,-8.29917,10501
2965353,Cluain Meala,Cluain Meala,52.355,-7.70389,17394
2965381,Clondalkin,Clondalkin,53.32444,-6.39722,14508
2965529,Celbridge,Celbridge,53.33861,-6.54361,19537
2965654,Castlebar,Castlebar,53.85,-9.3,12874
2965715,Carrigaline,Carrigaline,51.81167,-8.39861,14775
2965768,Carlow,Carlow,52.84083,-6.92611,20055
2965882,Cabinteely,Cabinteely,53.26973,-6.16058,10038
2966110,Blanchardstown,Blanchardstown,53.38806,-6.37556,16511
2966778,Ballina,Ballina,54.11667,-9.16667,10087
2966794,Balbriggan,Balbriggan,53.61278,-6.18194,23364
2966837,Athy,Athy,52.99139,-6.98028,12855
2966839,Athlone,Athlone,53.43333,-7.95,15951
2966870,Ashbourne,Ashbourne,53.51163,-6.39821,11355
2966883,Arklow,Arklow,52.79306,-6.14139,11761
2967166,Yzeure,Yzeure,46.56438,3.35495,13435
2967189,Yvetot,Yvetot,49.61744,0.75814,11232
2967245,Yerres,Yerres,48.71785,2.49338,28897
2967297,Woippy,Woippy,49.14946,6.14909,13721
2967318,Wittenheim,Wittenheim,47.8078,7.33702,15747
2967319,Wittelsheim,Wittelsheim,47.80947,7.24154,10220
2967421,Wattrelos,Wattrelos,50.70118,3.21812,42826
2967423,Wattignies,Wattignies,50.58639,3.04394,14766
2967438,Wasquehal,Wasquehal,50.67043,3.13382,19320
2967695,Voreppe,Voreppe,45.29476,5.63324,10214
2967745,Voisins-le-Bretonneux,Voisins-le-Bretonneux,48.75793,2.05137,13486
2967758,Voiron,Voiron,45.36395,5.59209,22114
2967849,Vitry-sur-Seine,Vitry-sur-Seine,48.78716,2.40332,81001
2967856,Vitry-le-François,Vitry-le-Francois,48.73333,4.58333,17250
2967870,Vitrolles,Vitrolles,43.46,5.24861,38591
2967879,Vitré,Vitre,48.11776,-1.20577,17266
2967917,Viry-Châtillon,Viry-Chatillon,48.67212,2.39318,31131
2967934,Viroflay,Viroflay,48.80078,2.16181,16137
2967972,Vire,Vire,48.83333,-0.88333,14603
2968054,Vincennes,Vincennes,48.8486,2.43769,45923
2968142,Villiers-sur-Marne,Villiers-sur-Marne,48.831,2.54844,30252
2968176,Villiers-le-Bel,Villiers-le-Bel,49.00875,2.39819,27028
2968254,Villeurbanne,Villeurbanne,45.76667,4.88333,131445
2968275,Villetaneuse,Villetaneuse,48.95833,2.34167,12025
2968368,Villers-lès-Nancy,Villers-les-Nancy,48.67103,6.15083,15899
2968405,Villers-Cotterêts,Villers-Cotterets,49.25311,3.09003,10068
2968482,Villepinte,Villepinte,48.96203,2.53253,37114
2968496,Villeparisis,Villeparisis,48.94208,2.61463,23931
2968515,Villeneuve-sur-Lot,Villeneuve-sur-Lot,44.40854,0.70415,25869
2968529,Villeneuve-Saint-Georges,Villeneuve-Saint-Georges,48.73219,2.44925,30881
2968533,Villeneuve-Loubet,Villeneuve-Loubet,43.66663,7.1204,14354
2968545,Villeneuve-lès-Avignon,Villeneuve-les-Avignon,43.9684,4.7963,13451
2968546,Villeneuve-le-Roi,Villeneuve-le-Roi,48.73684,2.40081,17575
2968555,Villeneuve-la-Garenne,Villeneuve-la-Garenne,48.93935,2.31478,22036
2968620,Villenave-d'Ornon,Villenave-d'Ornon,44.77327,-0.5442,30347
2968653,Villemomble,Villemomble,48.88333,2.5,28001
2968705,Villejuif,Villejuif,48.7939,2.35992,48048
2968748,Villefranche-sur-Saône,Villefranche-sur-Saone,45.98333,4.71667,32994
2968755,Villefranche-de-Rouergue,Villefranche-de-Rouergue,44.35166,2.03702,14030
2968771,Villefontaine,Villefontaine,45.6125,5.14558,19749
2968819,Ville-d'Avray,Ville-d'Avray,48.82358,2.19311,11431
2969109,Vigneux-sur-Seine,Vigneux-sur-Seine,48.70291,2.41357,26692
2969213,Vieux-Condé,Vieux-Conde,50.45944,3.56738,10773
2969257,Vierzon,Vierzon,47.21667,2.08333,29876
2969284,Vienne,Vienne,45.51667,4.86667,32293
2969392,Vichy,Vichy,46.11667,3.41667,27019
2969562,Vesoul,Vesoul,47.63333,6.16667,19892
2969612,Vertou,Vertou,47.16869,-1.46929,22921
2969679,Versailles,Versailles,48.8,2.13333,85416
2969692,Verrières-le-Buisson,Verrieres-le-Buisson,48.74565,2.26796,16789
2969752,Vernouillet,Vernouillet,48.7209,1.36951,11783
2969766,Vernon,Vernon,49.09292,1.46332,26037
2969796,Verneuil-sur-Seine,Verneuil-sur-Seine,48.97388,1.9648,16790
2969958,Verdun,Verdun,49.16667,5.38333,21798
2970072,Vénissieux,Venissieux,45.70254,4.87147,57584
2970110,Vendôme,Vendome,47.8,1.06667,19226
2970148,Vence,Vence,43.72162,7.11232,18668
2970203,Vélizy-Villacoublay,Velizy-Villacoublay,48.78198,2.19395,21741
2970338,Vaux-le-Pénil,Vaux-le-Penil,48.52803,2.69165,11758
2970407,Vauvert,Vauvert,43.69529,4.27705,10798
2970432,Vauréal,Vaureal,49.03333,2.03333,20699
2970456,Vaulx-en-Velin,Vaulx-en-Velin,45.7818,4.92085,37489
2970761,Vanves,Vanves,48.82345,2.29025,26068
2970777,Vannes,Vannes,47.66667,-2.75,54020
2970797,Vandœuvre-lès-Nancy,Vandoeuvre-les-Nancy,48.65,6.18333,31785
2970838,Valréas,Valreas,44.38366,4.99084,10211
2970962,Vallauris,Vallauris,43.57803,7.05451,27286
2971006,Valfin-lès-Saint-Claude,Valfin-les-Saint-Claude,46.43758,5.85513,12966
2971027,Valenton,Valenton,48.74527,2.46467,11969
2971030,Valentigney,Valentigney,47.46388,6.83168,12608
2971041,Valenciennes,Valenciennes,50.35,3.53333,44821
2971053,Valence,Valence,44.93333,4.9,63864
2971117,Valbonne,Valbonne,43.63292,6.99911,12633
2971157,Vaires-sur-Marne,Vaires-sur-Marne,48.87649,2.63982,12547
2971298,Ussel,Ussel,45.55,2.31667,11384
2971482,Tulle,Tulle,45.26667,1.76667,16969
2971549,Troyes,Troyes,48.3,4.08333,60785
2971689,Triel-sur-Seine,Triel-sur-Seine,48.97818,2.00743,12574
2971874,Tremblay-en-France,Tremblay-en-France,48.94956,2.5684,35591
2971896,Trélazé,Trelaze,47.44565,-0.4654,11740
2972049,Trappes,Trappes,48.77413,2.01781,28367
2972191,Tours,Tours,47.38333,0.68333,141621
2972237,Tournefeuille,Tournefeuille,43.58872,1.31922,29124
2972270,Tourlaville,Tourlaville,49.63828,-1.56639,18273
2972284,Tourcoing,Tourcoing,50.72391,3.16117,91574
2972315,Toulouse,Toulouse,43.60426,1.44367,433055
2972328,Toulon,Toulon,43.11667,5.93333,168701
2972350,Toul,Toul,48.68333,5.9,17680
2972444,Torcy,Torcy,48.85,2.65,24386
2972546,Tinqueux,Tinqueux,49.25,3.98333,10197
2972695,Thouars,Thouars,46.97602,-0.21507,11517
2972742,Thonon-les-Bains,Thonon-les-Bains,46.36667,6.48333,31684
2972811,Thionville,Thionville,49.36667,6.16667,44311
2972857,Thiers,Thiers,45.85,3.56667,13739
2972893,Thiais,Thiais,48.76496,2.3961,29724
2973146,Tergnier,Tergnier,49.65607,3.30107,15475
2973258,Taverny,Taverny,49.02542,2.21691,27271
2973317,Tassin-la-Demi-Lune,Tassin-la-Demi-Lune,45.75499,4.78812,16920
2973355,Tarnos,Tarnos,43.5417,-1.46281,11554
2973385,Tarbes,Tarbes,43.23333,0.08333,52106
2973393,Tarascon,Tarascon,43.80583,4.66028,14735
2973394,Tarare,Tarare,45.89761,4.43272,10806
2973495,Talence,Talence,44.80477,-0.59543,42579
2973510,Talant,Talant,47.33694,5.00888,12082
2973675,Suresnes,Suresnes,48.87143,2.22929,44697
2973745,Sucy-en-Brie,Sucy-en-Brie,48.76872,2.53474,25014
2973783,Strasbourg,Strasbourg,48.58392,7.74553,274845
2973795,Stiring-Wendel,Stiring-Wendel,49.2,6.93333,13085
2973841,Stains,Stains,48.95,2.38333,32601
2973882,Soyaux,Soyaux,45.65,0.2,11220
2974153,Sotteville-lès-Rouen,Sotteville-les-Rouen,49.40972,1.09006,30619
2974188,Sorgues,Sorgues,44.01023,4.87381,18681
2974324,Somain,Somain,50.35961,3.28108,12310
2974338,Solliès-Pont,Sollies-Pont,43.18978,6.0432,12052
2974385,Soisy-sous-Montmorency,Soisy-sous-Montmorency,48.98813,2.30156,17436
2974389,Soissons,Soissons,49.38167,3.32361,31100
2974427,Six-Fours-les-Plages,Six-Fours-les-Plages,43.1,5.85,34779
2974494,Sin-le-Noble,Sin-le-Noble,50.36159,3.13113,17682
2974645,Seyssinet-Pariset,Seyssinet-Pariset,45.17676,5.69387,13473
2974655,Seynod,Seynod,45.88549,6.08831,18590
2974678,Sèvres,Sevres,48.82292,2.21757,23724
2974681,Sevran,Sevran,48.94472,2.52746,47334
2974733,Sète,Sete,43.4028,3.69278,40736
2975020,Septèmes-les-Vallons,Septemes-les-Vallons,43.39834,5.36596,10220
2975050,Sens,Sens,48.2,3.28333,28700
2975088,Senlis,Senlis,49.2,2.58333,19160
2975233,Sélestat,Selestat,48.26667,7.45,18941
2975349,Sedan,Sedan,49.7,4.95,20620
2975361,Seclin,Seclin,50.54873,3.02731,12214
2975446,Schiltigheim,Schiltigheim,48.60749,7.74931,32289
2975469,Sceaux,Sceaux,48.77644,2.29026,21511
2975525,Savigny-sur-Orge,Savigny-sur-Orge,48.67678,2.34835,39698
2975536,Savigny-le-Temple,Savigny-le-Temple,48.57409,2.58287,25925
2975588,Saverne,Saverne,48.74164,7.36221,12439
2975758,Saumur,Saumur,47.26667,-0.08333,33229
2975908,Sassenage,Sassenage,45.20531,5.66515,10641
2975921,Sartrouville,Sartrouville,48.9482,2.19169,53980
2975964,Sarreguemines,Sarreguemines,49.10995,7.06747,24446
2975967,Sarrebourg,Sarrebourg,48.73333,7.05,14677
2976007,Sarlat-la-Canéda,Sarlat-la-Caneda,44.88902,1.21656,11126
2976043,Sarcelles,Sarcelles,49.0,2.38333,57979
2976050,Saran,Saran,47.95013,1.87601,16243
2976179,Sannois,Sannois,48.96667,2.25,26869
2976258,Sanary-sur-Mer,Sanary-sur-Mer,43.11784,5.80006,19166
2976341,Salon-de-Provence,Salon-de-Provence,43.64074,5.09545,41397
2976404,Sallaumines,Sallaumines,50.41749,2.86174,10637
2976406,Sallanches,Sallanches,45.94423,6.63162,16725
2976984,Saint-Sébastien-sur-Loire,Saint-Sebastien-sur-Loire,47.20768,-1.50332,29238
2977058,Saint-Saulve,Saint-Saulve,50.37141,3.55612,11303
2977214,Saint-Rémy-de-Provence,Saint-Remy-de-Provence,43.78848,4.83167,10562
2977246,Saint-Raphaël,Saint-Raphael,43.42332,6.7735,34918
2977295,Saint-Quentin,Saint-Quentin,49.84889,3.28757,55407
2977356,Saint-Priest,Saint-Priest,45.69612,4.93892,41641
2977388,Saint-Pol-sur-Mer,Saint-Pol-sur-Mer,51.03116,2.33984,23635
2977491,Saint-Pierre-des-Corps,Saint-Pierre-des-Corps,47.38623,0.74849,15284
2977648,Saint-Paul-lès-Dax,Saint-Paul-les-Dax,43.72715,-1.05162,11839
2977800,Saint-Ouen-l'Aumône,Saint-Ouen-l'Aumone,49.04353,2.12134,22977
2977824,Saint-Ouen,Saint-Ouen,48.9,2.33333,39353
2977832,Saint-Orens-de-Gameville,Saint-Orens-de-Gameville,43.55402,1.53411,12576
2977845,Saint-Omer,Saint-Omer,50.75,2.25,18250
2977921,Saint-Nazaire,Saint-Nazaire,47.28333,-2.2,67054
2977952,Saint-Michel-sur-Orge,Saint-Michel-sur-Orge,48.63479,2.30831,20824
2978072,Saint-Médard-en-Jalles,Saint-Medard-en-Jalles,44.89692,-0.72136,29742
2978100,Saint-Maximin-la-Sainte-Baume,Saint-Maximin-la-Sainte-Baume,43.45214,5.86219,15225
2978105,Saint-Max,Saint-Max,48.70429,6.20999,11123
2978170,Saint-Maurice,Saint-Maurice,48.82182,2.42716,14282
2978179,Saint-Maur-des-Fossés,Saint-Maur-des-Fosses,48.79394,2.49323,75402
2978317,Saint-Martin-d'Hères,Saint-Martin-d'Heres,45.16528,5.76337,35528
2978396,Saint-Martin-de-Crau,Saint-Martin-de-Crau,43.63955,4.8127,11555
2978439,Saint-Martin-Boulogne,Saint-Martin-Boulogne,50.72691,1.61864,12414
2978621,Saint-Mandé,Saint-Mande,48.83864,2.41579,21261
2978640,Saint-Malo,Saint-Malo,48.65,-2.01667,50676
2978742,Saint-Louis,Saint-Louis,47.58836,7.56247,20871
2978758,Saint-Lô,Saint-Lo,49.11624,-1.09031,21722
2978768,Saint-Leu-la-Forêt,Saint-Leu-la-Foret,49.01667,2.25,16075
2978771,Saint-Leu,Saint-Leu,46.7306,4.50083,29278
2978891,Saint-Laurent-du-Var,Saint-Laurent-du-Var,43.67097,7.17606,29516
2978997,Saint-Just-Saint-Rambert,Saint-Just-Saint-Rambert,45.49973,4.24141,14313
2979036,Saint-Junien,Saint-Junien,45.88867,0.90143,11553
2979072,Saint-Julien-en-Genevois,Saint-Julien-en-Genevois,46.14434,6.08256,10108
2979309,Saint-Jean-de-Luz,Saint-Jean-de-Luz,43.38871,-1.66267,14514
2979316,Saint-Jean-de-la-Ruelle,Saint-Jean-de-la-Ruelle,47.91127,1.86483,17522
2979341,Saint-Jean-de-Braye,Saint-Jean-de-Braye,47.91303,1.97705,19874
2979590,Saint-Herblain,Saint-Herblain,47.21765,-1.64841,46898
2979627,Saint-Gratien,Saint-Gratien,48.9735,2.28729,19737
2979679,Saint-Gilles,Saint-Gilles,43.67656,4.43024,13231
2979783,Saint-Germain-en-Laye,Saint-Germain-en-Laye,48.9,2.08333,41142
2979985,Saint-Genis-Laval,Saint-Genis-Laval,45.69558,4.7934,20883
